Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,PlSqu
Montpellier,Yael Mouanga,1803,fr FRA,DF,fr Ligue 1,19,2005,10.5,0,1,0,0.0,0.10,0.00,0.00,,5.4,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Yael MouangaMontpellier
Saint-Etienne,Aimen Moueffek,1804,fr FRA,MF,fr Ligue 1,23,2001,11.5,0,10,2,20.0,0.87,0.17,0.00,0.00,15.6,0,0,0,1.1,1.1,0.11,-1.1,-1.1,Aimen MoueffekSaint-Etienne
Nice,Youssoufa Moukoko,1805,de GER,"FW,MF",fr Ligue 1,19,2004,2.3,2,6,2,33.3,2.65,0.88,0.33,1.00,11.6,0,0,0,2.2,2.2,0.37,-0.2,-0.2,Youssoufa MoukokoNice
Augsburg,Steve Mounie,1806,bj BEN,"FW,MF",de Bundesliga,29,1994,3.9,1,22,7,31.8,5.71,1.82,0.05,0.14,10.5,0,0,0,3.2,3.2,0.15,-2.2,-2.2,Steve MounieAugsburg
Manchester Utd,Mason Mount,1807,eng ENG,MF,eng Premier League,25,1999,6.9,1,20,9,45.0,2.89,1.30,0.05,0.11,15.0,0,0,0,3.2,3.2,0.17,-2.2,-2.2,Mason MountManchester Utd
Alaves,Santiago Mourino,1808,uy URU,DF,es La Liga,22,2002,20.5,0,13,3,23.1,0.63,0.15,0.00,0.00,15.5,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Santiago MourinoAlaves
Saint-Etienne,Louis Mouton,1809,fr FRA,MF,fr Ligue 1,22,2002,11.6,0,19,3,15.8,1.64,0.26,0.00,0.00,22.5,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Louis MoutonSaint-Etienne
Manchester City,Divin Mubama,1810,eng ENG,FW,eng Premier League,19,2004,0.3,0,1,0,0.0,3.21,0.00,0.00,,17.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Divin MubamaManchester City
Chelsea,Mykhailo Mudryk,1811,ua UKR,FW,eng Premier League,23,2001,1.7,0,1,1,100.0,0.60,0.60,0.00,0.00,11.6,0,0,0,0.3,0.3,0.25,-0.3,-0.3,Mykhailo MudrykChelsea
Lille,Ngal'Ayel Mukau,1812,cd COD,MF,fr Ligue 1,19,2004,13.2,0,11,2,18.2,0.83,0.15,0.00,0.00,22.3,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Ngal'Ayel MukauLille
Leverkusen,Nordi Mukiele,1813,fr FRA,DF,de Bundesliga,26,1997,10.0,1,7,3,42.9,0.70,0.30,0.14,0.33,15.8,0,0,0,1.4,1.4,0.20,-0.4,-0.4,Nordi MukieleLeverkusen
Freiburg,Florian Muller,1814,de GER,GK,de Bundesliga,26,1997,8.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Florian MullerFreiburg
Heidenheim,Kevin Muller,1815,de GER,GK,de Bundesliga,33,1991,32.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Kevin MullerHeidenheim
Wolfsburg,Marius Muller,1816,de GER,GK,de Bundesliga,31,1993,5.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Marius MullerWolfsburg
Bayern Munich,Thomas Muller,1817,de GER,"MF,FW",de Bundesliga,34,1989,13.6,1,30,11,36.7,2.20,0.81,0.03,0.09,15.9,0,0,0,3.8,3.8,0.13,-2.8,-2.8,Thomas MullerBayern Munich
Rayo Vallecano,Abdul Mumin,1818,gh GHA,DF,es La Liga,26,1998,22.4,2,10,3,30.0,0.45,0.13,0.20,0.67,12.9,0,0,0,0.6,0.6,0.06,+1.4,+1.4,Abdul MuminRayo Vallecano
Wolves,Marshall Munetsi,1819,zw ZIM,"MF,FW",eng Premier League,28,1996,12.0,2,22,7,31.8,1.84,0.58,0.09,0.29,15.0,0,0,0,3.3,3.3,0.15,-1.3,-1.3,Marshall MunetsiWolves
Reims,Marshall Munetsi,1820,zw ZIM,MF,fr Ligue 1,28,1996,18.8,4,32,10,31.3,1.70,0.53,0.13,0.40,13.2,0,0,0,4.0,4.0,0.12,0.0,0.0,Marshall MunetsiReims
Fulham,Rodrigo Muniz,1821,br BRA,FW,eng Premier League,23,2001,10.7,8,39,19,48.7,3.64,1.77,0.21,0.42,12.0,0,0,0,5.8,5.8,0.15,+2.2,+2.2,Rodrigo MunizFulham
Real Sociedad,Aihen Munoz,1822,es ESP,DF,es La Liga,26,1997,12.2,0,6,0,0.0,0.49,0.00,0.00,,30.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Aihen MunozReal Sociedad
Las Palmas,Alex Munoz,1823,es ESP,DF,es La Liga,30,1994,15.7,3,9,5,55.6,0.57,0.32,0.33,0.60,14.5,0,0,0,0.9,0.9,0.10,+2.1,+2.1,Alex MunozLas Palmas
Crystal Palace,Daniel Munoz,1824,co COL,DF,eng Premier League,28,1996,35.9,4,37,14,37.8,1.03,0.39,0.11,0.29,12.7,0,0,0,4.9,4.9,0.13,-0.9,-0.9,Daniel MunozCrystal Palace
Osasuna,Iker Munoz,1825,es ESP,MF,es La Liga,21,2002,6.8,0,11,0,0.0,1.62,0.00,0.00,,23.8,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Iker MunozOsasuna
Las Palmas,Javier Munoz,1826,es ESP,"MF,DF",es La Liga,29,1995,28.8,1,25,6,24.0,0.87,0.21,0.04,0.17,21.8,0,0,0,1.3,1.3,0.05,-0.3,-0.3,Javier MunozLas Palmas
Real Madrid,Victor Munoz,1827,es ESP,"FW,DF",es La Liga,21,2003,0.4,0,1,0,0.0,2.50,0.00,0.00,,15.3,0,0,0,0.5,0.5,0.49,-0.5,-0.5,Victor MunozReal Madrid
Ipswich Town,Arijanet Muric,1828,xk KVX,GK,eng Premier League,25,1998,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Arijanet MuricIpswich Town
Nott'ham Forest,Murillo,1829,br BRA,DF,eng Premier League,22,2002,35.4,2,25,6,24.0,0.71,0.17,0.08,0.33,21.9,3,0,0,1.4,1.4,0.06,+0.6,+0.6,MurilloNott'ham Forest
Mallorca,Vedat Muriqi,1830,xk KVX,FW,es La Liga,30,1994,22.9,7,52,16,30.8,2.27,0.70,0.10,0.31,12.3,0,2,3,9.7,7.3,0.14,-2.7,-2.3,Vedat MuriqiMallorca
Newcastle Utd,Jacob Murphy,1831,eng ENG,FW,eng Premier League,29,1995,26.2,8,43,15,34.9,1.64,0.57,0.19,0.53,18.2,0,0,0,5.7,5.7,0.13,+2.3,+2.3,Jacob MurphyNewcastle Utd
Milan,Bob Murphy Omoregbe,1832,it ITA,MF,it Serie A,20,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bob Murphy OmoregbeMilan
Milan,Yunus Musah,1833,us USA,"MF,FW",it Serie A,21,2002,17.5,0,22,5,22.7,1.26,0.29,0.00,0.00,19.5,0,0,0,1.9,1.9,0.09,-1.9,-1.9,Yunus MusahMilan
Bayern Munich,Jamal Musiala,1834,de GER,MF,de Bundesliga,21,2003,20.0,12,68,31,45.6,3.40,1.55,0.18,0.39,15.1,0,0,0,9.3,9.3,0.14,+2.7,+2.7,Jamal MusialaBayern Munich
Freiburg,Florent Muslija,1835,xk KVX,"FW,MF",de Bundesliga,26,1998,1.9,0,3,2,66.7,1.61,1.07,0.00,0.00,20.9,1,0,0,0.3,0.3,0.09,-0.3,-0.3,Florent MuslijaFreiburg
Monaco,Almoatasem Al Musrati,1836,ly LBY,MF,fr Ligue 1,28,1996,4.3,1,11,3,27.3,2.56,0.70,0.09,0.33,18.4,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Almoatasem Al MusratiMonaco
Atalanta,Juan Musso,1837,ar ARG,GK,it Serie A,30,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Juan MussoAtalanta
Atletico Madrid,Juan Musso,1838,ar ARG,GK,es La Liga,30,1994,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Juan MussoAtletico Madrid
Cagliari,Kingstone Mutandwa,1839,zm ZAM,"FW,MF",it Serie A,21,2003,1.4,0,4,0,0.0,2.83,0.00,0.00,,17.8,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Kingstone MutandwaCagliari
Le Havre,Junior Mwanga,1840,fr FRA,MF,fr Ligue 1,21,2003,10.6,1,16,3,18.8,1.51,0.28,0.06,0.33,19.5,2,0,0,1.3,1.3,0.08,-0.3,-0.3,Junior MwangaLe Havre
Strasbourg,Junior Mwanga,1841,fr FRA,MF,fr Ligue 1,21,2003,3.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Junior MwangaStrasbourg
Mainz 05,Phillipp Mwene,1842,at AUT,DF,de Bundesliga,30,1994,29.0,1,21,4,19.0,0.72,0.14,0.05,0.25,16.4,0,0,0,1.5,1.5,0.07,-0.5,-0.5,Phillipp MweneMainz 05
Everton,Vitaliy Mykolenko,1843,ua UKR,DF,eng Premier League,25,1999,34.2,1,14,1,7.1,0.41,0.03,0.07,1.00,20.6,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Vitaliy MykolenkoEverton
Wolfsburg,Joakim Maehle,1844,dk DEN,DF,de Bundesliga,27,1997,24.3,3,18,7,38.9,0.74,0.29,0.17,0.43,17.6,0,0,0,2.0,2.0,0.11,+1.0,+1.0,Joakim MaehleWolfsburg
Roma,Obite N'Dicka,1845,ci CIV,DF,it Serie A,24,1999,38.0,0,18,5,27.8,0.47,0.13,0.00,0.00,11.2,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Obite N'DickaRoma
Lecce,Konan N'dri,1846,ci CIV,"FW,MF",it Serie A,23,2000,3.4,0,9,2,22.2,2.65,0.59,0.00,0.00,19.2,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Konan N'driLecce
Auxerre,Loic N'Gatta,1847,fr FRA,DF,fr Ligue 1,20,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Loic N'GattaAuxerre
Gladbach,Nathan N'Goumou,1848,cm CMR,FW,de Bundesliga,24,2000,9.2,2,24,13,54.2,2.61,1.41,0.08,0.15,15.4,0,0,0,1.9,1.9,0.08,+0.1,+0.1,Nathan N'GoumouGladbach
Saint-Etienne,Djylian N'Guessan,1849,fr FRA,FW,fr Ligue 1,15,2008,2.0,0,3,0,0.0,1.49,0.00,0.00,,11.5,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Djylian N'GuessanSaint-Etienne
Hoffenheim,Stanley N'Soki,1850,fr FRA,DF,de Bundesliga,25,1999,14.5,0,3,1,33.3,0.21,0.07,0.00,0.00,18.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Stanley N'SokiHoffenheim
Saint-Etienne,Mickael Nade,1851,fr FRA,DF,fr Ligue 1,25,1999,25.6,1,5,2,40.0,0.20,0.08,0.20,0.50,13.5,0,0,0,0.7,0.7,0.14,+0.3,+0.3,Mickael NadeSaint-Etienne
Marseille,Bilal Nadir,1852,ma MAR,MF,fr Ligue 1,20,2003,4.3,1,8,3,37.5,1.88,0.70,0.13,0.33,18.4,1,0,0,0.6,0.6,0.07,+0.4,+0.4,Bilal NadirMarseille
Rennes,Mahamadou Nagida,1853,cm CMR,DF,fr Ligue 1,19,2005,4.8,2,6,3,50.0,1.26,0.63,0.33,0.67,16.6,1,0,0,1.5,1.5,0.25,+0.5,+0.5,Mahamadou NagidaRennes
Reims,Keito Nakamura,1854,jp JPN,"FW,MF",fr Ligue 1,24,2000,29.4,11,84,32,38.1,2.85,1.09,0.13,0.34,16.8,1,0,0,9.1,9.1,0.11,+1.9,+1.9,Keito NakamuraReims
Strasbourg,Sebastian Nanasi,1855,se SWE,"MF,FW",fr Ligue 1,22,2002,23.4,6,28,12,42.9,1.20,0.51,0.21,0.50,12.4,1,0,0,6.5,6.5,0.23,-0.5,-0.5,Sebastian NanasiStrasbourg
Nice,Yael Nandjou,1856,fr FRA,DF,fr Ligue 1,19,2005,1.7,0,1,0,0.0,0.58,0.00,0.00,,7.5,0,0,0,0.2,0.2,0.22,-0.2,-0.2,Yael NandjouNice
Stuttgart,Nikolas Nartey,1857,dk DEN,MF,de Bundesliga,24,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Nikolas NarteyStuttgart
Leganes,Matija Nastasic,1858,rs SRB,DF,es La Liga,31,1993,23.4,1,2,1,50.0,0.09,0.04,0.50,1.00,11.7,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matija NastasicLeganes
Betis,Natan,1859,br BRA,DF,es La Liga,23,2001,24.2,1,9,4,44.4,0.37,0.17,0.11,0.25,13.9,0,0,0,0.3,0.3,0.04,+0.7,+0.7,NatanBetis
Villarreal,Pau Navarro,1860,es ESP,DF,es La Liga,19,2005,10.2,0,1,0,0.0,0.10,0.00,0.00,,30.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Pau NavarroVillarreal
Mallorca,Roberto Navarro,1861,es ESP,"MF,FW",es La Liga,22,2002,14.2,1,18,6,33.3,1.27,0.42,0.06,0.17,16.2,0,0,0,2.0,2.0,0.11,-1.0,-1.0,Roberto NavarroMallorca
Sevilla,Jesus Navas,1862,es ESP,"FW,MF",es La Liga,38,1985,4.7,1,3,2,66.7,0.64,0.42,0.33,0.50,14.9,0,0,0,0.5,0.5,0.18,+0.5,+0.5,Jesus NavasSevilla
Cagliari,Michel Ndary Adopo,1863,fr FRA,MF,it Serie A,24,2000,26.8,1,20,4,20.0,0.75,0.15,0.05,0.25,15.2,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Michel Ndary AdopoCagliari
Nice,Youssouf Ndayishimiye,1864,bi BDI,DF,fr Ligue 1,25,1998,21.5,3,11,4,36.4,0.51,0.19,0.27,0.75,15.0,0,0,0,0.9,0.9,0.08,+2.1,+2.1,Youssouf NdayishimiyeNice
Everton,Iliman Ndiaye,1865,sn SEN,FW,eng Premier League,24,2000,27.0,9,35,15,42.9,1.30,0.56,0.20,0.47,17.1,0,2,2,6.2,4.7,0.13,+2.8,+2.3,Iliman NdiayeEverton
Montpellier,Junior Ndiaye,1866,fr FRA,FW,fr Ligue 1,19,2005,4.9,0,5,2,40.0,1.02,0.41,0.00,0.00,16.2,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Junior NdiayeMontpellier
Le Havre,Rassoul Ndiaye,1867,sn SEN,MF,fr Ligue 1,22,2001,11.8,1,18,5,27.8,1.53,0.42,0.06,0.20,18.1,0,0,0,1.7,1.7,0.10,-0.7,-0.7,Rassoul NdiayeLe Havre
Leicester City,Wilfred Ndidi,1868,ng NGA,MF,eng Premier League,27,1996,25.8,0,22,8,36.4,0.85,0.31,0.00,0.00,13.9,0,0,0,2.0,2.0,0.09,-2.0,-2.0,Wilfred NdidiLeicester City
Montpellier,Wilfried Ndollo,1869,cm CMR,DF,fr Ligue 1,19,2005,4.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Wilfried NdolloMontpellier
Nice,Tanguy Ndombele,1870,fr FRA,MF,fr Ligue 1,27,1996,12.6,1,11,2,18.2,0.88,0.16,0.09,0.50,13.8,0,0,0,2.4,2.4,0.21,-1.4,-1.4,Tanguy NdombeleNice
Fiorentina,Cher Ndour,1871,it ITA,"MF,DF",it Serie A,20,2004,4.5,0,4,0,0.0,0.89,0.00,0.00,,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Cher NdourFiorentina
Bologna,Dan Ndoye,1872,ch SUI,FW,it Serie A,23,2000,23.8,8,50,17,34.0,2.10,0.71,0.12,0.35,17.5,0,2,2,7.0,5.4,0.11,+1.0,+0.6,Dan NdoyeBologna
Mainz 05,Paul Nebel,1873,de GER,MF,de Bundesliga,21,2002,26.1,10,44,18,40.9,1.69,0.69,0.23,0.56,17.1,0,0,0,5.8,5.8,0.13,+4.2,+4.2,Paul NebelMainz 05
Aston Villa,Kosta Nedeljkovic,1874,rs SRB,DF,eng Premier League,18,2005,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Kosta NedeljkovicAston Villa
RB Leipzig,Kosta Nedeljkovic,1875,rs SRB,DF,de Bundesliga,18,2005,5.3,0,4,0,0.0,0.75,0.00,0.00,,16.1,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Kosta NedeljkovicRB Leipzig
Le Havre,Loic Nego,1876,hu HUN,"DF,FW",fr Ligue 1,33,1991,27.3,0,11,2,18.2,0.40,0.07,0.00,0.00,17.1,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Loic NegoLe Havre
Holstein Kiel,Ivan Nekic,1877,hr CRO,DF,de Bundesliga,23,2000,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Ivan NekicHolstein Kiel
Arsenal,Reiss Nelson,1878,eng ENG,FW,eng Premier League,24,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Reiss NelsonArsenal
Fulham,Reiss Nelson,1879,eng ENG,FW,eng Premier League,24,1999,5.4,1,12,6,50.0,2.22,1.11,0.08,0.17,15.4,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Reiss NelsonFulham
Roma,Victor Nelsson,1880,dk DEN,DF,it Serie A,25,1998,2.1,0,1,0,0.0,0.48,0.00,0.00,,14.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Victor NelssonRoma
St. Pauli,David Nemeth,1881,at AUT,DF,de Bundesliga,23,2001,23.7,0,5,1,20.0,0.21,0.04,0.00,0.00,18.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,David NemethSt. Pauli
Napoli,David Neres,1882,br BRA,FW,it Serie A,27,1997,14.3,2,29,7,24.1,2.03,0.49,0.07,0.29,18.1,0,0,0,2.7,2.7,0.09,-0.7,-0.7,David NeresNapoli
Bournemouth,Neto,1883,br BRA,GK,eng Premier League,35,1989,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,NetoBournemouth
Chelsea,Pedro Neto,1884,pt POR,FW,eng Premier League,24,2000,25.2,4,59,17,28.8,2.34,0.67,0.07,0.24,18.2,0,0,0,3.5,3.5,0.06,+0.5,+0.5,Pedro NetoChelsea
Gladbach,Luca Netz,1885,de GER,DF,de Bundesliga,21,2003,10.8,0,3,0,0.0,0.28,0.00,0.00,,15.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Luca NetzGladbach
Bayern Munich,Manuel Neuer,1886,de GER,GK,de Bundesliga,38,1986,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Manuel NeuerBayern Munich
Gladbach,Florian Neuhaus,1887,de GER,MF,de Bundesliga,27,1997,4.2,0,9,3,33.3,2.12,0.71,0.00,0.00,20.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Florian NeuhausGladbach
Paris S-G,Joao Neves,1888,pt POR,"MF,DF",fr Ligue 1,19,2004,20.5,3,28,11,39.3,1.37,0.54,0.11,0.27,13.7,0,0,0,3.0,3.0,0.11,0.0,0.0,Joao NevesParis S-G
Leganes,Yvan Neyou,1889,cm CMR,MF,es La Liga,27,1997,25.7,1,16,3,18.8,0.62,0.12,0.06,0.33,25.8,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Yvan NeyouLeganes
Napoli,Cyril Ngonge,1890,be BEL,FW,it Serie A,24,2000,2.4,0,13,6,46.2,5.42,2.50,0.00,0.00,20.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Cyril NgongeNapoli
Rennes,Mikayil Ngor Faye,1891,sn SEN,DF,fr Ligue 1,20,2004,7.6,0,6,3,50.0,0.78,0.39,0.00,0.00,16.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Mikayil Ngor FayeRennes
Le Havre,Steve Ngoura,1892,fr FRA,FW,fr Ligue 1,19,2005,3.2,0,10,2,20.0,3.11,0.62,0.00,0.00,11.9,0,0,0,1.3,1.3,0.13,-1.3,-1.3,Steve NgouraLe Havre
Nice,Bernard Nguene,1893,cm CMR,FW,fr Ligue 1,17,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bernard NgueneNice
Lyon,Moussa Niakhate,1894,sn SEN,DF,fr Ligue 1,28,1996,30.3,0,2,1,50.0,0.07,0.03,0.00,0.00,7.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Moussa NiakhateLyon
Brest,Abdoulaye Niakhate Ndiaye,1895,sn SEN,DF,fr Ligue 1,22,2002,19.0,1,11,2,18.2,0.58,0.11,0.09,0.50,9.1,0,0,0,1.0,1.0,0.09,0.0,0.0,Abdoulaye Niakhate NdiayeBrest
Angers,Ibrahima Niane,1896,sn SEN,FW,fr Ligue 1,25,1999,10.5,3,29,10,34.5,2.77,0.95,0.07,0.20,14.6,0,1,1,5.7,4.9,0.17,-2.7,-2.9,Ibrahima NianeAngers
Sevilla,Tanguy Nianzou,1897,fr FRA,DF,es La Liga,22,2002,5.8,0,2,0,0.0,0.35,0.00,0.00,,8.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Tanguy NianzouSevilla
Toulouse,Rasmus Nicolaisen,1898,dk DEN,DF,fr Ligue 1,27,1997,6.9,0,5,0,0.0,0.72,0.00,0.00,,8.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Rasmus NicolaisenToulouse
Gladbach,Moritz Nicolas,1899,de GER,GK,de Bundesliga,26,1997,18.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Moritz NicolasGladbach
Venezia,Hans Nicolussi Caviglia,1900,it ITA,MF,it Serie A,24,2000,31.8,4,53,20,37.7,1.67,0.63,0.08,0.20,27.0,19,0,0,2.4,2.4,0.04,+1.6,+1.6,Hans Nicolussi CavigliaVenezia
Heidenheim,Julian Niehues,1901,de GER,MF,de Bundesliga,23,2001,1.7,0,2,1,50.0,1.17,0.58,0.00,0.00,13.4,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Julian NiehuesHeidenheim
Lazio,Oliver Nielsen,1902,dk DEN,DF,it Serie A,21,2003,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Oliver NielsenLazio
Sevilla,Saul Niguez,1903,es ESP,MF,es La Liga,29,1994,17.3,1,42,9,21.4,2.43,0.52,0.02,0.11,19.2,2,0,0,2.8,2.8,0.07,-1.8,-1.8,Saul NiguezSevilla
Torino,Eybi Nije,1904,se SWE,"FW,MF",it Serie A,19,2005,4.4,1,9,5,55.6,2.06,1.14,0.11,0.20,18.9,0,0,0,1.5,1.5,0.17,-0.5,-0.5,Eybi NijeTorino
Valladolid,Tamas Nikitscher,1905,hu HUN,"MF,DF",es La Liga,24,1999,9.5,0,2,1,50.0,0.21,0.10,0.00,0.00,20.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Tamas NikitscherValladolid
Atletico Madrid,Adrian Nino,1906,es ESP,FW,es La Liga,20,2004,0.1,0,2,0,0.0,15.00,0.00,0.00,,13.9,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Adrian NinoAtletico Madrid
Werder Bremen,Justin Njinmah,1907,de GER,"FW,MF",de Bundesliga,23,2000,10.6,3,31,8,25.8,2.93,0.76,0.10,0.38,14.6,0,0,0,3.7,3.7,0.12,-0.7,-0.7,Justin NjinmahWerder Bremen
Crystal Palace,Eddie Nketiah,1908,eng ENG,"FW,MF",eng Premier League,25,1999,11.5,3,43,16,37.2,3.74,1.39,0.07,0.19,13.8,0,0,0,5.7,5.7,0.13,-2.7,-2.7,Eddie NketiahCrystal Palace
Eint Frankfurt,Niels Nkounkou,1909,fr FRA,"DF,MF",de Bundesliga,23,2000,4.2,0,4,0,0.0,0.94,0.00,0.00,,22.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Niels NkounkouEint Frankfurt
Chelsea,Christopher Nkunku,1910,fr FRA,FW,eng Premier League,26,1997,10.2,3,25,11,44.0,2.44,1.07,0.12,0.27,12.6,0,0,0,4.8,4.8,0.19,-1.8,-1.8,Christopher NkunkuChelsea
Dortmund,Felix Nmecha,1911,de GER,MF,de Bundesliga,23,2000,16.8,4,18,6,33.3,1.07,0.36,0.22,0.67,20.5,0,0,0,1.3,1.3,0.07,+2.7,+2.7,Felix NmechaDortmund
Wolfsburg,Lukas Nmecha,1912,de GER,"FW,MF",de Bundesliga,25,1998,5.2,3,20,9,45.0,3.85,1.73,0.15,0.33,14.2,0,0,0,4.5,4.5,0.23,-1.5,-1.5,Lukas NmechaWolfsburg
Montpellier,Arnaud Nordin,1913,fr FRA,FW,fr Ligue 1,26,1998,13.0,4,26,11,42.3,2.01,0.85,0.12,0.27,18.2,0,1,2,4.1,2.5,0.10,-0.1,+0.5,Arnaud NordinMontpellier
Mainz 05,Arnaud Nordin,1914,fr FRA,"DF,MF",de Bundesliga,26,1998,0.9,0,1,0,0.0,1.13,0.00,0.00,,25.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Arnaud NordinMainz 05
Genoa,Brooke Norton-Cuffy,1915,eng ENG,"DF,FW",it Serie A,20,2004,8.0,0,5,2,40.0,0.63,0.25,0.00,0.00,21.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Brooke Norton-CuffyGenoa
Lazio,Tijjani Noslin,1916,nl NED,"FW,MF",it Serie A,25,1999,9.6,2,19,6,31.6,1.99,0.63,0.11,0.33,12.6,0,0,0,2.0,2.0,0.11,0.0,0.0,Tijjani NoslinLazio
Alaves,Hugo Novoa,1917,es ESP,"DF,MF",es La Liga,21,2003,2.6,0,1,0,0.0,0.38,0.00,0.00,,9.7,0,0,0,0.5,0.5,0.49,-0.5,-0.5,Hugo NovoaAlaves
Nantes,Plamedi Nsingi,1918,,MF,fr Ligue 1,23,2000,0.2,0,1,1,100.0,5.63,5.63,0.00,0.00,10.9,0,0,0,0.2,0.2,0.23,-0.2,-0.2,Plamedi NsingiNantes
Rayo Vallecano,Randy Nteka,1919,ao ANG,FW,es La Liga,26,1997,12.5,3,16,8,50.0,1.28,0.64,0.19,0.38,13.6,0,0,0,2.6,2.6,0.16,+0.4,+0.4,Randy NtekaRayo Vallecano
Lyon,Ernest Nuamah,1920,gh GHA,"FW,MF",fr Ligue 1,20,2003,11.7,3,28,13,46.4,2.40,1.11,0.11,0.23,17.3,0,0,0,2.2,2.2,0.08,+0.8,+0.8,Ernest NuamahLyon
Stuttgart,Alexander Nubel,1921,de GER,GK,de Bundesliga,27,1996,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Alexander NubelStuttgart
Brentford,Gustavo Nunes,1922,br BRA,"FW,MF",eng Premier League,18,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Gustavo NunesBrentford
Manchester City,Matheus Nunes,1923,pt POR,"DF,MF",eng Premier League,25,1998,18.6,1,9,4,44.4,0.48,0.22,0.11,0.25,19.0,0,0,0,1.2,1.2,0.14,-0.2,-0.2,Matheus NunesManchester City
Liverpool,Darwin Nunez,1924,uy URU,FW,eng Premier League,25,1999,12.6,5,34,13,38.2,2.70,1.03,0.15,0.38,14.3,0,0,0,5.8,5.8,0.17,-0.8,-0.8,Darwin NunezLiverpool
