Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,PlSqu
Brentford,Sepp van den Berg,700,nl NED,DF,eng Premier League,22,2001,28.7,3,0,0,23,5,1,7,21,24,1,0,0,97,94,77,55.0,Sepp van den BergBrentford
Lyon,Remy Descamps,701,fr FRA,GK,fr Ligue 1,28,1996,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Remy DescampsLyon
Le Havre,Arthur Desmas,702,fr FRA,GK,fr Ligue 1,30,1994,18.0,2,0,0,1,6,0,0,0,0,0,1,0,12,2,0,100.0,Arthur DesmasLe Havre
Crystal Palace,Justin Devenny,703,nir NIR,MF,eng Premier League,20,2003,5.6,1,0,0,8,0,1,17,0,12,0,0,0,27,2,13,13.3,Justin DevennyCrystal Palace
Chelsea,Kiernan Dewsbury-Hall,704,eng ENG,"MF,FW",eng Premier League,25,1998,2.9,0,0,0,4,6,0,2,2,5,0,0,0,9,0,1,0.0,Kiernan Dewsbury-HallChelsea
Juventus,Michele Di Gregorio,705,it ITA,GK,it Serie A,27,1997,33.0,0,0,0,0,7,0,0,1,0,0,0,0,36,7,1,87.5,Michele Di GregorioJuventus
Napoli,Giovanni Di Lorenzo,706,it ITA,DF,it Serie A,30,1993,37.0,6,0,0,46,51,5,63,31,44,0,0,0,94,45,46,49.5,Giovanni Di LorenzoNapoli
Lazio,Boulaye Dia,707,sn SEN,"MF,FW",it Serie A,27,1996,24.2,2,0,0,23,24,4,2,6,10,1,0,0,55,21,56,27.3,Boulaye DiaLazio
Valencia,Mouctar Diakhaby,708,gn GUI,DF,es La Liga,27,1996,7.3,0,0,0,2,4,0,1,11,3,0,0,0,23,18,5,78.3,Mouctar DiakhabyValencia
Reims,Mamadou Diakhon,709,fr FRA,"FW,MF",fr Ligue 1,18,2005,9.5,2,0,0,5,22,0,33,4,8,1,0,0,38,1,13,7.1,Mamadou DiakhonReims
Lille,Bafode Diakite,710,fr FRA,DF,fr Ligue 1,23,2001,30.7,8,1,1,44,17,1,4,27,18,0,1,0,139,61,23,72.6,Bafode DiakiteLille
Reims,Oumar Diakite,711,ci CIV,FW,fr Ligue 1,20,2003,18.1,6,0,0,27,25,11,7,3,13,0,0,0,59,25,59,29.8,Oumar DiakiteReims
Manchester Utd,Amad Diallo,712,ci CIV,"MF,FW",eng Premier League,22,2002,21.1,5,0,0,21,28,9,42,11,31,2,0,0,109,10,15,40.0,Amad DialloManchester Utd
Como,Assane Diao,713,sn SEN,"FW,MF",it Serie A,18,2005,13.9,2,0,0,20,49,6,12,3,14,0,0,0,41,16,34,32.0,Assane DiaoComo
Betis,Assane Diao,714,sn SEN,FW,es La Liga,18,2005,3.1,0,0,0,4,4,2,4,0,3,0,0,0,12,8,6,57.1,Assane DiaoBetis
Strasbourg,Habib Diarra,715,sn SEN,"MF,FW",fr Ligue 1,20,2004,26.1,6,0,0,26,52,1,54,13,13,1,0,0,90,12,16,42.9,Habib DiarraStrasbourg
Alaves,Moussa Diarra,716,ml MLI,DF,es La Liga,23,2000,20.7,6,0,0,28,24,1,23,21,24,1,1,0,76,31,29,51.7,Moussa DiarraAlaves
Manchester City,Ruben Dias,717,pt POR,DF,eng Premier League,27,1997,25.2,4,0,0,12,8,0,3,20,11,0,1,1,78,37,34,52.1,Ruben DiasManchester City
Monaco,Krepin Diatta,718,sn SEN,"DF,FW",fr Ligue 1,25,1999,5.6,3,0,0,14,7,2,15,9,12,0,0,0,36,15,9,62.5,Krepin DiattaMonaco
Le Havre,Kandet Diawara,719,gn GUI,FW,fr Ligue 1,24,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Kandet DiawaraLe Havre
Le Havre,Mahamadou Diawara,720,fr FRA,MF,fr Ligue 1,19,2005,6.5,0,0,0,15,7,0,5,13,12,0,0,0,40,2,7,22.2,Mahamadou DiawaraLe Havre
Lyon,Mahamadou Diawara,721,fr FRA,MF,fr Ligue 1,19,2005,0.2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,,Mahamadou DiawaraLyon
Real Madrid,Brahim Diaz,722,ma MAR,"FW,MF",es La Liga,24,1999,15.4,0,0,0,14,34,1,8,4,19,0,0,0,54,3,14,17.6,Brahim DiazReal Madrid
Real Sociedad,Daniel Diaz,723,es ESP,MF,es La Liga,18,2006,0.1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,100.0,Daniel DiazReal Sociedad
Liverpool,Luis Diaz,724,co COL,FW,eng Premier League,27,1997,26.7,2,0,0,48,31,10,32,7,26,2,0,0,105,13,38,25.5,Luis DiazLiverpool
Rayo Vallecano,Pedro Diaz,725,es ESP,MF,es La Liga,26,1998,13.5,2,0,0,7,6,0,42,7,15,0,0,0,80,5,8,38.5,Pedro DiazRayo Vallecano
Southampton,Tyler Dibling,726,eng ENG,"FW,MF",eng Premier League,18,2006,20.8,6,0,0,30,50,2,28,8,20,2,0,0,80,10,25,28.6,Tyler DiblingSouthampton
Leganes,Diego,727,es ESP,FW,es La Liga,24,2000,13.3,2,0,0,22,23,7,5,2,1,1,0,0,25,43,83,34.1,DiegoLeganes
Stuttgart,Justin Diehl,728,de GER,"FW,DF",de Bundesliga,19,2004,1.2,0,0,0,2,0,0,10,0,0,0,0,0,8,0,1,0.0,Justin DiehlStuttgart
Angers,Bamba Dieng,729,sn SEN,FW,fr Ligue 1,24,2000,5.9,1,0,0,9,13,4,5,0,1,1,0,0,5,9,24,27.3,Bamba DiengAngers
Bayern Munich,Eric Dier,730,eng ENG,DF,de Bundesliga,30,1994,16.3,1,0,0,16,4,1,2,20,11,0,0,0,80,52,43,54.7,Eric DierBayern Munich
Aston Villa,Lucas Digne,731,fr FRA,DF,eng Premier League,31,1993,26.1,4,0,0,21,16,7,140,25,38,0,0,0,104,37,28,56.9,Lucas DigneAston Villa
Lens,Kembo Diliwidi,732,fr FRA,DF,fr Ligue 1,18,2006,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Kembo DiliwidiLens
Inter,Federico Dimarco,733,it ITA,"DF,FW",it Serie A,26,1997,24.2,3,0,0,19,11,8,190,14,14,0,0,0,76,7,13,35.0,Federico DimarcoInter
Valencia,Stole Dimitrievski,734,mk MKD,GK,es La Liga,30,1993,4.0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,Stole DimitrievskiValencia
Eint Frankfurt,Junior Dina Ebimbe,735,fr FRA,"MF,FW",de Bundesliga,23,2000,3.3,0,0,0,10,4,1,8,7,2,0,1,0,11,8,4,66.7,Junior Dina EbimbeEint Frankfurt
Freiburg,Eren Dinkci,736,de GER,"MF,FW",de Bundesliga,22,2001,13.3,1,0,0,9,6,1,15,7,13,1,0,0,55,6,14,30.0,Eren DinkciFreiburg
Auxerre,Sinaly Diomande,737,ci CIV,DF,fr Ligue 1,23,2001,21.6,6,0,0,24,19,0,1,30,19,0,1,1,86,28,22,56.0,Sinaly DiomandeAuxerre
Leganes,Yan Diomande,738,ci CIV,"MF,FW",es La Liga,17,2006,6.1,1,0,0,8,16,2,12,8,9,0,0,0,41,3,12,20.0,Yan DiomandeLeganes
Angers,Lois Diony,739,fr FRA,FW,fr Ligue 1,31,1992,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Lois DionyAngers
Fulham,Issa Diop,740,fr FRA,DF,eng Premier League,27,1997,14.9,2,0,0,10,4,0,1,9,12,0,0,1,45,20,12,62.5,Issa DiopFulham
Brest,Serigne Diop,741,sn SEN,FW,fr Ligue 1,19,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Serigne DiopBrest
Nice,Sofiane Diop,742,fr FRA,"MF,FW",fr Ligue 1,24,2000,11.8,3,0,0,17,19,3,33,17,16,0,0,0,73,3,8,27.3,Sofiane DiopNice
Lens,Andy Diouf,743,fr FRA,MF,fr Ligue 1,21,2003,24.7,2,0,0,43,21,2,30,15,26,0,1,0,154,18,31,36.7,Andy DioufLens
Reims,Yehvann Diouf,744,sn SEN,GK,fr Ligue 1,24,1999,34.0,1,0,0,0,3,0,0,1,1,0,0,0,45,6,0,100.0,Yehvann DioufReims
Auxerre,Assane Diousse,745,sn SEN,MF,fr Ligue 1,26,1997,7.4,1,0,0,18,11,0,1,12,7,0,0,0,41,1,3,25.0,Assane DiousseAuxerre
Aston Villa,Axel Disasi,746,fr FRA,DF,eng Premier League,26,1998,5.4,2,0,0,3,2,2,1,5,5,0,0,0,15,8,6,57.1,Axel DisasiAston Villa
Chelsea,Axel Disasi,747,fr FRA,DF,eng Premier League,26,1998,4.0,1,0,0,2,0,0,0,2,4,0,0,0,15,5,2,71.4,Axel DisasiChelsea
Everton,Roman Dixon,748,eng ENG,DF,eng Premier League,19,2004,1.0,0,0,0,0,0,0,0,1,5,0,0,0,6,0,3,0.0,Roman DixonEverton
Athletic Club,Alvaro djalo,749,es ESP,FW,es La Liga,24,1999,7.3,2,0,0,19,14,5,14,1,5,0,0,0,28,10,19,34.5,Alvaro djaloAthletic Club
Getafe,Djene,750,tg TOG,"DF,MF",es La Liga,32,1991,28.3,10,1,0,40,26,1,32,21,13,0,0,0,102,43,30,58.9,DjeneGetafe
Wolves,Nasser Djiga,751,bf BFA,DF,eng Premier League,21,2002,0.7,0,0,0,0,1,0,0,2,0,0,0,0,2,1,1,50.0,Nasser DjigaWolves
Atalanta,Berat Djimsiti,752,al ALB,DF,it Serie A,31,1993,29.3,6,0,0,23,21,0,11,40,33,0,1,1,102,90,58,60.8,Berat DjimsitiAtalanta
Leganes,Marko Dmitrovic,753,rs SRB,GK,es La Liga,32,1992,32.0,0,0,0,1,6,0,0,0,1,0,1,0,37,13,0,100.0,Marko DmitrovicLeganes
Freiburg,Ritsu Doan,754,jp JPN,"FW,MF",de Bundesliga,26,1998,31.8,2,0,0,27,56,8,80,14,42,1,1,0,133,16,36,30.8,Ritsu DoanFreiburg
Fiorentina,Dodo,755,br BRA,DF,it Serie A,25,1998,34.6,8,0,0,24,61,3,144,35,30,2,0,0,183,12,16,42.9,DodoFiorentina
Union Berlin,Danilho Doekhi,756,nl NED,DF,de Bundesliga,26,1998,34.0,4,0,0,36,14,2,10,44,24,0,1,0,97,93,75,55.4,Danilho DoekhiUnion Berlin
Wolves,Matt Doherty,757,ie IRL,DF,eng Premier League,32,1992,23.4,6,0,0,18,11,2,22,22,21,0,0,1,106,56,21,72.7,Matt DohertyWolves
Manchester City,Jeremy Doku,758,be BEL,"FW,MF",eng Premier League,22,2002,16.8,1,0,0,10,33,5,59,4,22,0,0,0,63,0,12,0.0,Jeremy DokuManchester City
Mallorca,Marc Domenech,759,es ESP,"FW,MF",es La Liga,18,2006,3.4,0,0,0,5,1,0,4,0,4,0,0,0,8,8,7,53.3,Marc DomenechMallorca
Toulouse,Alex Dominguez,760,es ESP,GK,fr Ligue 1,26,1998,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Alex DominguezToulouse
Bologna,Benjamin Dominguez,761,ar ARG,FW,it Serie A,20,2003,14.2,0,0,0,10,31,4,11,4,7,0,0,0,62,2,21,8.7,Benjamin DominguezBologna
Celta Vigo,Carlos Dominguez,762,es ESP,DF,es La Liga,23,2001,13.1,1,0,0,8,10,0,0,13,11,0,0,1,45,28,15,65.1,Carlos DominguezCelta Vigo
Sevilla,Israel Dominguez,763,es ESP,FW,es La Liga,21,2003,0.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,Israel DominguezSevilla
Nott'ham Forest,Nicolas Dominguez,764,ar ARG,"MF,FW",eng Premier League,26,1998,21.8,9,0,0,33,18,1,7,29,45,0,0,0,114,27,23,54.0,Nicolas DominguezNott'ham Forest
Barcelona,Sergi Dominguez,765,es ESP,DF,es La Liga,19,2005,1.9,1,0,0,2,0,0,0,3,1,0,1,0,8,1,3,25.0,Sergi DominguezBarcelona
Paris S-G,Gianluigi Donnarumma,766,it ITA,GK,fr Ligue 1,25,1999,23.2,2,0,0,0,3,0,0,0,1,0,0,0,40,4,0,100.0,Gianluigi DonnarummaParis S-G
Manchester Utd,Patrick Dorgu,767,dk DEN,DF,eng Premier League,19,2004,9.4,3,1,0,17,28,3,39,4,24,0,0,0,37,15,9,62.5,Patrick DorguManchester Utd
Lecce,Patrick Dorgu,768,dk DEN,"DF,FW",it Serie A,19,2004,20.4,2,1,0,24,55,4,40,18,27,1,0,1,99,31,21,59.6,Patrick DorguLecce
Tottenham,Alfie Dorrington,769,eng ENG,DF,eng Premier League,19,2005,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Alfie DorringtonTottenham
Augsburg,Niklas Dorsch,770,de GER,MF,de Bundesliga,26,1998,0.4,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,,Niklas DorschAugsburg
Heidenheim,Niklas Dorsch,771,de GER,MF,de Bundesliga,26,1998,14.8,5,1,0,15,20,0,37,17,16,0,0,0,74,7,9,43.8,Niklas DorschHeidenheim
Como,Alberto Dossena,772,it ITA,DF,it Serie A,25,1998,20.3,1,1,0,22,16,0,1,22,20,0,2,0,68,59,24,71.1,Alberto DossenaComo
Everton,Abdoulaye Doucoure,773,ml MLI,MF,eng Premier League,31,1993,28.5,5,1,1,49,5,10,23,10,28,0,0,0,150,30,44,40.5,Abdoulaye DoucoureEverton
Crystal Palace,Cheick Doucoure,774,ml MLI,MF,eng Premier League,24,2000,5.0,1,0,0,7,7,0,1,11,8,0,0,0,31,5,5,50.0,Cheick DoucoureCrystal Palace
Nantes,Sekou Doucoure,775,fr FRA,DF,fr Ligue 1,19,2005,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Sekou DoucoureNantes
Paris S-G,Desire Doue,776,fr FRA,"FW,MF",fr Ligue 1,19,2005,19.2,1,0,0,28,44,1,78,13,30,2,0,0,93,8,10,44.4,Desire DoueParis S-G
Strasbourg,Guela Doue,777,ci CIV,DF,fr Ligue 1,21,2002,30.2,7,0,0,41,19,0,46,34,45,0,1,0,162,58,37,61.1,Guela DoueStrasbourg
Nantes,Douglas,778,br BRA,MF,fr Ligue 1,27,1997,25.6,8,0,0,42,36,0,10,32,42,0,1,0,111,23,35,39.7,DouglasNantes
Strasbourg,Ismael Doukoure,779,fr FRA,"DF,MF",fr Ligue 1,21,2003,29.3,7,0,0,30,17,0,1,25,22,0,0,1,103,26,16,61.9,Ismael DoukoureStrasbourg
Venezia,Issa Doumbia,780,ci CIV,MF,it Serie A,20,2003,10.4,0,0,0,18,12,0,10,9,8,0,0,0,45,18,21,46.2,Issa DoumbiaVenezia
Brest,Kamory Doumbia,781,ml MLI,"MF,FW",fr Ligue 1,21,2003,14.7,1,0,0,17,22,1,48,28,29,0,0,0,87,10,22,31.3,Kamory DoumbiaBrest
Nice,Amidou Doumbouya,782,fr FRA,DF,fr Ligue 1,16,2007,0.5,0,0,0,0,0,0,2,1,1,0,0,0,6,0,0,,Amidou DoumbouyaNice
Como,Anastasios Douvikas,783,gr GRE,FW,it Serie A,24,1999,6.4,1,0,0,13,17,1,2,1,2,0,0,0,11,8,19,29.6,Anastasios DouvikasComo
Celta Vigo,Anastasios Douvikas,784,gr GRE,FW,es La Liga,24,1999,7.8,2,0,0,10,27,9,1,3,4,0,0,0,15,14,23,37.8,Anastasios DouvikasCelta Vigo
Roma,Artem Dovbyk,785,ua UKR,FW,it Serie A,27,1997,26.9,0,0,0,30,16,22,1,2,2,0,0,0,26,42,60,41.2,Artem DovbykRoma
Southampton,Flynn Downes,786,eng ENG,MF,eng Premier League,25,1999,23.9,12,0,0,50,39,0,4,32,25,0,0,0,83,17,17,50.0,Flynn DownesSouthampton
Wolves,Tommy Doyle,787,eng ENG,MF,eng Premier League,22,2001,5.4,1,0,0,5,5,0,15,5,6,0,0,0,43,1,6,14.3,Tommy DoyleWolves
Tottenham,Radu Dragusin,788,ro ROU,DF,eng Premier League,22,2002,13.9,1,0,0,6,10,0,1,15,6,0,0,0,48,33,22,60.0,Radu DragusinTottenham
Bochum,Patrick Drewes,789,de GER,GK,de Bundesliga,31,1993,21.0,2,0,0,1,3,0,0,0,0,0,1,0,36,3,0,100.0,Patrick DrewesBochum
Hoffenheim,Tim Drexler,790,de GER,DF,de Bundesliga,19,2005,4.0,2,0,0,8,2,0,1,1,7,0,0,0,10,2,12,14.3,Tim DrexlerHoffenheim
Getafe,Domingos Duarte,791,pt POR,DF,es La Liga,29,1995,20.7,4,2,1,24,13,0,0,18,15,0,2,0,63,28,18,60.9,Domingos DuarteGetafe
Newcastle Utd,Martin Dubravka,792,sk SVK,GK,eng Premier League,35,1989,10.0,0,0,0,0,1,0,0,0,0,0,0,0,18,4,0,100.0,Martin DubravkaNewcastle Utd
Werder Bremen,Marvin Ducksch,793,de GER,FW,de Bundesliga,30,1994,26.9,3,0,0,6,17,14,167,8,7,0,0,0,65,19,29,39.6,Marvin DuckschWerder Bremen
Hellas Verona,Ondrej Duda,794,sk SVK,MF,it Serie A,29,1994,26.6,12,1,1,51,57,0,89,31,27,0,0,0,188,14,15,48.3,Ondrej DudaHellas Verona
Leganes,Duk,795,cv CPV,"MF,FW",es La Liga,24,2000,2.0,1,0,0,5,13,0,8,1,4,0,0,0,11,2,5,28.6,DukLeganes
Inter,Denzel Dumfries,796,nl NED,"DF,FW",it Serie A,28,1996,21.7,4,0,0,54,18,6,57,6,18,2,0,0,65,57,18,76.0,Denzel DumfriesInter
Venezia,Alfred Duncan,797,gh GHA,MF,it Serie A,31,1993,10.6,2,0,0,22,11,0,17,8,8,0,0,0,52,10,8,55.6,Alfred DuncanVenezia
Brighton,Lewis Dunk,798,eng ENG,DF,eng Premier League,32,1991,23.1,5,0,0,7,11,2,5,13,10,0,0,1,104,51,31,62.2,Lewis DunkBrighton
Aston Villa,Jader Duran,799,co COL,FW,eng Premier League,20,2003,7.1,3,1,0,14,15,5,3,0,7,0,0,0,19,19,19,50.0,Jader DuranAston Villa
Celta Vigo,Pablo Duran,800,es ESP,"FW,MF",es La Liga,23,2001,15.5,3,0,0,32,18,7,18,8,9,0,0,0,46,13,32,28.9,Pablo DuranCelta Vigo
Dortmund,Julien Duranville,801,be BEL,"FW,MF",de Bundesliga,18,2006,3.1,3,0,0,10,7,2,13,0,0,1,0,0,5,0,1,0.0,Julien DuranvilleDortmund
Valencia,Hugo Duro,802,es ESP,FW,es La Liga,24,1999,24.1,5,0,0,38,50,7,7,10,8,2,1,1,46,59,101,36.9,Hugo DuroValencia
Nantes,Jean-Kevin Duverne,803,ht HAI,DF,fr Ligue 1,27,1997,6.0,2,0,0,14,6,0,9,8,12,0,0,0,20,9,3,75.0,Jean-Kevin DuverneNantes
Roma,Paulo Dybala,804,ar ARG,"FW,MF",it Serie A,30,1993,15.7,2,0,0,6,60,6,62,2,7,2,0,0,63,8,17,32.0,Paulo DybalaRoma
Montpellier,Stefan Dzodic,805,rs SRB,"DF,MF",fr Ligue 1,19,2005,2.7,2,1,0,4,2,0,0,5,5,0,0,0,10,2,6,25.0,Stefan DzodicMontpellier
St. Pauli,Adam Dzwigala,806,pl POL,"DF,MF",de Bundesliga,28,1995,4.1,2,1,0,5,3,0,3,4,10,0,0,0,13,13,4,76.5,Adam DzwigalaSt. Pauli
Toulouse,Aron Donnum,807,no NOR,"DF,MF",fr Ligue 1,26,1998,29.9,6,0,0,38,55,0,117,28,35,0,0,0,171,12,17,41.4,Aron DonnumToulouse
Udinese,Enzo Ebosse,808,cm CMR,DF,it Serie A,25,1999,1.0,1,0,0,1,0,0,0,1,0,0,0,0,5,1,0,100.0,Enzo EbosseUdinese
Empoli,Tyronne Ebuehi,809,ng NGA,"DF,MF",it Serie A,28,1995,0.8,0,0,0,0,2,0,2,2,2,0,0,0,6,3,2,60.0,Tyronne EbuehiEmpoli
Manchester City,Claudio Echeverri,810,ar ARG,FW,eng Premier League,18,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Claudio EcheverriManchester City
Manchester City,Ederson,811,br BRA,GK,eng Premier League,30,1993,25.8,4,0,0,1,0,0,0,1,0,0,1,0,42,4,1,80.0,EdersonManchester City
Atalanta,Ederson,812,br BRA,MF,it Serie A,25,1999,32.0,5,1,1,31,53,0,23,35,32,0,0,0,186,53,36,59.6,EdersonAtalanta
Toulouse,Noah Edjouma,813,fr FRA,"MF,FW",fr Ligue 1,18,2005,1.9,0,1,0,4,3,0,6,2,2,0,0,0,8,2,3,40.0,Noah EdjoumaToulouse
Ipswich Town,George Edmundson,814,eng ENG,DF,eng Premier League,26,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,George EdmundsonIpswich Town
Crystal Palace,Odsonne Edouard,815,fr FRA,"MF,FW",eng Premier League,26,1998,1.3,0,0,0,4,0,2,1,0,0,0,0,0,5,1,4,20.0,Odsonne EdouardCrystal Palace
Leicester City,Odsonne Edouard,816,fr FRA,FW,eng Premier League,26,1998,0.3,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,50.0,Odsonne EdouardLeicester City
Southampton,Samuel Edozie,817,eng ENG,"DF,FW",eng Premier League,21,2003,0.7,1,0,0,2,1,0,4,0,1,0,0,0,1,0,0,,Samuel EdozieSouthampton
Southampton,Ronnie Edwards,818,eng ENG,DF,eng Premier League,21,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Ronnie EdwardsSouthampton
St. Pauli,Johannes Eggestein,819,de GER,FW,de Bundesliga,26,1998,20.6,3,0,0,11,12,14,35,0,3,0,0,0,58,28,85,24.8,Johannes EggesteinSt. Pauli
Freiburg,Maximilian Eggestein,820,de GER,MF,de Bundesliga,27,1996,31.6,4,0,0,22,24,1,9,39,32,0,0,0,154,60,56,51.7,Maximilian EggesteinFreiburg
Udinese,Kingsley Ehizibue,821,nl NED,DF,it Serie A,29,1995,27.8,5,0,0,33,33,5,61,23,35,0,0,0,110,29,33,46.8,Kingsley EhizibueUdinese
Sevilla,Chidera Ejuke,822,ng NGA,FW,es La Liga,26,1998,10.7,0,0,0,6,16,4,22,5,13,0,0,0,63,4,9,30.8,Chidera EjukeSevilla
Genoa,Jeff Ekhator,823,it ITA,"FW,MF",it Serie A,17,2006,8.5,1,0,0,15,13,3,10,2,4,0,0,0,32,15,32,31.9,Jeff EkhatorGenoa
Eint Frankfurt,Hugo Ekitike,824,fr FRA,FW,de Bundesliga,22,2002,28.5,1,0,0,39,17,19,17,7,12,1,0,0,87,52,59,46.8,Hugo EkitikeEint Frankfurt
Udinese,Jurgen Ekkelenkamp,825,nl NED,MF,it Serie A,24,2000,21.0,2,0,0,29,14,2,12,12,25,0,0,0,82,18,13,58.1,Jurgen EkkelenkampUdinese
Angers,Jacques Ekomie,826,ga GAB,"DF,FW",fr Ligue 1,20,2003,7.7,1,0,0,11,21,1,23,4,14,0,0,0,33,11,13,45.8,Jacques EkomieAngers
Empoli,Emmanuel Ekong,827,se SWE,"MF,FW",it Serie A,22,2002,2.1,1,0,0,3,5,1,0,1,3,0,0,0,10,2,7,22.2,Emmanuel EkongEmpoli
Genoa,Caleb Ekuban,828,gh GHA,FW,it Serie A,30,1994,6.2,1,0,0,15,9,5,3,1,3,0,0,0,20,12,19,38.7,Caleb EkubanGenoa
Saint-Etienne,Pierre Ekwah Elimby,829,fr FRA,MF,fr Ligue 1,22,2002,28.6,3,0,0,42,38,0,5,47,33,0,0,0,154,30,13,69.8,Pierre Ekwah ElimbySaint-Etienne
Nott'ham Forest,Anthony Elanga,830,se SWE,"FW,MF",eng Premier League,22,2002,27.8,1,0,0,9,47,18,185,6,14,0,0,0,89,24,37,39.3,Anthony ElangaNott'ham Forest
Nantes,Meschak Elia,831,cd COD,FW,fr Ligue 1,26,1997,1.9,0,0,0,7,2,0,14,0,5,0,0,0,14,2,3,40.0,Meschak EliaNantes
Venezia,Mikael Ellertsson,832,is ISL,"DF,MF",it Serie A,22,2002,27.4,2,0,0,22,44,2,28,17,26,0,0,0,74,16,16,50.0,Mikael EllertssonVenezia
Liverpool,Harvey Elliott,833,eng ENG,MF,eng Premier League,21,2003,4.1,1,0,0,0,1,1,12,1,3,0,0,0,15,1,2,33.3,Harvey ElliottLiverpool
Torino,Elif Elmas,834,mk MKD,"FW,MF",it Serie A,24,1999,11.3,0,0,0,13,14,2,23,6,7,0,0,0,33,2,3,40.0,Elif ElmasTorino
RB Leipzig,Elif Elmas,835,mk MKD,MF,de Bundesliga,24,1999,0.5,1,0,0,2,0,1,0,0,1,0,0,0,3,0,1,0.0,Elif ElmasRB Leipzig
Real Sociedad,Aritz Elustondo,836,es ESP,DF,es La Liga,30,1994,16.2,2,1,0,25,18,1,4,11,11,0,0,0,53,29,25,53.7,Aritz ElustondoReal Sociedad
Gladbach,Nico Elvedi,837,ch SUI,DF,de Bundesliga,27,1996,23.7,1,0,0,9,14,1,1,30,23,0,0,1,89,46,44,51.1,Nico ElvediGladbach
Rayo Vallecano,Adri Embarba,838,es ESP,"FW,MF",es La Liga,32,1992,17.9,4,0,0,25,21,14,114,13,20,0,0,0,67,13,33,28.3,Adri EmbarbaRayo Vallecano
Monaco,Breel Embolo,839,ch SUI,"FW,MF",fr Ligue 1,27,1997,20.5,5,0,0,27,43,11,6,3,17,2,0,0,58,30,30,50.0,Breel EmboloMonaco
Strasbourg,Emanuel Emegha,840,nl NED,FW,fr Ligue 1,21,2003,25.5,5,0,0,36,37,27,0,1,6,0,0,0,60,26,39,40.0,Emanuel EmeghaStrasbourg
Milan,Emerson,841,br BRA,DF,it Serie A,25,1999,15.3,5,0,0,34,32,0,45,14,28,0,0,0,59,24,14,63.2,EmersonMilan
Brentford,Yunus Emre Konak,842,tr TUR,"FW,MF",eng Premier League,18,2006,0.5,0,0,0,3,1,0,0,0,4,0,0,0,2,5,9,35.7,Yunus Emre KonakBrentford
Ipswich Town,Julio Enciso,843,py PAR,"MF,FW",eng Premier League,20,2004,9.7,3,0,0,9,21,0,21,1,9,0,1,0,43,8,17,32.0,Julio EncisoIpswich Town
Brighton,Julio Enciso,844,py PAR,"MF,FW",eng Premier League,20,2004,3.3,0,0,0,3,7,0,20,0,0,0,0,0,15,6,5,54.5,Julio EncisoBrighton
Liverpool,Wataru Endo,845,jp JPN,"MF,DF",eng Premier League,31,1993,3.0,0,0,0,15,7,0,1,6,8,0,0,0,14,3,4,42.9,Wataru EndoLiverpool
Real Madrid,Endrick,846,br BRA,FW,es La Liga,18,2006,4.0,1,0,0,10,9,2,2,4,1,1,0,0,7,6,4,60.0,EndrickReal Madrid
Como,Yannik Engelhardt,847,de GER,"MF,DF",it Serie A,23,2001,12.9,4,0,0,21,20,1,1,11,12,0,0,0,62,11,9,55.0,Yannik EngelhardtComo
Augsburg,Arne Engels,848,be BEL,"MF,FW",de Bundesliga,20,2003,0.9,1,0,0,3,1,0,4,0,0,0,0,0,0,1,0,100.0,Arne EngelsAugsburg
Manchester Utd,Christian Eriksen,849,dk DEN,MF,eng Premier League,32,1992,11.8,4,0,0,8,3,0,85,7,9,0,0,0,62,2,6,25.0,Christian EriksenManchester Utd
Bologna,Martin Erlic,850,hr CRO,DF,it Serie A,26,1998,3.7,0,0,0,7,7,0,0,2,0,1,0,0,11,10,9,52.6,Martin ErlicBologna
Holstein Kiel,Patrick Erras,851,de GER,DF,de Bundesliga,29,1995,9.2,2,0,0,11,0,0,0,9,5,0,0,0,24,27,16,62.8,Patrick ErrasHolstein Kiel
Rayo Vallecano,Alfonso Espino,852,uy URU,DF,es La Liga,32,1992,9.3,4,0,0,18,15,0,24,12,24,0,1,0,55,14,11,56.0,Alfonso EspinoRayo Vallecano
