Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,PlSqu
Montpellier,Theo Chennahi,540,fr FRA,DF,fr Ligue 1,19,2005,2.0,66,53,13,2,0,0,2,11,0,0,0,0,57,0,0,Theo ChennahiMontpellier
Angers,Sidiki Cherif,541,fr FRA,FW,fr Ligue 1,17,2006,3.6,62,60,1,0,3,0,4,0,0,0,0,0,33,1,5,Sidiki CherifAngers
Lyon,Rayan Cherki,542,fr FRA,"FW,MF",fr Ligue 1,20,2003,22.7,1375,1200,163,31,22,15,118,29,98,26,55,0,1079,12,32,Rayan CherkiLyon
Everton,Youssef Chermiti,543,pt POR,"FW,MF",eng Premier League,20,2004,0.5,11,11,0,0,0,0,1,0,0,0,0,0,6,0,0,Youssef ChermitiEverton
Lille,Lucas Chevalier,544,fr FRA,GK,fr Ligue 1,22,2001,34.0,1083,907,173,61,1,0,0,0,0,0,0,0,862,3,0,Lucas ChevalierLille
Gladbach,Fabio Chiarodia,545,it ITA,DF,de Bundesliga,19,2005,4.2,206,179,27,4,1,1,0,6,0,0,0,0,173,0,2,Fabio ChiarodiaGladbach
Leganes,Julian Chicco,546,ar ARG,"MF,DF",es La Liga,26,1998,3.4,143,134,9,3,0,1,3,6,0,0,0,0,113,0,1,Julian ChiccoLeganes
Parma,Leandro Chichizola,547,ar ARG,GK,it Serie A,34,1990,1.0,50,39,10,2,0,0,0,0,0,0,0,0,36,1,0,Leandro ChichizolaParma
Liverpool,Federico Chiesa,548,it ITA,FW,eng Premier League,26,1997,1.2,31,30,1,0,0,0,2,1,0,0,0,0,27,0,1,Federico ChiesaLiverpool
Crystal Palace,Ben Chilwell,549,eng ENG,DF,eng Premier League,27,1996,2.9,125,95,30,6,1,0,7,24,0,0,0,0,92,0,4,Ben ChilwellCrystal Palace
Wolves,Chiquinho,550,pt POR,MF,eng Premier League,24,2000,0.1,3,3,0,0,0,0,1,0,0,0,0,0,3,0,0,ChiquinhoWolves
Mallorca,Chiquinho,551,pt POR,"MF,FW",es La Liga,24,2000,1.6,34,25,9,3,1,0,9,2,4,1,3,0,22,0,1,ChiquinhoMallorca
Nantes,Pedro Chirivella,552,es ESP,MF,fr Ligue 1,27,1997,26.1,1570,1468,100,69,4,14,19,5,7,5,2,0,1336,2,16,Pedro ChirivellaNantes
Montpellier,Joris Chotard,553,fr FRA,MF,fr Ligue 1,22,2001,21.0,822,780,39,34,5,14,30,3,1,0,1,0,672,3,14,Joris ChotardMontpellier
Leicester City,Hamza Choudhury,554,bd BAN,"MF,DF",eng Premier League,26,1997,1.5,84,81,3,0,0,0,5,3,0,0,0,0,72,0,1,Hamza ChoudhuryLeicester City
Barcelona,Andreas Christensen,555,dk DEN,DF,es La Liga,28,1996,2.8,220,218,2,2,0,0,0,0,0,0,0,0,202,0,2,Andreas ChristensenBarcelona
Bournemouth,Ryan Christie,556,sct SCO,MF,eng Premier League,29,1995,23.5,1056,990,60,21,8,9,48,3,26,17,3,2,837,6,19,Ryan ChristieBournemouth
Dortmund,Carney Chukwuemeka,557,eng ENG,MF,de Bundesliga,20,2003,2.8,122,120,2,1,3,0,1,0,1,0,0,0,96,0,5,Carney ChukwuemekaDortmund
Milan,Samuel Chukwueze,558,ng NGA,"FW,MF",it Serie A,25,1999,10.3,422,384,34,4,4,6,50,13,17,11,1,0,320,4,9,Samuel ChukwuezeMilan
Torino,Aaron Ciammaglichella,559,it ITA,MF,it Serie A,19,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aaron CiammaglichellaTorino
Las Palmas,Jasper Cillessen,560,nl NED,GK,es La Liga,35,1989,25.9,1002,727,272,93,0,0,0,0,0,0,0,0,683,3,0,Jasper CillessenLas Palmas
Cagliari,Giuseppe Ciocci,561,it ITA,GK,it Serie A,22,2002,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Giuseppe CiocciCagliari
Parma,Alessandro Circati,562,au AUS,DF,it Serie A,20,2003,6.0,229,202,27,17,0,0,0,0,0,0,0,0,197,0,1,Alessandro CircatiParma
Rayo Vallecano,Pathe Ciss,563,sn SEN,"MF,DF",es La Liga,30,1994,23.8,1179,1137,33,20,5,8,4,4,0,0,0,0,999,9,14,Pathe CissRayo Vallecano
Hellas Verona,Alphadjo Cisse,564,it ITA,"FW,MF",it Serie A,17,2006,0.1,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,Alphadjo CisseHellas Verona
Rennes,Djaoui Cisse,565,fr FRA,MF,fr Ligue 1,20,2004,12.5,625,611,11,10,1,14,3,0,0,0,0,0,547,3,16,Djaoui CisseRennes
Leganes,Seydouba Cisse,566,gn GUI,MF,es La Liga,23,2001,27.1,1149,1114,31,13,2,10,10,8,3,1,0,0,972,4,13,Seydouba CisseLeganes
Auxerre,Yoann Cisse,567,fr FRA,MF,fr Ligue 1,19,2004,0.1,6,4,2,0,0,0,3,0,2,1,1,0,2,0,0,Yoann CisseAuxerre
Monza,Patrick Ciurria,568,it ITA,"MF,DF",it Serie A,29,1995,12.3,433,352,78,19,1,2,61,33,25,6,12,0,313,3,13,Patrick CiurriaMonza
Ipswich Town,Harry Clarke,569,eng ENG,DF,eng Premier League,23,2001,4.2,236,211,25,2,1,0,5,23,0,0,0,0,190,0,4,Harry ClarkeIpswich Town
Ipswich Town,Jack Clarke,570,eng ENG,"FW,MF",eng Premier League,23,2000,13.1,393,372,19,2,1,3,13,8,7,5,0,0,302,2,18,Jack ClarkeIpswich Town
Augsburg,Alexis Claude-Maurice,571,fr FRA,"MF,FW",de Bundesliga,26,1998,23.4,655,634,21,4,3,3,21,3,0,0,0,0,543,0,16,Alexis Claude-MauriceAugsburg
Nice,Jonathan Clauss,572,fr FRA,"DF,MF",fr Ligue 1,31,1992,25.6,1399,1077,316,41,4,3,190,167,108,36,50,0,1006,6,36,Jonathan ClaussNice
Girona,Silvi Clua,573,es ESP,MF,es La Liga,19,2005,1.8,95,91,2,2,0,0,0,0,0,0,0,0,75,2,2,Silvi CluaGirona
Crystal Palace,Nathaniel Clyne,574,eng ENG,"DF,MF",eng Premier League,33,1991,5.4,225,207,16,1,1,1,7,13,0,0,0,0,171,2,8,Nathaniel ClyneCrystal Palace
Leicester City,Conor Coady,575,eng ENG,DF,eng Premier League,31,1993,19.0,1072,1010,58,29,2,3,0,1,0,0,0,0,977,4,4,Conor CoadyLeicester City
Nantes,Marcus Coco,576,fr FRA,DF,fr Ligue 1,28,1996,10.6,483,400,80,10,0,0,28,70,0,0,0,0,384,3,6,Marcus CocoNantes
Torino,Saul Coco,577,gq EQG,DF,it Serie A,25,1999,31.6,1529,1470,57,29,0,12,2,7,0,0,0,0,1350,2,12,Saul CocoTorino
Everton,Seamus Coleman,578,ie IRL,DF,eng Premier League,35,1988,2.4,98,78,19,0,0,0,4,19,0,0,0,0,74,1,2,Seamus ColemanEverton
Brentford,Nathan Collins,579,ie IRL,DF,eng Premier League,23,2001,38.0,1985,1897,83,69,3,6,8,11,0,0,0,0,1705,5,8,Nathan CollinsBrentford
Eint Frankfurt,Nnamdi Collins,580,de GER,DF,de Bundesliga,20,2004,16.5,888,811,77,16,0,2,17,61,0,0,0,0,766,0,7,Nnamdi CollinsEint Frankfurt
Manchester Utd,Toby Collyer,581,eng ENG,MF,eng Premier League,20,2004,2.0,92,88,4,1,0,0,0,2,0,0,0,0,76,0,2,Toby CollyerManchester Utd
Empoli,Lorenzo Colombo,582,it ITA,"FW,MF",it Serie A,22,2002,24.8,508,472,35,0,3,6,10,3,0,0,0,0,343,1,16,Lorenzo ColomboEmpoli
Fiorentina,Andrea Colpani,583,it ITA,"FW,MF",it Serie A,25,1999,16.1,466,429,34,7,2,6,33,5,22,12,1,0,376,3,7,Andrea ColpaniFiorentina
Chelsea,Levi Colwill,584,eng ENG,DF,eng Premier League,21,2003,35.0,2619,2418,197,91,3,7,13,7,0,0,0,0,2338,4,21,Levi ColwillChelsea
Cagliari,Florinel Coman,585,ro ROU,"FW,MF",it Serie A,26,1998,2.9,82,80,2,0,0,2,2,0,2,0,2,0,67,0,2,Florinel ComanCagliari
Bayern Munich,Kingsley Coman,586,fr FRA,FW,de Bundesliga,28,1996,14.2,740,718,20,0,0,2,45,9,0,0,0,0,624,2,13,Kingsley ComanBayern Munich
Valladolid,Eray Comert,587,ch SUI,"DF,MF",es La Liga,26,1998,19.8,918,855,61,50,0,13,0,2,0,0,0,0,805,2,6,Eray ComertValladolid
Villarreal,Santi Comesana,588,es ESP,MF,es La Liga,27,1996,28.4,1374,1340,26,22,7,10,14,2,0,0,0,0,1163,8,22,Santi ComesanaVillarreal
Fiorentina,Pietro Comuzzo,589,it ITA,DF,it Serie A,19,2005,24.4,1266,1221,42,25,0,3,3,17,0,0,0,0,1085,3,10,Pietro ComuzzoFiorentina
Juventus,Francisco Conceicao,590,pt POR,"FW,MF",it Serie A,21,2002,14.9,545,513,32,4,0,4,62,10,18,8,3,0,427,0,21,Francisco ConceicaoJuventus
Villarreal,Diego Conde,591,es ESP,GK,es La Liga,25,1998,21.8,640,500,139,32,0,0,0,0,0,0,0,0,519,1,0,Diego CondeVillarreal
Alaves,Tomas Conechny,592,ar ARG,"FW,MF",es La Liga,26,1998,9.4,329,310,16,0,2,0,31,12,3,0,3,0,210,3,13,Tomas ConechnyAlaves
Le Havre,Alois Confais,593,fr FRA,MF,fr Ligue 1,27,1996,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Alois ConfaisLe Havre
Heidenheim,Sirlord Conteh,594,de GER,"FW,MF",de Bundesliga,28,1996,9.9,224,213,9,0,0,0,20,4,0,0,0,0,158,2,8,Sirlord ContehHeidenheim
Bournemouth,Lewis Cook,595,eng ENG,"MF,DF",eng Premier League,27,1997,33.1,1585,1358,225,71,3,2,132,73,77,65,3,0,1224,2,26,Lewis CookBournemouth
Mallorca,Copete,596,es ESP,DF,es La Liga,24,1999,17.0,767,717,49,28,2,0,7,0,0,0,0,0,639,1,5,CopeteMallorca
Hellas Verona,Diego Coppola,597,it ITA,DF,it Serie A,20,2003,32.5,1135,1119,11,11,1,5,0,0,0,0,0,0,920,5,6,Diego CoppolaHellas Verona
Nantes,Francis Coquelin,598,fr FRA,MF,fr Ligue 1,33,1991,2.5,101,100,1,0,1,1,0,1,0,0,0,0,88,0,1,Francis CoquelinNantes
Valencia,Iker Cordoba,599,es ESP,DF,es La Liga,18,2005,0.2,11,11,0,0,0,0,1,0,0,0,0,0,9,0,1,Iker CordobaValencia
Marseille,Derek Cornelius,600,ca CAN,DF,fr Ligue 1,26,1997,15.8,1357,1311,43,23,1,1,4,3,0,0,0,0,1267,3,9,Derek CorneliusMarseille
Southampton,Maxwel Cornet,601,ci CIV,FW,eng Premier League,27,1996,0.8,22,20,2,0,0,0,3,0,2,2,0,0,17,0,0,Maxwel CornetSouthampton
Genoa,Maxwel Cornet,602,ci CIV,"FW,MF",it Serie A,27,1996,2.7,71,70,1,0,0,1,8,1,0,0,0,0,49,0,5,Maxwel CornetGenoa
Saint-Etienne,Pierre Cornud,603,fr FRA,DF,fr Ligue 1,27,1996,6.4,331,276,54,10,1,4,14,43,1,1,0,0,271,1,7,Pierre CornudSaint-Etienne
Atletico Madrid,Angel Correa,604,ar ARG,"FW,MF",es La Liga,29,1995,8.9,280,266,11,0,1,2,24,1,7,1,1,0,206,3,14,Angel CorreaAtletico Madrid
Inter,Joaquin Correa,605,ar ARG,"FW,MF",it Serie A,29,1994,8.1,361,353,5,2,5,0,8,2,0,0,0,0,310,3,14,Joaquin CorreaInter
Valencia,Thierry Correia,606,pt POR,DF,es La Liga,25,1999,8.5,441,349,91,7,0,1,18,84,0,0,0,0,330,1,16,Thierry CorreiaValencia
Juventus,Alberto costa,607,pt POR,DF,it Serie A,20,2003,4.0,212,191,20,3,0,0,2,17,0,0,0,0,176,1,4,Alberto costaJuventus
Getafe,Coba da Costa,608,es ESP,"MF,FW",es La Liga,22,2002,11.2,303,299,3,0,3,0,41,2,1,0,0,0,195,1,12,Coba da CostaGetafe
Mainz 05,Danny da Costa,609,de GER,DF,de Bundesliga,31,1993,22.3,1201,1148,48,16,0,4,22,32,0,0,0,0,942,5,21,Danny da CostaMainz 05
Lens,David Costa,610,pt POR,"MF,FW",fr Ligue 1,23,2001,3.9,155,146,6,1,0,1,15,0,5,4,1,0,128,3,2,David CostaLens
Villarreal,Logan Costa,611,cv CPV,DF,es La Liga,23,2001,28.7,1544,1450,94,43,1,18,5,8,0,0,0,0,1354,0,8,Logan CostaVillarreal
Toulouse,Logan Costa,612,cv CPV,DF,fr Ligue 1,23,2001,1.0,56,55,1,0,0,0,1,1,0,0,0,0,47,0,0,Logan CostaToulouse
Mallorca,Samu Costa,613,pt POR,MF,es La Liga,23,2000,29.4,1442,1406,32,25,4,19,20,7,0,0,0,0,1164,4,36,Samu CostaMallorca
Brest,Gregoire Coudert,614,fr FRA,GK,fr Ligue 1,25,1999,2.0,68,56,12,4,0,0,0,0,0,0,0,0,54,0,0,Gregoire CoudertBrest
West Ham,Vladimir Coufal,615,cz CZE,DF,eng Premier League,31,1992,11.9,598,490,106,11,0,0,28,95,0,0,0,0,470,2,11,Vladimir CoufalWest Ham
Lecce,Lassana Coulibaly,616,ml MLI,MF,it Serie A,28,1996,29.6,955,933,20,20,5,4,13,0,0,0,0,0,775,2,23,Lassana CoulibalyLecce
Auxerre,Lasso Coulibaly,617,ci CIV,"FW,MF",fr Ligue 1,21,2002,0.5,13,12,1,0,0,0,2,0,1,0,1,0,12,0,0,Lasso CoulibalyAuxerre
Monaco,Mamadou Coulibaly,618,fr FRA,MF,fr Ligue 1,20,2004,0.1,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0,Mamadou CoulibalyMonaco
Brest,Soumaila Coulibaly,619,fr FRA,DF,fr Ligue 1,20,2003,4.9,317,302,15,9,0,16,0,0,0,0,0,0,281,0,1,Soumaila CoulibalyBrest
Montpellier,Tanguy Coulibaly,620,fr FRA,"FW,MF",fr Ligue 1,23,2001,16.5,372,350,22,0,2,0,21,6,4,1,0,0,292,0,12,Tanguy CoulibalyMontpellier
Leicester City,Woyo Coulibaly,621,ml MLI,DF,eng Premier League,25,1999,1.2,57,44,13,0,0,0,0,13,0,0,0,0,48,0,0,Woyo CoulibalyLeicester City
Parma,Woyo Coulibaly,622,ml MLI,DF,it Serie A,25,1999,12.0,593,506,87,14,2,2,5,72,1,0,0,0,514,0,7,Woyo CoulibalyParma
Angers,Marius Courcoul,623,fr FRA,"MF,DF",fr Ligue 1,17,2007,3.4,155,146,9,3,0,3,4,6,0,0,0,0,133,0,1,Marius CourcoulAngers
Real Madrid,Thibaut Courtois,624,be BEL,GK,es La Liga,32,1992,30.0,1020,841,178,30,0,2,0,0,0,0,0,0,848,1,0,Thibaut CourtoisReal Madrid
Dortmund,Yan Couto,625,br BRA,"DF,FW",de Bundesliga,22,2002,9.9,723,626,96,6,0,4,53,88,2,0,2,0,586,1,17,Yan CoutoDortmund
Nantes,Nicolas Cozza,626,fr FRA,"DF,MF",fr Ligue 1,25,1999,22.8,782,567,211,15,1,1,27,196,0,0,0,0,608,4,21,Nicolas CozzaNantes
West Ham,Aaron Cresswell,627,eng ENG,DF,eng Premier League,34,1989,9.2,610,511,98,33,1,5,36,52,13,11,2,0,504,1,10,Aaron CresswellWest Ham
Toulouse,Charlie Cresswell,628,eng ENG,DF,fr Ligue 1,21,2002,28.8,1551,1466,81,33,0,8,4,12,0,0,0,0,1287,4,7,Charlie CresswellToulouse
Roma,Bryan Cristante,629,it ITA,MF,it Serie A,29,1995,22.7,1296,1263,27,26,5,9,15,1,0,0,0,0,1067,6,19,Bryan CristanteRoma
Venezia,Domen Crnigoj,630,si SVN,MF,it Serie A,28,1995,1.5,49,48,0,0,0,0,2,0,0,0,0,0,25,1,3,Domen CrnigojVenezia
Osasuna,Juan Cruz Armada,631,es ESP,DF,es La Liga,32,1992,16.6,673,507,165,21,0,2,11,144,0,0,0,0,525,1,11,Juan Cruz ArmadaOsasuna
Leganes,Juan Cruz,632,es ESP,"FW,MF",es La Liga,24,2000,25.1,716,616,93,16,9,2,92,59,17,10,4,0,488,7,27,Juan CruzLeganes
Atalanta,Juan Cuadrado,633,co COL,"DF,MF",it Serie A,36,1988,9.2,601,512,88,8,2,10,56,60,20,5,15,0,476,1,11,Juan CuadradoAtalanta
Barcelona,Pau Cubarsi,634,es ESP,DF,es La Liga,17,2007,29.1,2604,2516,84,67,4,7,2,7,0,0,0,0,2434,4,6,Pau CubarsiBarcelona
Betis,Cucho,635,co COL,FW,es La Liga,25,1999,12.7,310,281,28,0,1,5,12,1,0,0,0,0,223,1,10,CuchoBetis
Chelsea,Marc Cucurella,636,es ESP,DF,eng Premier League,26,1998,33.2,1916,1634,275,28,2,1,31,245,2,0,0,0,1680,7,23,Marc CucurellaChelsea
Fulham,Jorge Cuenca,637,es ESP,DF,eng Premier League,24,1999,3.9,173,160,13,4,0,0,1,2,0,0,0,0,145,0,0,Jorge CuencaFulham
Wolves,Matheus Cunha,638,br BRA,"MF,FW",eng Premier League,25,1999,28.9,1133,938,185,52,14,15,142,32,73,40,23,3,811,10,34,Matheus CunhaWolves
Como,Patrick Cutrone,639,it ITA,FW,it Serie A,26,1998,22.7,478,423,51,0,0,2,30,2,0,0,0,0,336,4,19,Patrick CutroneComo
Gladbach,Tomas Cvancara,640,cz CZE,FW,de Bundesliga,23,2000,9.2,239,229,9,1,0,1,15,6,0,0,0,0,171,1,8,Tomas CvancaraGladbach
Parma,Wylan Cyprien,641,fr FRA,MF,it Serie A,29,1995,0.3,21,20,0,0,1,0,0,0,0,0,0,0,14,1,1,Wylan CyprienParma
Monza,Danilo D'Ambrosio,642,it ITA,DF,it Serie A,35,1988,12.2,652,552,96,37,1,2,9,34,0,0,0,0,566,4,4,Danilo D'AmbrosioMonza
Como,Lucas Da Cunha,643,fr FRA,MF,it Serie A,23,2001,29.0,1702,1552,147,81,3,12,102,6,60,11,29,0,1439,3,30,Lucas Da CunhaComo
Roma,Samuel Dahl,644,se SWE,"DF,MF",it Serie A,24,2000,0.5,28,27,1,0,0,0,1,1,0,0,0,0,24,0,0,Samuel DahlRoma
Augsburg,Finn Dahmen,645,de GER,GK,de Bundesliga,26,1998,19.0,761,555,204,59,0,1,0,0,0,0,0,0,528,2,0,Finn DahmenAugsburg
Holstein Kiel,Thomas Dahne,646,de GER,GK,de Bundesliga,30,1994,9.0,395,286,109,18,0,0,0,0,0,0,0,0,304,0,0,Thomas DahneHolstein Kiel
Eint Frankfurt,Mahmoud Dahoud,647,de GER,MF,de Bundesliga,28,1996,4.0,225,218,6,5,2,1,4,0,1,0,1,0,191,1,6,Mahmoud DahoudEint Frankfurt
Leicester City,Patson Daka,648,zm ZAM,"FW,MF",eng Premier League,25,1998,8.2,147,138,9,0,2,0,3,6,0,0,0,0,106,0,11,Patson DakaLeicester City
Stuttgart,Ameen Al-Dakhil,649,be BEL,DF,de Bundesliga,22,2002,4.8,339,321,16,6,0,2,0,0,0,0,0,0,311,2,1,Ameen Al-DakhilStuttgart
Bologna,Thijs Dallinga,650,nl NED,FW,it Serie A,23,2000,12.8,293,278,15,0,0,1,3,0,0,0,0,0,210,0,13,Thijs DallingaBologna
Manchester Utd,Diogo Dalot,651,pt POR,DF,eng Premier League,25,1999,31.3,1673,1426,242,13,4,8,66,229,0,0,0,0,1347,5,36,Diogo DalotManchester Utd
Brentford,Mikkel Damsgaard,652,dk DEN,"MF,FW",eng Premier League,24,2000,32.3,1529,1368,153,33,27,5,144,9,60,53,0,0,1107,8,36,Mikkel DamsgaardBrentford
Fiorentina,Maat Daniel Caprini,653,it ITA,FW,it Serie A,18,2006,0.1,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,Maat Daniel CapriniFiorentina
Hellas Verona,Flavius Daniliuc,654,at AUT,DF,it Serie A,23,2001,11.2,449,394,55,8,1,0,6,47,0,0,0,0,375,0,7,Flavius DaniliucHellas Verona
Nott'ham Forest,Danilo,655,br BRA,"MF,FW",eng Premier League,23,2001,3.1,121,119,1,0,0,0,3,0,1,1,0,0,94,1,5,DaniloNott'ham Forest
Juventus,Danilo,656,br BRA,DF,it Serie A,33,1991,6.5,573,530,42,11,0,5,3,29,0,0,0,0,519,1,3,DaniloJuventus
Villarreal,Arnaut Danjuma,657,nl NED,FW,es La Liga,27,1997,2.2,30,28,2,0,0,1,0,0,0,0,0,0,23,0,1,Arnaut DanjumaVillarreal
Girona,Arnaut Danjuma,658,nl NED,"FW,MF",es La Liga,27,1997,14.8,438,391,44,2,1,2,76,6,30,21,6,0,318,3,23,Arnaut DanjumaGirona
Liverpool,Jayden Danns,659,eng ENG,MF,eng Premier League,18,2006,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Jayden DannsLiverpool
Auxerre,Kevin Danois,660,fr FRA,MF,fr Ligue 1,20,2004,16.2,718,703,15,8,3,11,14,7,0,0,0,0,585,0,14,Kevin DanoisAuxerre
Tottenham,Kevin Danso,661,at AUT,DF,eng Premier League,25,1998,9.4,555,534,21,17,0,2,1,0,0,0,0,0,480,0,8,Kevin DansoTottenham
Lens,Kevin Danso,662,at AUT,DF,fr Ligue 1,25,1998,12.0,770,732,35,17,1,1,0,2,0,0,0,0,659,3,6,Kevin DansoLens
Nice,Dante,663,br BRA,DF,fr Ligue 1,40,1983,21.8,1432,1336,93,63,5,8,2,4,0,0,0,0,1267,3,11,DanteNice
Strasbourg,Pape Daouda Diongue,664,sn SEN,"MF,FW",fr Ligue 1,,,0.9,57,56,1,1,0,0,1,0,0,0,0,0,47,0,2,Pape Daouda DiongueStrasbourg
Reims,Mohamed Daramy,665,dk DEN,FW,fr Ligue 1,22,2002,0.2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Mohamed DaramyReims
Wolfsburg,Bence Dardai,666,hu HUN,MF,de Bundesliga,18,2006,14.5,445,426,18,10,1,1,10,3,1,1,0,0,357,1,13,Bence DardaiWolfsburg
Mallorca,Sergi Darder,667,es ESP,"MF,FW",es La Liga,30,1993,30.5,1302,1093,201,70,8,23,163,16,71,27,36,3,981,8,25,Sergi DarderMallorca
Inter,Matteo Darmian,668,it ITA,DF,it Serie A,34,1989,19.8,1007,876,129,10,3,2,32,119,0,0,0,0,844,2,23,Matteo DarmianInter
Bochum,Lukas Daschner,669,de GER,"MF,FW",de Bundesliga,25,1998,4.6,144,126,18,7,3,0,19,1,7,4,3,0,93,0,1,Lukas DaschnerBochum
Juventus,Juan David Cabal,670,co COL,DF,it Serie A,23,2001,5.1,350,319,30,4,1,3,7,26,0,0,0,0,307,1,7,Juan David CabalJuventus
Lille,Jonathan David,671,ca CAN,FW,fr Ligue 1,24,2000,28.4,686,646,38,1,4,3,4,2,0,0,0,0,563,2,24,Jonathan DavidLille
Bayern Munich,Alphonso Davies,672,ca CAN,DF,de Bundesliga,23,2000,17.3,1272,1143,127,21,6,1,22,106,0,0,0,0,1141,2,20,Alphonso DaviesBayern Munich
Tottenham,Ben Davies,673,wls WAL,DF,eng Premier League,31,1993,14.8,1020,922,95,26,1,5,4,5,0,0,0,0,893,3,8,Ben DaviesTottenham
Udinese,Keinan Davis,674,eng ENG,FW,it Serie A,26,1998,11.8,275,255,19,1,0,2,3,0,0,0,0,0,208,1,1,Keinan DavisUdinese
Ipswich Town,Leif Davis,675,eng ENG,DF,eng Premier League,24,2000,30.5,1284,970,307,61,3,5,161,166,80,56,13,0,919,7,23,Leif DavisIpswich Town
Saint-Etienne,Zuriko Davitashvili,676,ge GEO,"FW,MF",fr Ligue 1,23,2001,30.9,938,799,134,40,6,1,85,16,68,13,34,0,737,5,22,Zuriko DavitashviliSaint-Etienne
Hellas Verona,Pawel Dawidowicz,677,pl POL,"DF,MF",it Serie A,29,1995,20.5,797,726,70,35,1,5,1,35,0,0,0,0,653,1,7,Pawel DawidowiczHellas Verona
Wolves,Craig Dawson,678,eng ENG,DF,eng Premier League,34,1990,10.8,559,528,30,20,1,11,0,0,0,0,0,0,484,1,0,Craig DawsonWolves
Manchester City,Kevin De Bruyne,679,be BEL,"MF,FW",eng Premier League,33,1991,18.9,1196,1031,160,32,15,10,145,18,94,33,20,2,908,5,28,Kevin De BruyneManchester City
Leicester City,Bobby De Cordova-Reid,680,jm JAM,FW,eng Premier League,31,1993,8.3,206,198,8,1,0,0,15,6,0,0,0,0,145,0,15,Bobby De Cordova-ReidLeicester City
Atalanta,Charles De Ketelaere,681,be BEL,"MF,FW",it Serie A,23,2001,23.0,995,932,56,11,14,5,56,26,2,1,0,0,754,7,26,Charles De KetelaereAtalanta
Atletico Madrid,Rodrigo De Paul,682,ar ARG,MF,es La Liga,30,1994,23.4,1773,1650,111,79,27,14,59,18,12,2,7,0,1449,12,28,Rodrigo De PaulAtletico Madrid
Auxerre,Theo De Percin,683,mq MTQ,GK,fr Ligue 1,23,2001,2.0,58,41,17,5,0,0,0,0,0,0,0,0,31,0,0,Theo De PercinAuxerre
Empoli,Mattia De Sciglio,684,it ITA,DF,it Serie A,31,1992,8.5,299,255,44,16,0,4,7,28,0,0,0,0,233,0,7,Mattia De SciglioEmpoli
Bologna,Lorenzo De Silvestri,685,it ITA,DF,it Serie A,36,1988,11.8,564,441,121,17,0,2,23,104,0,0,0,0,446,2,9,Lorenzo De SilvestriBologna
Reims,Thibault De Smet,686,be BEL,DF,fr Ligue 1,26,1998,2.1,116,106,9,3,0,0,0,1,0,0,0,0,105,1,1,Thibault De SmetReims
Genoa,Koni De Winter,687,be BEL,DF,it Serie A,22,2002,23.7,1289,1182,104,52,0,3,4,50,0,0,0,0,1116,3,10,Koni De WinterGenoa
Marseille,Amar Dedic,688,ba BIH,DF,fr Ligue 1,21,2002,3.5,224,199,25,0,1,1,5,24,1,0,0,0,189,0,6,Amar DedicMarseille
Cagliari,Alessandro Deiola,689,it ITA,MF,it Serie A,28,1995,15.9,523,508,13,6,2,7,14,7,0,0,0,0,384,2,20,Alessandro DeiolaCagliari
Brest,Romain Del Castillo,690,fr FRA,FW,fr Ligue 1,28,1996,14.0,688,592,92,34,3,7,103,17,39,17,19,0,480,4,27,Romain Del CastilloBrest
Parma,Enrico Del Prato,691,it ITA,DF,it Serie A,24,1999,32.7,1534,1319,212,50,0,3,16,150,0,0,0,0,1288,3,15,Enrico Del PratoParma
Strasbourg,Thomas Delaine,692,fr FRA,DF,fr Ligue 1,32,1992,0.1,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,Thomas DelaineStrasbourg
Ipswich Town,Liam Delap,693,eng ENG,FW,eng Premier League,21,2003,28.8,357,350,5,0,8,1,5,2,0,0,0,0,219,2,16,Liam DelapIpswich Town
Lazio,Fisayo Dele-Bashiru,694,ng NGA,"MF,FW",it Serie A,23,2001,10.5,359,354,4,4,0,0,7,0,0,0,0,0,315,1,7,Fisayo Dele-BashiruLazio
Montpellier,Andy Delort,695,dz ALG,FW,fr Ligue 1,32,1991,6.7,110,104,5,0,0,0,11,1,0,0,0,0,54,1,7,Andy DelortMontpellier
Werder Bremen,Olivier Deman,696,be BEL,DF,de Bundesliga,24,2000,0.7,58,45,13,0,0,0,6,10,3,3,0,0,38,0,2,Olivier DemanWerder Bremen
Torino,Ali Dembele,697,fr FRA,DF,it Serie A,20,2004,4.3,168,137,31,4,0,0,7,27,0,0,0,0,127,0,4,Ali DembeleTorino
Paris S-G,Ousmane Dembele,698,fr FRA,FW,fr Ligue 1,27,1997,19.2,1068,986,74,9,13,10,80,3,48,14,16,0,844,8,36,Ousmane DembeleParis S-G
