Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,PlSqu
Venezia,Franco Carboni,478,it ITA,DF,it Serie A,21,2003,2.5,128,11,62,39,29,2,128,6,2,33.3,3,50.0,70,303,184,2,1,0,4,3,68,11,Franco CarboniVenezia
Marseille,Valentin Carboni,479,ar ARG,"MF,FW",fr Ligue 1,19,2005,1.1,81,1,6,35,40,2,81,3,0,0.0,3,100.0,51,304,100,4,4,0,2,0,69,8,Valentin CarboniMarseille
Rayo Vallecano,Dani Cardenas,480,es ESP,GK,es La Liga,27,1997,6.0,190,165,189,1,0,0,190,0,0,,0,,95,468,246,0,0,0,0,0,71,0,Dani CardenasRayo Vallecano
Espanyol,Irvin Cardona,481,fr FRA,"FW,MF",es La Liga,26,1997,6.7,246,7,27,98,123,23,246,13,3,23.1,8,61.5,114,874,460,14,14,6,22,4,167,43,Irvin CardonaEspanyol
Saint-Etienne,Irvin Cardona,482,fr FRA,FW,fr Ligue 1,26,1997,11.8,497,11,48,161,292,53,496,22,6,27.3,14,63.6,283,1519,693,30,21,10,38,12,395,135,Irvin CardonaSaint-Etienne
Las Palmas,Marc Cardona,483,es ESP,"FW,DF",es La Liga,29,1995,1.5,73,0,16,34,23,6,73,7,1,14.3,6,85.7,45,151,55,2,0,0,2,4,53,12,Marc CardonaLas Palmas
Villarreal,Sergi Cardona,484,es ESP,DF,es La Liga,25,1999,32.7,1842,131,711,632,506,63,1842,30,10,33.3,16,53.3,813,3721,2057,52,34,10,24,11,952,198,Sergi CardonaVillarreal
Betis,Johnny Cardoso,485,us USA,MF,es La Liga,22,2001,23.8,1427,91,397,846,201,26,1427,42,26,61.9,15,35.7,752,3374,1557,19,16,1,36,23,890,28,Johnny CardosoBetis
Gladbach,Tiago Cardoso,486,lu LUX,GK,de Bundesliga,18,2006,4.2,189,175,189,0,0,0,189,0,0,,0,,101,568,365,0,0,0,0,0,94,0,Tiago CardosoGladbach
Nantes,Patrik Carlgren,487,se SWE,GK,fr Ligue 1,32,1992,4.6,144,124,144,0,0,0,144,0,0,,0,,75,502,319,0,0,0,0,0,50,0,Patrik CarlgrenNantes
Aston Villa,Diego Carlos,488,br BRA,DF,eng Premier League,31,1993,9.2,674,86,331,330,15,6,674,2,2,100.0,0,0.0,419,2133,1162,3,3,0,1,2,481,0,Diego CarlosAston Villa
Las Palmas,Jose Carlos Gonzalez,489,es ESP,DF,es La Liga,18,2006,0.1,9,0,1,5,3,0,9,0,0,,0,,4,17,8,0,0,0,0,0,7,1,Jose Carlos GonzalezLas Palmas
Sevilla,Carmona,490,es ESP,DF,es La Liga,22,2002,32.7,2192,111,726,1149,346,20,2192,50,19,38.0,25,50.0,894,4958,2754,45,25,8,37,18,1138,57,CarmonaSevilla
Atalanta,Marco Carnesecchi,491,it ITA,GK,it Serie A,24,2000,34.0,1178,1034,1175,3,0,0,1178,0,0,,0,,678,3476,1966,0,0,0,0,0,578,0,Marco CarnesecchiAtalanta
Celta Vigo,Sergio Carreira,492,es ESP,"MF,DF",es La Liga,23,2000,18.4,1057,36,277,408,380,52,1057,30,14,46.7,13,43.3,571,3064,1421,39,22,16,16,14,672,140,Sergio CarreiraCelta Vigo
Real Madrid,Dani Carvajal,493,es ESP,DF,es La Liga,32,1992,6.8,532,26,126,232,176,12,532,5,2,40.0,3,60.0,278,1288,513,13,5,0,8,6,376,48,Dani CarvajalReal Madrid
Brentford,Fabio Carvalho,494,pt POR,"FW,MF",eng Premier League,21,2002,5.1,247,4,44,91,113,22,247,14,2,14.3,10,71.4,137,698,356,9,3,0,13,8,145,23,Fabio CarvalhoBrentford
Betis,William Carvalho,495,pt POR,MF,es La Liga,32,1992,5.4,432,11,94,255,87,6,432,5,3,60.0,1,20.0,294,1213,592,5,9,0,6,6,342,10,William CarvalhoBetis
Torino,Cesare Casadei,496,it ITA,MF,it Serie A,21,2003,11.3,508,30,107,303,102,22,508,10,7,70.0,2,20.0,259,1609,640,14,8,0,20,9,352,12,Cesare CasadeiTorino
Barcelona,Marc Casado,497,es ESP,MF,es La Liga,20,2003,17.9,1536,25,223,1040,276,9,1536,9,4,44.4,4,44.4,870,3523,1540,12,22,0,17,9,1172,24,Marc CasadoBarcelona
Bologna,Nicolo Casale,498,it ITA,DF,it Serie A,26,1998,10.0,615,62,296,307,20,9,615,3,3,100.0,0,0.0,328,1545,675,3,1,0,9,1,353,2,Nicolo CasaleBologna
Lazio,Nicolo Casale,499,it ITA,DF,it Serie A,26,1998,1.5,124,9,39,83,2,2,124,0,0,,0,,83,375,211,0,1,1,1,0,99,0,Nicolo CasaleLazio
Manchester Utd,Casemiro,500,br BRA,MF,eng Premier League,32,1992,16.6,1250,75,374,633,251,43,1250,6,3,50.0,3,50.0,660,2047,934,4,10,0,12,10,800,28,CasemiroManchester Utd
West Ham,Kaelan Casey,501,eng ENG,DF,eng Premier League,19,2004,0.0,1,1,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Kaelan CaseyWest Ham
Aston Villa,Matty Cash,502,pl POL,DF,eng Premier League,26,1997,23.0,1186,90,432,463,304,42,1186,40,19,47.5,16,40.0,595,3700,1864,48,38,4,20,10,654,90,Matty CashAston Villa
Brighton,Eiran Cashin,503,ie IRL,DF,eng Premier League,22,2001,0.2,32,2,10,20,2,0,32,1,0,0.0,1,100.0,21,133,99,0,0,0,0,0,25,1,Eiran CashinBrighton
Le Havre,Josue Casimir,504,fr FRA,"FW,MF",fr Ligue 1,22,2001,22.2,814,23,161,301,370,76,814,48,22,45.8,20,41.7,465,3306,1680,71,33,28,47,30,526,151,Josue CasimirLe Havre
Atalanta,Federico Cassa,505,it ITA,"MF,FW",it Serie A,18,2006,0.2,9,0,1,2,6,0,9,1,0,0.0,1,100.0,9,61,41,1,2,1,0,0,8,2,Federico CassaAtalanta
Toulouse,Cristian Casseres Jr.,506,ve VEN,MF,fr Ligue 1,24,2000,30.0,1727,75,442,990,330,18,1727,38,22,57.9,13,34.2,873,4119,1955,31,27,4,39,12,1009,46,Cristian Casseres Jr.Toulouse
Fulham,Timothy Castagne,507,be BEL,DF,eng Premier League,28,1995,18.3,1164,92,449,462,259,32,1164,12,5,41.7,5,41.7,547,2191,1044,17,15,2,15,5,665,67,Timothy CastagneFulham
Lazio,Valentin Castellanos,508,ar ARG,FW,it Serie A,25,1998,26.5,835,20,57,353,434,155,832,37,16,43.2,19,51.4,423,1889,848,27,22,15,55,29,618,149,Valentin CastellanosLazio
Nantes,Jean-Charles Castelletto,509,cm CMR,"DF,MF",fr Ligue 1,29,1995,29.1,1682,183,763,824,99,21,1682,3,3,100.0,0,0.0,948,3993,2020,21,14,2,16,4,1116,19,Jean-Charles CastellettoNantes
Bologna,Santiago Castro,510,ar ARG,FW,it Serie A,19,2004,25.5,722,23,55,312,363,101,721,43,18,41.9,22,51.2,428,1867,599,17,23,8,70,64,519,136,Santiago CastroBologna
Monza,Gaetano Castrovilli,511,it ITA,MF,it Serie A,27,1997,6.6,305,15,65,151,92,10,305,11,5,45.5,5,45.5,187,906,487,10,8,0,9,9,192,28,Gaetano CastrovilliMonza
Lazio,Gaetano Castrovilli,512,it ITA,"MF,FW",it Serie A,27,1997,1.6,99,2,18,57,24,6,99,2,1,50.0,1,50.0,58,333,176,5,1,1,2,4,68,6,Gaetano CastrovilliLazio
Fiorentina,Danilo Cataldi,513,it ITA,MF,it Serie A,29,1994,19.2,1147,55,284,720,151,7,1147,10,3,30.0,4,40.0,657,3018,1172,18,22,1,13,7,764,16,Danilo CataldiFiorentina
Osasuna,Catena,514,es ESP,DF,es La Liga,29,1994,34.2,1905,287,988,864,65,40,1905,11,8,72.7,2,18.2,984,4590,2558,9,3,0,11,1,1101,4,CatenaOsasuna
Valencia,Maximiliano Caufriez,515,be BEL,DF,es La Liga,27,1997,1.0,23,6,17,6,0,0,23,0,0,,0,,8,68,3,0,0,0,0,0,10,0,Maximiliano CaufriezValencia
Angers,Enzo Caumont,516,fr FRA,MF,fr Ligue 1,20,2004,0.4,20,2,7,6,7,0,20,0,0,,0,,10,35,24,0,0,0,0,0,13,0,Enzo CaumontAngers
Real Madrid,Dani Ceballos,517,es ESP,MF,es La Liga,27,1996,13.5,1473,35,267,940,277,9,1473,15,8,53.3,3,20.0,999,5186,2951,42,30,2,11,7,1206,17,Dani CeballosReal Madrid
St. Pauli,Abdoulie Ceesay,518,gm GAM,FW,de Bundesliga,20,2004,0.7,26,0,2,13,11,2,26,0,0,,0,,12,32,3,0,0,0,4,3,18,8,Abdoulie CeesaySt. Pauli
Roma,Zeki Celik,519,tr TUR,DF,it Serie A,27,1997,25.1,1627,98,469,818,352,40,1627,14,8,57.1,4,28.6,836,3758,1820,28,27,1,20,8,1011,93,Zeki CelikRoma
Nantes,Fabien Centonze,520,fr FRA,DF,fr Ligue 1,28,1996,2.9,184,14,49,62,74,4,184,7,2,28.6,4,57.1,90,519,275,10,5,0,4,2,105,31,Fabien CentonzeNantes
Como,Alberto Cerri,521,it ITA,FW,it Serie A,28,1996,1.0,36,1,4,12,21,9,36,0,0,,0,,20,54,10,0,0,1,2,3,29,11,Alberto CerriComo
Celta Vigo,Franco Cervi,522,ar ARG,"FW,MF",es La Liga,30,1994,3.0,160,4,37,78,45,1,160,2,1,50.0,1,50.0,82,404,173,3,2,0,3,2,95,21,Franco CerviCelta Vigo
Stuttgart,Julian Chabot,523,de GER,DF,de Bundesliga,26,1998,25.2,2239,269,1010,1155,82,31,2239,5,3,60.0,2,40.0,1354,6753,3327,7,9,2,13,3,1535,5,Julian ChabotStuttgart
RB Leipzig,El Chadaille Bitshiabu,524,fr FRA,DF,de Bundesliga,19,2005,12.6,1058,149,470,547,46,12,1058,3,2,66.7,1,33.3,516,2198,1052,4,3,1,11,1,674,2,El Chadaille BitshiabuRB Leipzig
Eint Frankfurt,Fares Chaibi,525,dz ALG,"MF,FW",de Bundesliga,21,2002,11.3,588,30,108,240,246,34,588,12,7,58.3,3,25.0,288,1412,668,20,13,4,19,7,361,73,Fares ChaibiEint Frankfurt
Crystal Palace,Trevoh Chalobah,526,eng ENG,DF,eng Premier League,25,1999,11.8,594,66,275,276,51,14,594,10,6,60.0,2,20.0,278,1213,661,11,9,1,4,7,317,6,Trevoh ChalobahCrystal Palace
Chelsea,Trevoh Chalobah,527,eng ENG,DF,eng Premier League,25,1999,10.1,774,73,331,389,59,12,774,5,2,40.0,1,20.0,426,1753,772,4,5,1,3,2,574,2,Trevoh ChalobahChelsea
Eint Frankfurt,Timothy Chandler,528,us USA,DF,de Bundesliga,34,1990,0.3,31,1,8,14,9,1,31,1,0,0.0,1,100.0,16,72,45,1,2,0,1,0,21,4,Timothy ChandlerEint Frankfurt
Ipswich Town,Conor Chaplin,529,eng ENG,"MF,FW",eng Premier League,27,1997,9.5,390,7,74,183,138,18,390,8,4,50.0,4,50.0,179,910,467,13,9,0,12,5,264,23,Conor ChaplinIpswich Town
Brest,Brendan Chardonnet,530,fr FRA,DF,fr Ligue 1,29,1994,26.8,1521,219,864,615,46,25,1521,0,0,,0,,810,3593,1835,7,6,1,7,0,948,5,Brendan ChardonnetBrest
Parma,Gabriel Charpentier,531,cg CGO,FW,it Serie A,25,1999,3.0,111,7,22,35,58,12,111,6,2,33.3,3,50.0,55,337,138,6,4,2,16,4,64,16,Gabriel CharpentierParma
Valladolid,Raul Chasco,532,es ESP,DF,es La Liga,20,2003,1.4,74,2,36,32,7,0,74,2,0,0.0,2,100.0,28,103,54,1,0,0,3,1,28,2,Raul ChascoValladolid
Stuttgart,Anrie Chase,533,jp JPN,DF,de Bundesliga,20,2004,8.2,622,65,253,334,40,4,622,5,2,40.0,3,60.0,334,1209,546,6,7,0,4,1,453,2,Anrie ChaseStuttgart
Rayo Vallecano,Pep Chavarria,534,es ESP,"DF,FW",es La Liga,26,1998,28.7,1884,93,602,801,500,31,1884,32,10,31.3,18,56.3,887,4265,2300,59,34,6,39,6,1053,133,Pep ChavarriaRayo Vallecano
Hoffenheim,Arthur Chaves,535,br BRA,DF,de Bundesliga,23,2001,24.3,1513,174,670,746,111,22,1513,10,3,30.0,6,60.0,740,2893,1314,10,17,0,11,11,919,13,Arthur ChavesHoffenheim
Lens,Jhoanner Chavez,536,ec ECU,"DF,MF",fr Ligue 1,22,2002,6.6,373,21,107,145,125,15,373,6,3,50.0,3,50.0,179,853,403,14,6,3,11,8,208,36,Jhoanner ChavezLens
Napoli,Walid Cheddira,537,ma MAR,FW,it Serie A,26,1998,0.1,3,0,0,1,2,0,3,0,0,,0,,1,3,0,0,0,0,0,0,2,1,Walid CheddiraNapoli
Espanyol,Walid Cheddira,538,ma MAR,FW,es La Liga,26,1998,7.1,203,5,21,99,86,33,203,20,4,20.0,14,70.0,108,516,219,8,6,8,25,9,141,34,Walid CheddiraEspanyol
Real Madrid,Chema,539,es ESP,MF,es La Liga,19,2005,0.1,3,0,1,1,1,0,3,0,0,,0,,0,0,0,0,0,0,1,0,0,0,ChemaReal Madrid
Montpellier,Theo Chennahi,540,fr FRA,DF,fr Ligue 1,19,2005,2.0,91,8,39,36,17,1,91,3,0,0.0,3,100.0,31,173,92,1,1,0,1,1,43,3,Theo ChennahiMontpellier
Angers,Sidiki Cherif,541,fr FRA,FW,fr Ligue 1,17,2006,3.6,107,1,7,50,51,12,107,12,3,25.0,8,66.7,71,404,183,8,5,3,11,9,78,16,Sidiki CherifAngers
Lyon,Rayan Cherki,542,fr FRA,"FW,MF",fr Ligue 1,20,2003,22.7,1573,6,120,653,826,132,1573,97,48,49.5,43,44.3,1021,6454,3610,106,91,41,48,43,1234,184,Rayan CherkiLyon
Everton,Youssef Chermiti,543,pt POR,"FW,MF",eng Premier League,20,2004,0.5,15,0,0,6,9,3,15,1,1,100.0,0,0.0,7,21,2,0,0,0,0,1,13,6,Youssef ChermitiEverton
Lille,Lucas Chevalier,544,fr FRA,GK,fr Ligue 1,22,2001,34.0,1150,914,1144,7,0,0,1150,0,0,,0,,736,3821,2320,0,0,0,0,0,645,0,Lucas ChevalierLille
Gladbach,Fabio Chiarodia,545,it ITA,DF,de Bundesliga,19,2005,4.2,298,71,170,119,9,5,298,0,0,,0,,130,562,249,1,0,0,1,0,151,1,Fabio ChiarodiaGladbach
Leganes,Julian Chicco,546,ar ARG,"MF,DF",es La Liga,26,1998,3.4,196,11,47,109,42,3,196,4,2,50.0,1,25.0,92,442,231,8,5,0,12,5,111,7,Julian ChiccoLeganes
Parma,Leandro Chichizola,547,ar ARG,GK,it Serie A,34,1990,1.0,54,45,53,1,0,0,54,0,0,,0,,30,156,107,0,0,0,0,0,31,0,Leandro ChichizolaParma
Liverpool,Federico Chiesa,548,it ITA,FW,eng Premier League,26,1997,1.2,46,2,10,15,21,4,46,2,0,0.0,2,100.0,31,130,58,3,1,1,3,4,33,7,Federico ChiesaLiverpool
Crystal Palace,Ben Chilwell,549,eng ENG,DF,eng Premier League,27,1996,2.9,175,10,63,76,42,3,175,6,2,33.3,3,50.0,68,354,243,5,2,1,4,2,68,15,Ben ChilwellCrystal Palace
Wolves,Chiquinho,550,pt POR,MF,eng Premier League,24,2000,0.1,3,0,0,1,2,1,3,0,0,,0,,1,13,5,0,0,0,0,0,2,0,ChiquinhoWolves
Mallorca,Chiquinho,551,pt POR,"MF,FW",es La Liga,24,2000,1.6,76,0,6,23,48,9,76,13,5,38.5,7,53.8,43,305,96,4,2,1,17,8,49,12,ChiquinhoMallorca
Nantes,Pedro Chirivella,552,es ESP,MF,fr Ligue 1,27,1997,26.1,1740,48,366,1150,240,3,1740,7,3,42.9,4,57.1,946,4091,1939,16,14,1,15,7,1244,25,Pedro ChirivellaNantes
Montpellier,Joris Chotard,553,fr FRA,MF,fr Ligue 1,22,2001,21.0,1012,79,296,560,162,9,1012,16,8,50.0,8,50.0,489,2324,970,20,13,0,15,11,579,35,Joris ChotardMontpellier
Leicester City,Hamza Choudhury,554,bd BAN,"MF,DF",eng Premier League,26,1997,1.5,100,4,19,61,20,3,100,4,3,75.0,1,25.0,63,246,130,4,2,2,1,0,71,6,Hamza ChoudhuryLeicester City
Barcelona,Andreas Christensen,555,dk DEN,DF,es La Liga,28,1996,2.8,246,14,75,160,12,1,246,0,0,,0,,163,791,362,1,3,0,1,0,181,1,Andreas ChristensenBarcelona
Bournemouth,Ryan Christie,556,sct SCO,MF,eng Premier League,29,1995,23.5,1376,74,256,773,372,46,1376,48,23,47.9,22,45.8,726,3802,1773,34,40,8,44,25,777,44,Ryan ChristieBournemouth
Dortmund,Carney Chukwuemeka,557,eng ENG,MF,de Bundesliga,20,2003,2.8,169,1,7,69,95,22,169,13,7,53.8,3,23.1,107,545,313,15,10,9,11,7,119,24,Carney ChukwuemekaDortmund
Milan,Samuel Chukwueze,558,ng NGA,"FW,MF",it Serie A,25,1999,10.3,556,8,62,195,307,54,556,47,26,55.3,20,42.6,369,2763,1494,48,37,20,23,11,406,116,Samuel ChukwuezeMilan
Torino,Aaron Ciammaglichella,559,it ITA,MF,it Serie A,19,2005,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Aaron CiammaglichellaTorino
Las Palmas,Jasper Cillessen,560,nl NED,GK,es La Liga,35,1989,25.9,1079,867,1066,13,0,0,1079,0,0,,0,,609,3115,2050,0,0,0,4,0,514,0,Jasper CillessenLas Palmas
Cagliari,Giuseppe Ciocci,561,it ITA,GK,it Serie A,22,2002,0.1,1,0,1,0,0,0,1,0,0,,0,,1,3,2,0,0,0,0,0,1,0,Giuseppe CiocciCagliari
Parma,Alessandro Circati,562,au AUS,DF,it Serie A,20,2003,6.0,301,69,176,119,7,3,301,0,0,,0,,123,505,262,1,0,0,4,2,158,0,Alessandro CircatiParma
Rayo Vallecano,Pathe Ciss,563,sn SEN,"MF,DF",es La Liga,30,1994,23.8,1449,106,453,854,154,18,1449,23,14,60.9,8,34.8,749,3105,1550,19,24,1,16,20,877,12,Pathe CissRayo Vallecano
Hellas Verona,Alphadjo Cisse,564,it ITA,"FW,MF",it Serie A,17,2006,0.1,11,0,1,6,4,0,11,0,0,,0,,6,15,3,0,0,0,0,0,10,0,Alphadjo CisseHellas Verona
Rennes,Djaoui Cisse,565,fr FRA,MF,fr Ligue 1,20,2004,12.5,755,22,149,436,188,3,755,18,13,72.2,4,22.2,447,2693,1292,16,25,0,14,13,537,14,Djaoui CisseRennes
Leganes,Seydouba Cisse,566,gn GUI,MF,es La Liga,23,2001,27.1,1409,47,273,869,287,28,1409,45,30,66.7,10,22.2,787,3748,1797,26,34,3,32,33,920,42,Seydouba CisseLeganes
Auxerre,Yoann Cisse,567,fr FRA,MF,fr Ligue 1,19,2004,0.1,8,0,0,3,5,0,8,0,0,,0,,4,8,2,0,0,0,1,0,4,2,Yoann CisseAuxerre
Monza,Patrick Ciurria,568,it ITA,"MF,DF",it Serie A,29,1995,12.3,542,22,103,241,202,17,542,12,5,41.7,7,58.3,306,1380,649,19,10,3,18,14,327,52,Patrick CiurriaMonza
Ipswich Town,Harry Clarke,569,eng ENG,DF,eng Premier League,23,2001,4.2,268,18,100,122,47,2,268,2,1,50.0,1,50.0,118,555,222,5,7,0,4,2,163,2,Harry ClarkeIpswich Town
Ipswich Town,Jack Clarke,570,eng ENG,"FW,MF",eng Premier League,23,2000,13.1,553,24,125,229,215,38,553,50,25,50.0,18,36.0,311,2356,1217,39,21,12,25,22,338,57,Jack ClarkeIpswich Town
Augsburg,Alexis Claude-Maurice,571,fr FRA,"MF,FW",de Bundesliga,26,1998,23.4,994,13,112,479,431,64,994,90,42,46.7,40,44.4,619,4039,1888,59,47,9,85,50,727,102,Alexis Claude-MauriceAugsburg
Nice,Jonathan Clauss,572,fr FRA,"DF,MF",fr Ligue 1,31,1992,25.6,1675,78,384,638,669,68,1675,28,11,39.3,16,57.1,747,3445,1994,53,26,9,36,8,899,160,Jonathan ClaussNice
Girona,Silvi Clua,573,es ESP,MF,es La Liga,19,2005,1.8,116,8,32,72,16,3,116,4,2,50.0,2,50.0,61,495,217,4,3,1,1,0,77,3,Silvi CluaGirona
Crystal Palace,Nathaniel Clyne,574,eng ENG,"DF,MF",eng Premier League,33,1991,5.4,273,18,111,125,37,3,273,1,0,0.0,1,100.0,158,651,314,6,2,3,5,2,178,8,Nathaniel ClyneCrystal Palace
Leicester City,Conor Coady,575,eng ENG,DF,eng Premier League,31,1993,19.0,1210,234,689,503,20,8,1210,2,1,50.0,1,50.0,789,3430,1820,3,3,1,4,3,878,0,Conor CoadyLeicester City
Nantes,Marcus Coco,576,fr FRA,DF,fr Ligue 1,28,1996,10.6,608,47,198,295,119,4,608,10,3,30.0,7,70.0,297,1329,583,12,9,1,11,6,345,40,Marcus CocoNantes
Torino,Saul Coco,577,gq EQG,DF,it Serie A,25,1999,31.6,1879,241,863,961,65,17,1879,9,7,77.8,2,22.2,1135,5790,3043,17,8,0,13,2,1227,3,Saul CocoTorino
Everton,Seamus Coleman,578,ie IRL,DF,eng Premier League,35,1988,2.4,121,12,42,54,26,3,121,5,4,80.0,1,20.0,54,310,177,1,2,0,1,1,68,7,Seamus ColemanEverton
Brentford,Nathan Collins,579,ie IRL,DF,eng Premier League,23,2001,38.0,2435,385,1275,1002,169,69,2435,12,6,50.0,5,41.7,1289,6994,4130,32,12,1,20,8,1490,18,Nathan CollinsBrentford
Eint Frankfurt,Nnamdi Collins,580,de GER,DF,de Bundesliga,20,2004,16.5,1107,85,411,541,159,19,1107,34,12,35.3,18,52.9,623,3297,1420,30,21,6,17,11,690,42,Nnamdi CollinsEint Frankfurt
Manchester Utd,Toby Collyer,581,eng ENG,MF,eng Premier League,20,2004,2.0,129,9,46,59,25,3,129,2,1,50.0,1,50.0,68,239,56,0,0,0,11,1,71,2,Toby CollyerManchester Utd
Empoli,Lorenzo Colombo,582,it ITA,"FW,MF",it Serie A,22,2002,24.8,837,18,77,417,355,83,836,50,24,48.0,25,50.0,438,2185,856,27,28,10,88,52,547,116,Lorenzo ColomboEmpoli
Fiorentina,Andrea Colpani,583,it ITA,"FW,MF",it Serie A,25,1999,16.1,609,9,62,251,299,49,609,27,12,44.4,13,48.1,395,2413,1094,37,35,13,26,22,449,129,Andrea ColpaniFiorentina
Chelsea,Levi Colwill,584,eng ENG,DF,eng Premier League,21,2003,35.0,2904,383,1363,1417,140,36,2904,12,6,50.0,5,41.7,1621,7389,4028,14,12,1,14,8,2092,12,Levi ColwillChelsea
Cagliari,Florinel Coman,585,ro ROU,"FW,MF",it Serie A,26,1998,2.9,121,2,23,50,50,8,121,5,2,40.0,2,40.0,84,472,178,5,8,2,12,6,98,22,Florinel ComanCagliari
Bayern Munich,Kingsley Coman,586,fr FRA,FW,de Bundesliga,28,1996,14.2,934,13,84,323,537,85,934,74,39,52.7,31,41.9,606,3834,1867,66,33,28,28,18,733,215,Kingsley ComanBayern Munich
Valladolid,Eray Comert,587,ch SUI,"DF,MF",es La Liga,26,1998,19.8,1114,132,613,474,32,7,1114,4,4,100.0,0,0.0,599,3025,1543,9,3,0,16,2,728,5,Eray ComertValladolid
Villarreal,Santi Comesana,588,es ESP,MF,es La Liga,27,1996,28.4,1734,110,453,958,333,64,1734,34,18,52.9,14,41.2,903,4242,2451,39,30,6,35,44,1149,58,Santi ComesanaVillarreal
Fiorentina,Pietro Comuzzo,589,it ITA,DF,it Serie A,19,2005,24.4,1533,170,730,744,63,9,1533,2,0,0.0,2,100.0,892,3728,1815,14,11,1,15,4,982,12,Pietro ComuzzoFiorentina
Juventus,Francisco Conceicao,590,pt POR,"FW,MF",it Serie A,21,2002,14.9,739,11,87,244,425,92,739,79,35,44.3,37,46.8,548,4309,2292,95,32,59,35,22,581,143,Francisco ConceicaoJuventus
Villarreal,Diego Conde,591,es ESP,GK,es La Liga,25,1998,21.8,696,602,691,5,0,0,696,0,0,,0,,393,1972,1157,0,0,0,1,0,347,0,Diego CondeVillarreal
Alaves,Tomas Conechny,592,ar ARG,"FW,MF",es La Liga,26,1998,9.4,457,10,66,197,196,34,457,13,6,46.2,7,53.8,249,1056,413,14,18,2,31,9,307,61,Tomas ConechnyAlaves
Le Havre,Alois Confais,593,fr FRA,MF,fr Ligue 1,27,1996,0.0,2,0,1,1,0,0,2,0,0,,0,,1,1,0,0,0,0,0,0,1,0,Alois ConfaisLe Havre
Heidenheim,Sirlord Conteh,594,de GER,"FW,MF",de Bundesliga,28,1996,9.9,301,4,38,120,152,34,301,13,6,46.2,6,46.2,195,1243,705,29,11,12,23,8,218,75,Sirlord ContehHeidenheim
Bournemouth,Lewis Cook,595,eng ENG,"MF,DF",eng Premier League,27,1997,33.1,1900,87,440,1010,470,20,1900,20,13,65.0,7,35.0,825,4125,2159,33,29,4,31,18,965,52,Lewis CookBournemouth
Mallorca,Copete,596,es ESP,DF,es La Liga,24,1999,17.0,987,167,512,446,31,12,987,5,4,80.0,0,0.0,518,2416,1360,10,3,0,7,2,590,2,CopeteMallorca
Hellas Verona,Diego Coppola,597,it ITA,DF,it Serie A,20,2003,32.5,1576,185,839,708,40,23,1576,5,1,20.0,4,80.0,749,3707,1419,4,4,0,10,5,793,3,Diego CoppolaHellas Verona
Nantes,Francis Coquelin,598,fr FRA,MF,fr Ligue 1,33,1991,2.5,128,5,23,75,30,6,128,1,1,100.0,0,0.0,62,197,95,3,2,1,3,2,79,2,Francis CoquelinNantes
Valencia,Iker Cordoba,599,es ESP,DF,es La Liga,18,2005,0.2,12,2,5,6,1,0,12,0,0,,0,,7,36,27,0,0,0,0,0,10,1,Iker CordobaValencia
Marseille,Derek Cornelius,600,ca CAN,DF,fr Ligue 1,26,1997,15.8,1493,107,532,883,81,14,1493,2,0,0.0,2,100.0,1012,4273,2384,10,13,0,8,2,1163,11,Derek CorneliusMarseille
Southampton,Maxwel Cornet,601,ci CIV,FW,eng Premier League,27,1996,0.8,34,1,8,14,13,2,34,1,0,0.0,1,100.0,16,73,26,1,0,1,3,0,23,5,Maxwel CornetSouthampton
Genoa,Maxwel Cornet,602,ci CIV,"FW,MF",it Serie A,27,1996,2.7,97,2,11,42,45,13,97,9,3,33.3,5,55.6,54,307,154,8,7,5,5,3,72,26,Maxwel CornetGenoa
Saint-Etienne,Pierre Cornud,603,fr FRA,DF,fr Ligue 1,27,1996,6.4,397,41,171,154,78,0,397,7,2,28.6,5,71.4,190,838,459,11,8,0,4,2,212,17,Pierre CornudSaint-Etienne
Atletico Madrid,Angel Correa,604,ar ARG,"FW,MF",es La Liga,29,1995,8.9,419,4,54,129,243,82,419,38,13,34.2,24,63.2,276,1444,768,30,20,13,29,16,303,85,Angel CorreaAtletico Madrid
Inter,Joaquin Correa,605,ar ARG,"FW,MF",it Serie A,29,1994,8.1,438,5,40,216,188,39,438,10,6,60.0,4,40.0,295,1432,680,22,17,4,13,5,353,45,Joaquin CorreaInter
Valencia,Thierry Correia,606,pt POR,DF,es La Liga,25,1999,8.5,555,29,177,215,170,12,555,23,8,34.8,12,52.2,240,1328,785,16,9,6,17,0,293,48,Thierry CorreiaValencia
Juventus,Alberto costa,607,pt POR,DF,it Serie A,20,2003,4.0,276,13,81,113,85,14,276,11,4,36.4,6,54.5,148,692,407,8,6,3,9,0,170,25,Alberto costaJuventus
Getafe,Coba da Costa,608,es ESP,"MF,FW",es La Liga,22,2002,11.2,504,10,75,191,245,47,504,56,19,33.9,33,58.9,261,2137,1076,46,23,25,26,23,294,83,Coba da CostaGetafe
