League,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,PlSqu
EFL Championship,Sunderland,Leo Fuhr Hjelde,no NOR,DF,20.0,4.6,243.0,205.0,37.0,4.0,0.0,0.0,6,33.0,0.0,0.0,0.0,0.0,181.0,1.0,2.0,Leo Fuhr HjeldeSunderland
EFL Championship,Sunderland,Simon Moore,eng ENG,GK,34.0,4.0,119.0,87.0,32.0,7.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,Simon MooreSunderland
EFL Championship,Sunderland,Adil Aouchiche,fr FRA,"FW,MF",22.0,3.3,142.0,120.0,22.0,6.0,0.0,0.0,32,2.0,14.0,8.0,5.0,0.0,90.0,0.0,2.0,Adil AouchicheSunderland
EFL Championship,Sunderland,Milan Aleksic,rs SRB,"MF,FW",18.0,3.2,106.0,103.0,1.0,0.0,1.0,2.0,6,1.0,0.0,0.0,0.0,0.0,69.0,2.0,4.0,Milan AleksicSunderland
EFL Championship,Sunderland,Salis Abdul Samed,gh GHA,MF,24.0,3.1,162.0,157.0,4.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,145.0,1.0,4.0,Salis Abdul SamedSunderland
EFL Championship,Sunderland,Aaron Connolly,ie IRL,"FW,MF",24.0,2.7,18.0,16.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,Aaron ConnollySunderland
EFL Championship,Sunderland,Jack Clarke,eng ENG,FW,23.0,2.0,68.0,54.0,12.0,5.0,0.0,0.0,7,3.0,4.0,0.0,2.0,0.0,52.0,2.0,0.0,Jack ClarkeSunderland
EFL Championship,Sunderland,Harrison Jones,eng ENG,MF,19.0,1.5,60.0,52.0,8.0,1.0,0.0,0.0,6,0.0,7.0,5.0,0.0,0.0,50.0,0.0,1.0,Harrison JonesSunderland
EFL Championship,Sunderland,Joe Anderson,eng ENG,DF,23.0,1.1,82.0,75.0,6.0,1.0,0.0,1.0,4,5.0,0.0,0.0,0.0,0.0,61.0,1.0,1.0,Joe AndersonSunderland
EFL Championship,Sunderland,Ian Poveda,eng ENG,"FW,MF",24.0,1.0,34.0,31.0,3.0,0.0,0.0,1.0,4,1.0,2.0,1.0,0.0,0.0,25.0,0.0,4.0,Ian PovedaSunderland
EFL Championship,Sunderland,Nazariy Rusyn,ua UKR,FW,25.0,0.8,13.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,Nazariy RusynSunderland
EFL Championship,Sunderland,Jenson Seelt,nl NED,DF,21.0,0.2,26.0,25.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,Jenson SeeltSunderland
EFL Championship,Sunderland,Nectarios Triantis,au AUS,FW,21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nectarios TriantisSunderland
EFL Championship,Sunderland,Opponent Total,,,25.8,46.0,21629.0,19441.0,2124.0,548.0,32.0,84.0,794,931.0,197.0,80.0,62.0,2.0,17027.0,64.0,391.0,Opponent TotalSunderland
EFL Championship,Coventry City,Milan van Ewijk,nl NED,DF,23.0,44.6,2310.0,1874.0,433.0,24.0,1.0,10.0,131,409.0,0.0,0.0,0.0,0.0,1763.0,3.0,53.0,Milan van EwijkCoventry City
EFL Championship,Coventry City,Jack Rudoni,eng ENG,MF,24.0,38.9,1831.0,1571.0,248.0,54.0,6.0,4.0,289,16.0,143.0,98.0,30.0,5.0,1311.0,12.0,61.0,Jack RudoniCoventry City
EFL Championship,Coventry City,Bobby Thomas,eng ENG,DF,,37.0,2292.0,2206.0,80.0,63.0,2.0,19.0,3,8.0,0.0,0.0,0.0,0.0,1872.0,6.0,13.0,Bobby ThomasCoventry City
EFL Championship,Coventry City,Tatsuhiro Sakamoto,jp JPN,"FW,MF",27.0,28.7,859.0,831.0,24.0,2.0,5.0,4.0,73,13.0,6.0,6.0,0.0,0.0,639.0,4.0,36.0,Tatsuhiro SakamotoCoventry City
EFL Championship,Coventry City,Joel Latibeaudiere,jm JAM,DF,24.0,28.6,1660.0,1565.0,92.0,51.0,2.0,12.0,9,27.0,0.0,0.0,0.0,0.0,1450.0,3.0,8.0,Joel LatibeaudiereCoventry City
EFL Championship,Coventry City,Oliver Dovin,se SWE,GK,22.0,27.4,947.0,713.0,234.0,84.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,712.0,0.0,0.0,Oliver DovinCoventry City
EFL Championship,Coventry City,Ellis Simms,eng ENG,FW,23.0,25.4,344.0,337.0,6.0,0.0,1.0,1.0,13,0.0,0.0,0.0,0.0,0.0,209.0,1.0,12.0,Ellis SimmsCoventry City
EFL Championship,Coventry City,Liam Kitching,eng ENG,DF,24.0,25.4,1335.0,1283.0,48.0,33.0,1.0,10.0,6,7.0,0.0,0.0,0.0,0.0,1078.0,4.0,7.0,Liam KitchingCoventry City
EFL Championship,Coventry City,Josh Eccles,eng ENG,MF,24.0,26.0,1289.0,1235.0,49.0,27.0,6.0,12.0,40,8.0,13.0,8.0,0.0,0.0,1029.0,5.0,29.0,Josh EcclesCoventry City
EFL Championship,Coventry City,Victor Torp,dk DEN,MF,25.0,23.4,1108.0,964.0,137.0,31.0,3.0,1.0,112,5.0,80.0,56.0,12.0,0.0,819.0,7.0,22.0,Victor TorpCoventry City
EFL Championship,Coventry City,Ben Sheaf,eng ENG,MF,26.0,23.7,1446.0,1411.0,27.0,23.0,5.0,5.0,23,3.0,0.0,0.0,0.0,0.0,1230.0,8.0,24.0,Ben SheafCoventry City
EFL Championship,Coventry City,Jake Bidwell,eng ENG,DF,31.0,22.9,1111.0,862.0,244.0,8.0,1.0,1.0,84,236.0,0.0,0.0,0.0,0.0,807.0,5.0,30.0,Jake BidwellCoventry City
EFL Championship,Coventry City,Haji Wright,us USA,FW,26.0,21.6,391.0,378.0,11.0,2.0,3.0,0.0,32,2.0,0.0,0.0,0.0,0.0,260.0,2.0,25.0,Haji WrightCoventry City
EFL Championship,Coventry City,Luis Binks,eng ENG,DF,22.0,20.6,1398.0,1321.0,74.0,32.0,0.0,20.0,8,20.0,0.0,0.0,0.0,0.0,1162.0,3.0,4.0,Luis BinksCoventry City
EFL Championship,Coventry City,Jay Dasilva,wls WAL,DF,26.0,20.1,1144.0,938.0,199.0,10.0,0.0,2.0,49,189.0,0.0,0.0,0.0,0.0,926.0,7.0,16.0,Jay DasilvaCoventry City
EFL Championship,Coventry City,Ephron Mason-Clark,eng ENG,"FW,MF",24.0,18.1,417.0,406.0,9.0,5.0,0.0,2.0,52,3.0,0.0,0.0,0.0,0.0,310.0,2.0,10.0,Ephron Mason-ClarkCoventry City
EFL Championship,Coventry City,Matt Grimes,eng ENG,MF,29.0,15.2,1101.0,983.0,113.0,59.0,0.0,7.0,57,2.0,30.0,14.0,15.0,1.0,962.0,5.0,3.0,Matt GrimesCoventry City
EFL Championship,Coventry City,Brandon Thomas-Asante,gh GHA,FW,25.0,16.1,254.0,251.0,2.0,0.0,1.0,1.0,17,0.0,0.0,0.0,0.0,0.0,164.0,1.0,12.0,Brandon Thomas-AsanteCoventry City
EFL Championship,Coventry City,Bradley Collins,eng ENG,GK,27.0,14.6,507.0,364.0,141.0,51.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,346.0,2.0,0.0,Bradley CollinsCoventry City
EFL Championship,Coventry City,Jamie Allen,eng ENG,MF,29.0,11.2,419.0,412.0,6.0,4.0,1.0,2.0,0,1.0,0.0,0.0,0.0,0.0,364.0,1.0,5.0,Jamie AllenCoventry City
EFL Championship,Coventry City,Norman Bassette,be BEL,FW,19.0,10.1,83.0,77.0,6.0,0.0,1.0,2.0,11,2.0,0.0,0.0,0.0,0.0,50.0,0.0,3.0,Norman BassetteCoventry City
EFL Championship,Coventry City,Ben Wilson,eng ENG,GK,31.0,4.0,136.0,106.0,30.0,12.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,Ben WilsonCoventry City
EFL Championship,Coventry City,Jamie Paterson,eng ENG,"FW,MF",32.0,0.9,54.0,52.0,1.0,0.0,0.0,0.0,4,1.0,0.0,0.0,0.0,0.0,36.0,1.0,2.0,Jamie PatersonCoventry City
EFL Championship,Coventry City,Kasey Palmer,jm JAM,"MF,FW",27.0,0.6,28.0,27.0,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,Kasey PalmerCoventry City
EFL Championship,Coventry City,Raphael Borges Rodrigues,au AUS,"MF,FW",20.0,0.1,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Raphael Borges RodriguesCoventry City
EFL Championship,Coventry City,Fabio Tavares,eng ENG,FW,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fabio TavaresCoventry City
EFL Championship,Coventry City,Opponent Total,,,26.0,46.0,19062.0,16720.0,2214.0,567.0,46.0,103.0,758,936.0,257.0,138.0,55.0,9.0,14336.0,128.0,348.0,Opponent TotalCoventry City
EFL Championship,Bristol City,Jason Knight,ie IRL,MF,23.0,46.0,2711.0,2604.0,99.0,73.0,4.0,17.0,47,16.0,4.0,1.0,0.0,0.0,2218.0,8.0,57.0,Jason KnightBristol City
EFL Championship,Bristol City,Max O'Leary,ie IRL,GK,27.0,46.0,1445.0,1075.0,361.0,141.0,0.0,8.0,0,1.0,0.0,0.0,0.0,0.0,861.0,9.0,1.0,Max O'LearyBristol City
EFL Championship,Bristol City,Zak Vyner,ke KEN,DF,27.0,46.0,2972.0,2620.0,348.0,64.0,2.0,26.0,35,284.0,0.0,0.0,0.0,0.0,2327.0,4.0,34.0,Zak VynerBristol City
EFL Championship,Bristol City,Max Bird,eng ENG,MF,23.0,38.7,1719.0,1547.0,165.0,50.0,18.0,5.0,124,6.0,84.0,50.0,19.0,2.0,1315.0,7.0,33.0,Max BirdBristol City
EFL Championship,Bristol City,Robert Dickie,eng ENG,DF,28.0,34.7,1984.0,1871.0,108.0,35.0,0.0,3.0,0,6.0,0.0,0.0,0.0,0.0,1666.0,5.0,6.0,Robert DickieBristol City
EFL Championship,Bristol City,Anis Mehmeti,al ALB,"FW,MF",23.0,28.4,718.0,684.0,31.0,4.0,4.0,2.0,68,9.0,16.0,2.0,0.0,0.0,509.0,3.0,29.0,Anis MehmetiBristol City
EFL Championship,Bristol City,Cameron Pring,eng ENG,"DF,MF",26.0,24.8,1436.0,1174.0,256.0,22.0,0.0,1.0,53,232.0,2.0,0.0,0.0,0.0,1032.0,6.0,25.0,Cameron PringBristol City
EFL Championship,Bristol City,Luke McNally,ie IRL,DF,24.0,25.8,1155.0,1077.0,75.0,25.0,1.0,7.0,2,32.0,0.0,0.0,0.0,0.0,892.0,3.0,12.0,Luke McNallyBristol City
EFL Championship,Bristol City,Scott Twine,eng ENG,"FW,MF",25.0,23.5,803.0,646.0,152.0,43.0,14.0,1.0,98,11.0,72.0,28.0,33.0,1.0,610.0,5.0,16.0,Scott TwineBristol City
EFL Championship,Bristol City,Nahki Wells,bm BER,FW,34.0,22.8,493.0,469.0,23.0,1.0,2.0,0.0,29,4.0,1.0,0.0,0.0,0.0,332.0,1.0,22.0,Nahki WellsBristol City
EFL Championship,Bristol City,George Tanner,eng ENG,DF,24.0,22.2,1272.0,1057.0,210.0,16.0,2.0,3.0,35,194.0,0.0,0.0,0.0,0.0,1011.0,5.0,20.0,George TannerBristol City
EFL Championship,Bristol City,Mark Sykes,ie IRL,"MF,DF",26.0,19.0,759.0,722.0,34.0,6.0,1.0,3.0,78,19.0,9.0,0.0,0.0,0.0,537.0,3.0,34.0,Mark SykesBristol City
EFL Championship,Bristol City,Ross McCrorie,sct SCO,"DF,MF",26.0,16.4,548.0,489.0,57.0,3.0,1.0,0.0,37,54.0,0.0,0.0,0.0,0.0,377.0,2.0,12.0,Ross McCrorieBristol City
EFL Championship,Bristol City,Joe Williams,eng ENG,MF,27.0,15.7,1055.0,997.0,56.0,29.0,2.0,7.0,59,1.0,26.0,9.0,7.0,1.0,866.0,2.0,12.0,Joe WilliamsBristol City
EFL Championship,Bristol City,Yu Hirakawa,jp JPN,"FW,MF",23.0,18.4,620.0,576.0,43.0,8.0,2.0,4.0,84,15.0,20.0,8.0,7.0,0.0,472.0,1.0,17.0,Yu HirakawaBristol City
EFL Championship,Bristol City,Sinclair Armstrong,ie IRL,FW,21.0,17.3,242.0,223.0,18.0,0.0,0.0,0.0,4,3.0,0.0,0.0,0.0,0.0,187.0,1.0,5.0,Sinclair ArmstrongBristol City
EFL Championship,Bristol City,Haydon Roberts,eng ENG,"DF,MF",22.0,18.2,846.0,668.0,175.0,12.0,0.0,2.0,59,163.0,0.0,0.0,0.0,0.0,589.0,3.0,25.0,Haydon RobertsBristol City
EFL Championship,Bristol City,George Earthy,eng ENG,"MF,FW",19.0,16.2,607.0,568.0,35.0,5.0,2.0,1.0,24,12.0,12.0,1.0,1.0,0.0,502.0,4.0,21.0,George EarthyBristol City
EFL Championship,Bristol City,Marcus McGuane,eng ENG,MF,25.0,11.8,505.0,492.0,12.0,10.0,1.0,1.0,4,2.0,0.0,0.0,0.0,0.0,445.0,1.0,14.0,Marcus McGuaneBristol City
EFL Championship,Bristol City,Fally Mayulu,fr FRA,FW,22.0,4.5,80.0,77.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,3.0,Fally MayuluBristol City
EFL Championship,Bristol City,Kal Naismith,sct SCO,DF,32.0,3.2,189.0,169.0,18.0,9.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,164.0,2.0,1.0,Kal NaismithBristol City
EFL Championship,Bristol City,Sam Bell,eng ENG,"FW,DF",22.0,4.9,149.0,139.0,8.0,0.0,0.0,0.0,15,5.0,2.0,0.0,0.0,0.0,102.0,2.0,6.0,Sam BellBristol City
EFL Championship,Bristol City,Elijah Morrison,eng ENG,DF,18.0,0.4,15.0,10.0,5.0,0.0,0.0,0.0,2,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Elijah MorrisonBristol City
EFL Championship,Bristol City,Harry Cornick,eng ENG,"FW,MF",29.0,0.4,14.0,13.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,Harry CornickBristol City
EFL Championship,Bristol City,Opponent Total,,,25.8,46.0,21539.0,19286.0,2175.0,514.0,54.0,106.0,727,1024.0,191.0,116.0,45.0,4.0,16563.0,78.0,341.0,Opponent TotalBristol City
EFL Championship,Blackburn Rovers,Dominic Hyam,sct SCO,DF,28.0,46.0,2407.0,2261.0,141.0,65.0,0.0,21.0,3,4.0,0.0,0.0,0.0,0.0,1982.0,5.0,20.0,Dominic HyamBlackburn Rovers
EFL Championship,Blackburn Rovers,Aynsley Pears,eng ENG,GK,26.0,40.0,1271.0,946.0,318.0,125.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,804.0,7.0,1.0,Aynsley PearsBlackburn Rovers
EFL Championship,Blackburn Rovers,Tyrhys Dolan,eng ENG,"FW,MF",22.0,35.3,1017.0,977.0,35.0,2.0,4.0,4.0,66,5.0,8.0,3.0,0.0,0.0,775.0,5.0,42.0,Tyrhys DolanBlackburn Rovers
EFL Championship,Blackburn Rovers,Lewis Travis,eng ENG,MF,26.0,35.7,1666.0,1580.0,76.0,54.0,4.0,30.0,19,17.0,0.0,0.0,0.0,0.0,1395.0,10.0,30.0,Lewis TravisBlackburn Rovers
EFL Championship,Blackburn Rovers,Sondre Tronstad,no NOR,MF,28.0,34.8,1625.0,1579.0,43.0,31.0,2.0,12.0,12,6.0,0.0,0.0,0.0,0.0,1426.0,3.0,17.0,Sondre TronstadBlackburn Rovers
EFL Championship,Blackburn Rovers,Danny Batth,eng ENG,DF,33.0,33.4,1549.0,1463.0,83.0,30.0,0.0,15.0,0,1.0,0.0,0.0,0.0,0.0,1237.0,3.0,7.0,Danny BatthBlackburn Rovers
EFL Championship,Blackburn Rovers,Ryan Hedges,wls WAL,FW,29.0,28.5,917.0,860.0,54.0,7.0,2.0,4.0,79,35.0,10.0,6.0,2.0,0.0,636.0,3.0,37.0,Ryan HedgesBlackburn Rovers
EFL Championship,Blackburn Rovers,Callum Brittain,eng ENG,DF,26.0,29.5,1562.0,1252.0,299.0,27.0,3.0,9.0,123,262.0,10.0,7.0,2.0,0.0,1209.0,11.0,36.0,Callum BrittainBlackburn Rovers
EFL Championship,Blackburn Rovers,Todd Cantwell,eng ENG,"MF,FW",26.0,27.5,1350.0,1166.0,171.0,61.0,12.0,13.0,137,14.0,79.0,34.0,31.0,5.0,1016.0,13.0,21.0,Todd CantwellBlackburn Rovers
EFL Championship,Blackburn Rovers,Yuki Ohashi,jp JPN,"FW,MF",28.0,24.7,479.0,457.0,19.0,0.0,2.0,4.0,18,2.0,0.0,0.0,0.0,0.0,314.0,3.0,26.0,Yuki OhashiBlackburn Rovers
EFL Championship,Blackburn Rovers,Makhtar Gueye,sn SEN,FW,26.0,24.4,519.0,504.0,10.0,0.0,5.0,6.0,11,1.0,0.0,0.0,0.0,0.0,275.0,5.0,14.0,Makhtar GueyeBlackburn Rovers
EFL Championship,Blackburn Rovers,Owen Beck,wls WAL,"DF,FW",21.0,20.8,926.0,664.0,259.0,33.0,2.0,4.0,72,185.0,41.0,15.0,14.0,1.0,670.0,3.0,23.0,Owen BeckBlackburn Rovers
EFL Championship,Blackburn Rovers,Hayden Carter,eng ENG,DF,24.0,15.1,848.0,772.0,72.0,7.0,0.0,9.0,13,65.0,0.0,0.0,0.0,0.0,686.0,4.0,9.0,Hayden CarterBlackburn Rovers
EFL Championship,Blackburn Rovers,Andreas Weimann,at AUT,"FW,MF",32.0,15.7,366.0,354.0,11.0,1.0,4.0,0.0,15,3.0,0.0,0.0,0.0,0.0,281.0,1.0,7.0,Andreas WeimannBlackburn Rovers
EFL Championship,Blackburn Rovers,Yuri Ribeiro,pt POR,DF,27.0,15.0,928.0,711.0,213.0,22.0,2.0,4.0,74,168.0,23.0,22.0,0.0,0.0,682.0,4.0,30.0,Yuri RibeiroBlackburn Rovers
EFL Championship,Blackburn Rovers,Joe Rankin-Costello,eng ENG,"DF,FW",25.0,13.9,556.0,445.0,107.0,7.0,2.0,7.0,26,98.0,0.0,0.0,0.0,0.0,382.0,4.0,14.0,Joe Rankin-CostelloBlackburn Rovers
EFL Championship,Blackburn Rovers,Harry Pickering,eng ENG,DF,25.0,11.5,586.0,463.0,120.0,12.0,1.0,5.0,45,99.0,9.0,6.0,2.0,1.0,462.0,3.0,10.0,Harry PickeringBlackburn Rovers
EFL Championship,Blackburn Rovers,John Buckley,eng ENG,MF,24.0,9.5,575.0,526.0,45.0,30.0,2.0,6.0,22,4.0,11.0,1.0,3.0,2.0,439.0,4.0,12.0,John BuckleyBlackburn Rovers
EFL Championship,Blackburn Rovers,Lewis Baker,eng ENG,"MF,FW",29.0,6.6,233.0,206.0,26.0,17.0,2.0,1.0,7,0.0,6.0,3.0,2.0,0.0,191.0,1.0,1.0,Lewis BakerBlackburn Rovers
EFL Championship,Blackburn Rovers,Amario Duberry,eng ENG,"FW,MF",19.0,8.0,248.0,238.0,7.0,1.0,0.0,1.0,16,2.0,2.0,1.0,0.0,0.0,198.0,3.0,5.0,Amario DuberryBlackburn Rovers
EFL Championship,Blackburn Rovers,Balazs Toth,hu HUN,GK,26.0,6.0,194.0,121.0,73.0,26.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,Balazs TothBlackburn Rovers
EFL Championship,Blackburn Rovers,Adam Forshaw,eng ENG,MF,32.0,6.3,307.0,294.0,13.0,6.0,1.0,5.0,3,3.0,0.0,0.0,0.0,0.0,255.0,0.0,3.0,Adam ForshawBlackburn Rovers
EFL Championship,Blackburn Rovers,Dion Sanderson,eng ENG,DF,24.0,6.3,305.0,293.0,12.0,4.0,0.0,3.0,0,8.0,0.0,0.0,0.0,0.0,262.0,0.0,4.0,Dion SandersonBlackburn Rovers
EFL Championship,Blackburn Rovers,Cauley Woodrow,eng ENG,"MF,FW",29.0,2.5,96.0,95.0,1.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,73.0,0.0,3.0,Cauley WoodrowBlackburn Rovers
EFL Championship,Blackburn Rovers,Augustus Kargbo,sl SLE,FW,24.0,2.1,39.0,39.0,0.0,0.0,1.0,0.0,8,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0,Augustus KargboBlackburn Rovers
EFL Championship,Blackburn Rovers,Emmanuel Dennis,ng NGA,"FW,MF",26.0,1.8,61.0,59.0,2.0,0.0,0.0,0.0,2,1.0,1.0,0.0,0.0,0.0,53.0,0.0,0.0,Emmanuel DennisBlackburn Rovers
EFL Championship,Blackburn Rovers,Kristi Montgomery,sct SCO,DF,20.0,1.5,63.0,49.0,14.0,0.0,0.0,0.0,2,14.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,Kristi MontgomeryBlackburn Rovers
EFL Championship,Blackburn Rovers,Harry Leonard,eng ENG,"FW,MF",20.0,1.7,38.0,37.0,1.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,Harry LeonardBlackburn Rovers
EFL Championship,Blackburn Rovers,Arnor Sigurdsson,is ISL,"FW,MF",25.0,0.7,26.0,23.0,3.0,1.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,Arnor SigurdssonBlackburn Rovers
EFL Championship,Blackburn Rovers,Sammie Szmodics,ie IRL,MF,28.0,0.3,3.0,2.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Sammie SzmodicsBlackburn Rovers
EFL Championship,Blackburn Rovers,Igor Tyjon,eng ENG,FW,16.0,0.1,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Igor TyjonBlackburn Rovers
EFL Championship,Blackburn Rovers,Leonard Duru,eng ENG,DF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leonard DuruBlackburn Rovers
EFL Championship,Blackburn Rovers,Kyle McFadzean,sct SCO,FW,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyle McFadzeanBlackburn Rovers
EFL Championship,Blackburn Rovers,Opponent Total,,,25.7,46.0,21600.0,19201.0,2332.0,652.0,24.0,111.0,923,1044.0,251.0,125.0,83.0,6.0,16597.0,67.0,431.0,Opponent TotalBlackburn Rovers
EFL Championship,Millwall,Casper de Norre,be BEL,MF,27.0,40.1,1469.0,1385.0,80.0,21.0,1.0,13.0,25,3.0,0.0,0.0,0.0,0.0,1182.0,4.0,32.0,Casper de NorreMillwall
EFL Championship,Millwall,Lukas Jensen,dk DEN,GK,25.0,41.0,1150.0,720.0,426.0,162.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,515.0,4.0,1.0,Lukas JensenMillwall
EFL Championship,Millwall,Japhet Tanganga,eng ENG,DF,25.0,39.5,1367.0,1326.0,36.0,16.0,2.0,13.0,6,20.0,0.0,0.0,0.0,0.0,1057.0,5.0,17.0,Japhet TangangaMillwall
EFL Championship,Millwall,Joe Bryan,eng ENG,DF,30.0,36.4,1818.0,1233.0,573.0,119.0,0.0,19.0,164,375.0,79.0,43.0,28.0,6.0,1306.0,12.0,37.0,Joe BryanMillwall
EFL Championship,Millwall,George Saville,nir NIR,MF,31.0,36.7,1339.0,1159.0,171.0,81.0,4.0,9.0,127,7.0,72.0,27.0,30.0,9.0,933.0,9.0,27.0,George SavilleMillwall
EFL Championship,Millwall,Jake Cooper,eng ENG,DF,29.0,35.5,1351.0,1314.0,25.0,23.0,1.0,25.0,1,2.0,0.0,0.0,0.0,0.0,1006.0,12.0,9.0,Jake CooperMillwall
EFL Championship,Millwall,Ryan Leonard,eng ENG,DF,32.0,29.2,1462.0,1032.0,424.0,60.0,1.0,7.0,61,364.0,0.0,0.0,0.0,0.0,898.0,6.0,40.0,Ryan LeonardMillwall
EFL Championship,Millwall,George Honeyman,eng ENG,"MF,FW",29.0,26.9,805.0,715.0,81.0,27.0,1.0,5.0,117,2.0,51.0,34.0,13.0,1.0,529.0,9.0,33.0,George HoneymanMillwall
EFL Championship,Millwall,Romain Esse,eng ENG,"FW,MF",19.0,22.4,572.0,563.0,4.0,1.0,5.0,4.0,69,2.0,1.0,0.0,1.0,0.0,356.0,5.0,26.0,Romain EsseMillwall
EFL Championship,Millwall,Mihailo Ivanovic,rs SRB,"FW,MF",19.0,24.2,424.0,412.0,9.0,0.0,1.0,2.0,13,0.0,0.0,0.0,0.0,0.0,229.0,3.0,15.0,Mihailo IvanovicMillwall
EFL Championship,Millwall,Femi Azeez,eng ENG,FW,23.0,21.2,570.0,561.0,5.0,0.0,4.0,2.0,80,5.0,0.0,0.0,0.0,0.0,329.0,4.0,39.0,Femi AzeezMillwall
EFL Championship,Millwall,Duncan Watmore,eng ENG,"FW,MF",30.0,17.5,304.0,294.0,8.0,0.0,4.0,0.0,11,3.0,0.0,0.0,0.0,0.0,208.0,2.0,19.0,Duncan WatmoreMillwall
EFL Championship,Millwall,Tristan Crama,fr FRA,DF,22.0,18.2,786.0,611.0,171.0,1.0,1.0,0.0,51,170.0,0.0,0.0,0.0,0.0,466.0,4.0,15.0,Tristan CramaMillwall
EFL Championship,Millwall,Macaulay Langstaff,eng ENG,FW,27.0,15.4,172.0,162.0,10.0,0.0,1.0,1.0,13,1.0,2.0,0.0,0.0,0.0,109.0,0.0,11.0,Macaulay LangstaffMillwall
EFL Championship,Millwall,Josh Coburn,eng ENG,FW,21.0,13.5,190.0,184.0,3.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,99.0,3.0,13.0,Josh CoburnMillwall
EFL Championship,Millwall,Luke Cundle,eng ENG,"MF,FW",22.0,10.9,288.0,285.0,1.0,0.0,0.0,1.0,3,1.0,0.0,0.0,0.0,0.0,223.0,2.0,7.0,Luke CundleMillwall
EFL Championship,Millwall,Billy Mitchell,eng ENG,MF,24.0,9.9,439.0,435.0,2.0,1.0,0.0,8.0,15,0.0,0.0,0.0,0.0,0.0,353.0,2.0,8.0,Billy MitchellMillwall
EFL Championship,Millwall,Murray Wallace,sct SCO,DF,31.0,8.1,339.0,334.0,3.0,2.0,0.0,3.0,1,1.0,0.0,0.0,0.0,0.0,252.0,2.0,3.0,Murray WallaceMillwall
EFL Championship,Millwall,Dan McNamara,ie IRL,DF,25.0,7.6,260.0,196.0,61.0,2.0,0.0,4.0,5,59.0,0.0,0.0,0.0,0.0,191.0,3.0,3.0,Dan McNamaraMillwall
EFL Championship,Millwall,Raees Bangura-Williams,,"FW,MF",,6.8,143.0,140.0,1.0,0.0,3.0,0.0,2,0.0,1.0,0.0,0.0,0.0,99.0,2.0,7.0,Raees Bangura-WilliamsMillwall
EFL Championship,Millwall,Aidomo Emakhu,ie IRL,"FW,MF",20.0,7.7,163.0,161.0,1.0,0.0,2.0,0.0,25,0.0,1.0,0.0,0.0,0.0,105.0,1.0,10.0,Aidomo EmakhuMillwall
EFL Championship,Millwall,Aaron Connolly,ie IRL,"FW,MF",24.0,7.3,144.0,137.0,6.0,2.0,1.0,2.0,7,4.0,0.0,0.0,0.0,0.0,100.0,1.0,4.0,Aaron ConnollyMillwall
