Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,PlSqu
Monza,Gaetano Castrovilli,511,it ITA,MF,it Serie A,27,1997,6.6,12,7,10,2,0,4,11,36.4,7,8,2,6,2,14,9,0,Gaetano CastrovilliMonza
Lazio,Gaetano Castrovilli,512,it ITA,"MF,FW",it Serie A,27,1997,1.6,5,2,3,1,1,2,4,50.0,2,3,0,3,3,8,1,0,Gaetano CastrovilliLazio
Fiorentina,Danilo Cataldi,513,it ITA,MF,it Serie A,29,1994,19.0,25,16,13,10,2,14,27,51.9,13,17,8,9,22,47,35,0,Danilo CataldiFiorentina
Osasuna,Catena,514,es ESP,DF,es La Liga,29,1994,34.2,46,28,34,10,2,27,44,61.4,17,40,25,15,35,81,221,2,CatenaOsasuna
Valencia,Maximiliano Caufriez,515,be BEL,DF,es La Liga,27,1997,1.0,1,1,1,0,0,1,1,100.0,0,2,1,1,1,2,4,0,Maximiliano CaufriezValencia
Angers,Enzo Caumont,516,fr FRA,MF,fr Ligue 1,20,2004,0.4,1,1,0,1,0,1,2,50.0,1,1,1,0,1,2,1,0,Enzo CaumontAngers
Real Madrid,Dani Ceballos,517,es ESP,MF,es La Liga,27,1996,13.5,41,21,17,18,6,20,40,50.0,20,16,4,12,14,55,10,2,Dani CeballosReal Madrid
St. Pauli,Abdoulie Ceesay,518,gm GAM,FW,de Bundesliga,20,2004,0.7,3,3,1,1,1,2,3,66.7,1,2,0,2,0,3,1,0,Abdoulie CeesaySt. Pauli
Roma,Zeki Celik,519,tr TUR,DF,it Serie A,27,1997,25.1,62,37,21,31,10,23,43,53.5,20,28,9,19,15,77,84,3,Zeki CelikRoma
Nantes,Fabien Centonze,520,fr FRA,DF,fr Ligue 1,28,1996,2.9,8,4,5,2,1,4,6,66.7,2,4,1,3,2,10,17,0,Fabien CentonzeNantes
Como,Alberto Cerri,521,it ITA,FW,it Serie A,28,1996,1.0,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,Alberto CerriComo
Celta Vigo,Franco Cervi,522,ar ARG,"FW,MF",es La Liga,30,1994,3.0,8,3,2,6,0,3,8,37.5,5,4,0,4,8,16,7,0,Franco CerviCelta Vigo
Stuttgart,Julian Chabot,523,de GER,DF,de Bundesliga,26,1998,25.2,37,24,19,15,3,15,32,46.9,17,29,19,10,38,75,135,0,Julian ChabotStuttgart
RB Leipzig,El Chadaille Bitshiabu,524,fr FRA,DF,de Bundesliga,19,2005,12.6,27,18,17,9,1,10,19,52.6,9,25,14,11,13,40,97,2,El Chadaille BitshiabuRB Leipzig
Eint Frankfurt,Fares Chaibi,525,dz ALG,"MF,FW",de Bundesliga,21,2002,11.3,13,9,4,5,4,7,20,35.0,13,10,0,10,10,23,32,1,Fares ChaibiEint Frankfurt
Crystal Palace,Trevoh Chalobah,526,eng ENG,DF,eng Premier League,25,1999,11.8,20,16,7,12,1,12,23,52.2,11,19,9,10,19,39,57,3,Trevoh ChalobahCrystal Palace
Chelsea,Trevoh Chalobah,527,eng ENG,DF,eng Premier League,25,1999,10.1,11,7,5,6,0,7,8,87.5,1,6,3,3,10,21,48,1,Trevoh ChalobahChelsea
Eint Frankfurt,Timothy Chandler,528,us USA,DF,de Bundesliga,34,1990,0.3,0,0,0,0,0,0,0,,0,0,0,0,3,3,2,0,Timothy ChandlerEint Frankfurt
Ipswich Town,Conor Chaplin,529,eng ENG,"MF,FW",eng Premier League,27,1997,9.5,15,5,6,6,3,6,14,42.9,8,8,1,7,4,19,3,0,Conor ChaplinIpswich Town
Brest,Brendan Chardonnet,530,fr FRA,DF,fr Ligue 1,29,1994,26.8,45,33,28,14,3,25,40,62.5,15,45,28,17,29,74,169,2,Brendan ChardonnetBrest
Parma,Gabriel Charpentier,531,cg CGO,FW,it Serie A,25,1999,3.0,4,3,2,1,1,3,4,75.0,1,3,0,3,0,4,9,0,Gabriel CharpentierParma
Valladolid,Raul Chasco,532,es ESP,DF,es La Liga,20,2003,1.4,4,1,3,1,0,2,4,50.0,2,1,0,1,2,6,2,0,Raul ChascoValladolid
Stuttgart,Anrie Chase,533,jp JPN,DF,de Bundesliga,20,2004,8.2,10,4,6,4,0,5,7,71.4,2,10,6,4,9,19,35,0,Anrie ChaseStuttgart
Rayo Vallecano,Pep Chavarria,534,es ESP,"DF,FW",es La Liga,26,1998,28.7,46,36,30,14,2,28,45,62.2,17,35,9,26,30,76,108,1,Pep ChavarriaRayo Vallecano
Hoffenheim,Arthur Chaves,535,br BRA,DF,de Bundesliga,23,2001,24.3,51,36,28,19,4,25,50,50.0,25,47,20,27,37,88,136,3,Arthur ChavesHoffenheim
Lens,Jhoanner Chavez,536,ec ECU,"DF,MF",fr Ligue 1,22,2002,6.6,9,5,4,4,1,2,7,28.6,5,10,1,9,6,15,13,0,Jhoanner ChavezLens
Napoli,Walid Cheddira,537,ma MAR,FW,it Serie A,26,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Walid CheddiraNapoli
Espanyol,Walid Cheddira,538,ma MAR,FW,es La Liga,26,1998,7.1,5,0,1,1,3,0,1,0.0,1,4,0,4,1,6,6,0,Walid CheddiraEspanyol
Real Madrid,Chema,539,es ESP,MF,es La Liga,19,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,ChemaReal Madrid
Montpellier,Theo Chennahi,540,fr FRA,DF,fr Ligue 1,19,2005,2.0,6,3,3,3,0,4,7,57.1,3,3,0,3,2,8,6,0,Theo ChennahiMontpellier
Angers,Sidiki Cherif,541,fr FRA,FW,fr Ligue 1,17,2006,3.6,5,5,1,3,1,3,4,75.0,1,4,1,3,0,5,0,1,Sidiki CherifAngers
Lyon,Rayan Cherki,542,fr FRA,"FW,MF",fr Ligue 1,20,2003,22.7,15,12,3,8,4,6,28,21.4,22,6,0,6,7,22,6,0,Rayan CherkiLyon
Everton,Youssef Chermiti,543,pt POR,"FW,MF",eng Premier League,20,2004,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Youssef ChermitiEverton
Lille,Lucas Chevalier,544,fr FRA,GK,fr Ligue 1,22,2001,34.0,3,2,3,0,0,3,4,75.0,1,0,0,0,0,3,13,4,Lucas ChevalierLille
Gladbach,Fabio Chiarodia,545,it ITA,DF,de Bundesliga,19,2005,4.2,10,4,6,4,0,4,6,66.7,2,8,3,5,9,19,53,1,Fabio ChiarodiaGladbach
Leganes,Julian Chicco,546,ar ARG,"MF,DF",es La Liga,26,1998,3.4,11,7,3,6,2,5,8,62.5,3,2,0,2,4,15,10,0,Julian ChiccoLeganes
Parma,Leandro Chichizola,547,ar ARG,GK,it Serie A,34,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Leandro ChichizolaParma
Liverpool,Federico Chiesa,548,it ITA,FW,eng Premier League,26,1997,1.2,1,0,0,1,0,0,2,0.0,2,1,0,1,0,1,1,1,Federico ChiesaLiverpool
Crystal Palace,Ben Chilwell,549,eng ENG,DF,eng Premier League,27,1996,2.9,7,6,4,3,0,1,5,20.0,4,6,2,4,6,13,16,0,Ben ChilwellCrystal Palace
Wolves,Chiquinho,550,pt POR,MF,eng Premier League,24,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ChiquinhoWolves
Mallorca,Chiquinho,551,pt POR,"MF,FW",es La Liga,24,2000,1.6,1,0,0,1,0,0,7,0.0,7,3,0,3,2,3,0,0,ChiquinhoMallorca
Nantes,Pedro Chirivella,552,es ESP,MF,fr Ligue 1,27,1997,26.1,44,29,23,16,5,19,42,45.2,23,25,4,21,19,63,45,0,Pedro ChirivellaNantes
Montpellier,Joris Chotard,553,fr FRA,MF,fr Ligue 1,22,2001,21.0,39,27,17,20,2,20,46,43.5,26,28,10,18,19,58,52,1,Joris ChotardMontpellier
Leicester City,Hamza Choudhury,554,bd BAN,"MF,DF",eng Premier League,26,1997,1.5,1,1,1,0,0,1,3,33.3,2,4,2,2,5,6,2,0,Hamza ChoudhuryLeicester City
Barcelona,Andreas Christensen,555,dk DEN,DF,es La Liga,28,1996,2.8,6,4,4,1,1,4,4,100.0,0,2,0,2,4,10,9,0,Andreas ChristensenBarcelona
Bournemouth,Ryan Christie,556,sct SCO,MF,eng Premier League,29,1995,23.5,54,33,19,27,8,27,64,42.2,37,44,11,33,30,84,51,3,Ryan ChristieBournemouth
Dortmund,Carney Chukwuemeka,557,eng ENG,MF,de Bundesliga,20,2003,2.8,7,5,3,2,2,1,1,100.0,0,5,0,5,1,8,1,0,Carney ChukwuemekaDortmund
Milan,Samuel Chukwueze,558,ng NGA,"FW,MF",it Serie A,25,1999,10.3,17,11,7,6,4,5,19,26.3,14,3,0,3,2,19,9,0,Samuel ChukwuezeMilan
Torino,Aaron Ciammaglichella,559,it ITA,MF,it Serie A,19,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Aaron CiammaglichellaTorino
Las Palmas,Jasper Cillessen,560,nl NED,GK,es La Liga,35,1989,25.9,1,0,1,0,0,1,4,25.0,3,0,0,0,0,1,11,2,Jasper CillessenLas Palmas
Cagliari,Giuseppe Ciocci,561,it ITA,GK,it Serie A,22,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Giuseppe CiocciCagliari
Parma,Alessandro Circati,562,au AUS,DF,it Serie A,20,2003,6.0,7,5,6,1,0,1,2,50.0,1,5,4,1,3,10,42,1,Alessandro CircatiParma
Rayo Vallecano,Pathe Ciss,563,sn SEN,"MF,DF",es La Liga,30,1994,23.8,49,24,26,22,1,20,41,48.8,21,31,10,21,40,89,61,3,Pathe CissRayo Vallecano
Hellas Verona,Alphadjo Cisse,564,it ITA,"FW,MF",it Serie A,17,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Alphadjo CisseHellas Verona
Rennes,Djaoui Cisse,565,fr FRA,MF,fr Ligue 1,20,2004,12.5,33,18,12,15,6,16,26,61.5,10,29,4,25,13,46,11,1,Djaoui CisseRennes
Leganes,Seydouba Cisse,566,gn GUI,MF,es La Liga,23,2001,27.1,59,37,18,27,14,23,50,46.0,27,25,1,24,12,71,45,1,Seydouba CisseLeganes
Auxerre,Yoann Cisse,567,fr FRA,MF,fr Ligue 1,19,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Yoann CisseAuxerre
Monza,Patrick Ciurria,568,it ITA,"MF,DF",it Serie A,29,1995,12.3,22,14,11,7,4,4,11,36.4,7,13,3,10,6,28,22,0,Patrick CiurriaMonza
Ipswich Town,Harry Clarke,569,eng ENG,DF,eng Premier League,23,2001,4.2,5,3,3,2,0,3,6,50.0,3,5,4,1,4,9,14,3,Harry ClarkeIpswich Town
Ipswich Town,Jack Clarke,570,eng ENG,"FW,MF",eng Premier League,23,2000,13.1,32,20,11,10,11,17,34,50.0,17,9,0,9,7,39,29,2,Jack ClarkeIpswich Town
Augsburg,Alexis Claude-Maurice,571,fr FRA,"MF,FW",de Bundesliga,26,1998,23.4,41,26,12,15,14,17,34,50.0,17,16,0,16,15,56,8,1,Alexis Claude-MauriceAugsburg
Nice,Jonathan Clauss,572,fr FRA,"DF,MF",fr Ligue 1,31,1992,25.6,52,35,27,19,6,28,56,50.0,28,25,2,23,48,100,68,3,Jonathan ClaussNice
Girona,Silvi Clua,573,es ESP,MF,es La Liga,19,2005,1.8,8,7,4,3,1,4,6,66.7,2,1,0,1,2,10,6,0,Silvi CluaGirona
Crystal Palace,Nathaniel Clyne,574,eng ENG,"DF,MF",eng Premier League,33,1991,5.4,12,8,8,3,1,6,11,54.5,5,4,2,2,3,15,14,1,Nathaniel ClyneCrystal Palace
Leicester City,Conor Coady,575,eng ENG,DF,eng Premier League,31,1993,19.0,13,9,6,6,1,3,6,50.0,3,32,24,8,13,26,71,2,Conor CoadyLeicester City
Nantes,Marcus Coco,576,fr FRA,DF,fr Ligue 1,28,1996,10.6,27,21,15,9,3,16,31,51.6,15,16,5,11,11,38,46,0,Marcus CocoNantes
Torino,Saul Coco,577,gq EQG,DF,it Serie A,25,1999,31.6,46,26,31,14,1,19,30,63.3,11,49,31,18,38,84,157,4,Saul CocoTorino
Everton,Seamus Coleman,578,ie IRL,DF,eng Premier League,35,1988,2.4,3,2,2,1,0,3,4,75.0,1,5,3,2,1,4,8,0,Seamus ColemanEverton
Brentford,Nathan Collins,579,ie IRL,DF,eng Premier League,23,2001,38.0,40,24,23,12,5,22,36,61.1,14,77,57,20,34,74,226,3,Nathan CollinsBrentford
Eint Frankfurt,Nnamdi Collins,580,de GER,DF,de Bundesliga,20,2004,16.5,33,24,24,7,2,17,22,77.3,5,22,11,11,16,49,74,3,Nnamdi CollinsEint Frankfurt
Manchester Utd,Toby Collyer,581,eng ENG,MF,eng Premier League,20,2004,2.0,12,9,6,6,0,5,6,83.3,1,2,1,1,2,14,3,0,Toby CollyerManchester Utd
Empoli,Lorenzo Colombo,582,it ITA,"FW,MF",it Serie A,22,2002,24.8,31,14,7,16,8,7,21,33.3,14,33,2,31,2,33,16,1,Lorenzo ColomboEmpoli
Fiorentina,Andrea Colpani,583,it ITA,"FW,MF",it Serie A,25,1999,15.9,15,9,5,7,3,4,12,33.3,8,7,0,7,8,23,10,0,Andrea ColpaniFiorentina
Chelsea,Levi Colwill,584,eng ENG,DF,eng Premier League,21,2003,35.0,47,34,25,19,3,18,27,66.7,9,37,25,12,33,80,118,4,Levi ColwillChelsea
Cagliari,Florinel Coman,585,ro ROU,"FW,MF",it Serie A,26,1998,2.9,5,3,3,1,1,2,2,100.0,0,2,0,2,1,6,3,0,Florinel ComanCagliari
Bayern Munich,Kingsley Coman,586,fr FRA,FW,de Bundesliga,28,1996,14.2,17,12,6,6,5,8,12,66.7,4,12,0,12,8,25,15,0,Kingsley ComanBayern Munich
Valladolid,Eray Comert,587,ch SUI,"DF,MF",es La Liga,26,1998,19.8,24,14,15,9,0,12,21,57.1,9,28,15,13,24,48,75,2,Eray ComertValladolid
Villarreal,Santi Comesana,588,es ESP,MF,es La Liga,27,1996,28.4,85,49,44,32,9,42,76,55.3,34,56,22,34,19,104,56,1,Santi ComesanaVillarreal
Fiorentina,Pietro Comuzzo,589,it ITA,DF,it Serie A,19,2005,23.4,43,21,29,11,3,23,29,79.3,6,35,22,13,29,72,113,4,Pietro ComuzzoFiorentina
Juventus,Francisco Conceicao,590,pt POR,"FW,MF",it Serie A,21,2002,14.9,23,14,6,9,8,13,30,43.3,17,7,0,7,6,29,6,0,Francisco ConceicaoJuventus
Villarreal,Diego Conde,591,es ESP,GK,es La Liga,25,1998,21.8,2,2,2,0,0,2,4,50.0,2,0,0,0,1,3,9,2,Diego CondeVillarreal
Alaves,Tomas Conechny,592,ar ARG,"FW,MF",es La Liga,26,1998,9.4,15,12,6,7,2,9,27,33.3,18,14,2,12,6,21,10,0,Tomas ConechnyAlaves
Le Havre,Alois Confais,593,fr FRA,MF,fr Ligue 1,27,1996,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Alois ConfaisLe Havre
Heidenheim,Sirlord Conteh,594,de GER,"FW,MF",de Bundesliga,28,1996,9.9,9,5,3,6,0,2,7,28.6,5,1,1,0,1,10,8,0,Sirlord ContehHeidenheim
Bournemouth,Lewis Cook,595,eng ENG,"MF,DF",eng Premier League,27,1997,33.1,81,42,41,36,4,37,67,55.2,30,30,11,19,41,122,70,0,Lewis CookBournemouth
Mallorca,Copete,596,es ESP,DF,es La Liga,24,1999,17.0,29,17,18,10,1,11,12,91.7,1,24,16,8,17,46,123,2,CopeteMallorca
Hellas Verona,Diego Coppola,597,it ITA,DF,it Serie A,20,2003,32.5,66,36,48,14,4,28,40,70.0,12,44,24,20,72,138,194,2,Diego CoppolaHellas Verona
Nantes,Francis Coquelin,598,fr FRA,MF,fr Ligue 1,33,1991,2.5,9,5,5,3,1,3,4,75.0,1,3,1,2,6,15,3,0,Francis CoquelinNantes
Valencia,Iker Cordoba,599,es ESP,DF,es La Liga,18,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Iker CordobaValencia
Marseille,Derek Cornelius,600,ca CAN,DF,fr Ligue 1,26,1997,15.8,24,17,15,8,1,17,22,77.3,5,16,10,6,14,38,51,0,Derek CorneliusMarseille
Southampton,Maxwel Cornet,601,ci CIV,FW,eng Premier League,27,1996,0.8,5,5,1,4,0,0,4,0.0,4,0,0,0,0,5,2,0,Maxwel CornetSouthampton
Genoa,Maxwel Cornet,602,ci CIV,"FW,MF",it Serie A,27,1996,2.7,2,1,1,0,1,0,1,0.0,1,1,1,0,2,4,2,0,Maxwel CornetGenoa
Saint-Etienne,Pierre Cornud,603,fr FRA,DF,fr Ligue 1,27,1996,6.4,12,10,6,4,2,8,17,47.1,9,9,4,5,9,21,28,1,Pierre CornudSaint-Etienne
Atletico Madrid,Angel Correa,604,ar ARG,"FW,MF",es La Liga,29,1995,8.9,9,3,4,1,4,5,15,33.3,10,10,0,10,4,13,8,0,Angel CorreaAtletico Madrid
Inter,Joaquin Correa,605,ar ARG,"FW,MF",it Serie A,29,1994,8.1,11,5,4,7,0,4,13,30.8,9,3,0,3,0,11,6,0,Joaquin CorreaInter
Valencia,Thierry Correia,606,pt POR,DF,es La Liga,25,1999,8.5,27,18,19,5,3,13,23,56.5,10,10,1,9,4,31,18,0,Thierry CorreiaValencia
Juventus,Alberto costa,607,pt POR,DF,it Serie A,20,2003,4.0,14,10,7,5,2,7,9,77.8,2,5,1,4,4,18,14,0,Alberto costaJuventus
Getafe,Coba da Costa,608,es ESP,"MF,FW",es La Liga,22,2002,11.2,29,13,9,16,4,13,26,50.0,13,24,0,24,8,37,10,0,Coba da CostaGetafe
Mainz 05,Danny da Costa,609,de GER,DF,de Bundesliga,31,1993,22.3,42,23,23,15,4,17,27,63.0,10,19,10,9,27,69,95,3,Danny da CostaMainz 05
Lens,David Costa,610,pt POR,"MF,FW",fr Ligue 1,23,2001,3.9,2,0,1,1,0,1,4,25.0,3,5,1,4,1,3,0,0,David CostaLens
Villarreal,Logan Costa,611,cv CPV,DF,es La Liga,23,2001,28.7,38,21,25,12,1,24,29,82.8,5,25,14,11,21,59,115,2,Logan CostaVillarreal
Toulouse,Logan Costa,612,cv CPV,DF,fr Ligue 1,23,2001,1.0,2,1,0,2,0,1,1,100.0,0,2,2,0,2,4,4,0,Logan CostaToulouse
Mallorca,Samu Costa,613,pt POR,MF,es La Liga,23,2000,29.4,90,44,45,42,3,35,79,44.3,44,48,15,33,32,122,85,1,Samu CostaMallorca
Brest,Gregoire Coudert,614,fr FRA,GK,fr Ligue 1,25,1999,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Gregoire CoudertBrest
West Ham,Vladimir Coufal,615,cz CZE,DF,eng Premier League,31,1992,11.9,22,15,13,7,2,10,22,45.5,12,13,11,2,8,30,39,1,Vladimir CoufalWest Ham
Lecce,Lassana Coulibaly,616,ml MLI,MF,it Serie A,28,1996,29.6,48,29,16,28,4,24,61,39.3,37,45,12,33,18,66,46,1,Lassana CoulibalyLecce
Auxerre,Lasso Coulibaly,617,ci CIV,"FW,MF",fr Ligue 1,21,2002,0.5,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,Lasso CoulibalyAuxerre
Monaco,Mamadou Coulibaly,618,fr FRA,MF,fr Ligue 1,20,2004,0.1,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Mamadou CoulibalyMonaco
Brest,Soumaila Coulibaly,619,fr FRA,DF,fr Ligue 1,20,2003,4.9,4,2,2,2,0,1,1,100.0,0,7,2,5,5,9,26,0,Soumaila CoulibalyBrest
Montpellier,Tanguy Coulibaly,620,fr FRA,"FW,MF",fr Ligue 1,23,2001,16.5,32,24,13,15,4,14,33,42.4,19,18,2,16,11,43,3,1,Tanguy CoulibalyMontpellier
Leicester City,Woyo Coulibaly,621,ml MLI,DF,eng Premier League,25,1999,1.2,6,4,4,2,0,2,2,100.0,0,3,1,2,5,11,1,0,Woyo CoulibalyLeicester City
Parma,Woyo Coulibaly,622,ml MLI,DF,it Serie A,25,1999,12.0,13,10,9,2,2,5,11,45.5,6,19,2,17,8,21,25,0,Woyo CoulibalyParma
Angers,Marius Courcoul,623,fr FRA,"MF,DF",fr Ligue 1,17,2007,3.4,5,2,3,2,0,2,5,40.0,3,4,0,4,5,10,9,0,Marius CourcoulAngers
Real Madrid,Thibaut Courtois,624,be BEL,GK,es La Liga,32,1992,30.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,15,1,Thibaut CourtoisReal Madrid
Dortmund,Yan Couto,625,br BRA,"DF,FW",de Bundesliga,22,2002,9.9,24,16,17,2,5,14,25,56.0,11,12,1,11,10,34,32,2,Yan CoutoDortmund
Nantes,Nicolas Cozza,626,fr FRA,"DF,MF",fr Ligue 1,25,1999,22.8,59,41,35,18,6,31,47,66.0,16,25,10,15,25,84,69,0,Nicolas CozzaNantes
West Ham,Aaron Cresswell,627,eng ENG,DF,eng Premier League,34,1989,9.2,11,7,5,5,1,9,11,81.8,2,9,4,5,8,19,37,0,Aaron CresswellWest Ham
Toulouse,Charlie Cresswell,628,eng ENG,DF,fr Ligue 1,21,2002,28.8,35,23,19,15,1,28,46,60.9,18,44,28,16,28,63,191,3,Charlie CresswellToulouse
Roma,Bryan Cristante,629,it ITA,MF,it Serie A,29,1995,22.7,48,29,18,24,6,15,26,57.7,11,20,10,10,19,67,36,1,Bryan CristanteRoma
Venezia,Domen Crnigoj,630,si SVN,MF,it Serie A,28,1995,1.5,4,2,0,1,3,1,2,50.0,1,5,2,3,4,8,4,0,Domen CrnigojVenezia
Osasuna,Juan Cruz Armada,631,es ESP,DF,es La Liga,32,1992,16.6,26,14,11,13,2,15,24,62.5,9,15,4,11,9,35,68,0,Juan Cruz ArmadaOsasuna
Leganes,Juan Cruz,632,es ESP,"FW,MF",es La Liga,24,2000,25.1,32,19,14,16,2,17,35,48.6,18,18,2,16,13,45,31,0,Juan CruzLeganes
Atalanta,Juan Cuadrado,633,co COL,"DF,MF",it Serie A,36,1988,9.2,19,9,9,6,4,11,23,47.8,12,14,2,12,7,26,9,0,Juan CuadradoAtalanta
Barcelona,Pau Cubarsi,634,es ESP,DF,es La Liga,17,2007,29.1,34,23,21,10,3,19,30,63.3,11,12,9,3,16,50,86,1,Pau CubarsiBarcelona
Betis,Cucho,635,co COL,FW,es La Liga,25,1999,12.7,15,10,2,5,8,6,11,54.5,5,13,1,12,7,22,4,0,CuchoBetis
Chelsea,Marc Cucurella,636,es ESP,DF,eng Premier League,26,1998,33.2,67,45,31,31,5,32,61,52.5,29,49,16,33,28,95,95,3,Marc CucurellaChelsea
Fulham,Jorge Cuenca,637,es ESP,DF,eng Premier League,24,1999,3.9,6,2,5,1,0,3,8,37.5,5,4,4,0,2,8,26,0,Jorge CuencaFulham
Wolves,Matheus Cunha,638,br BRA,"MF,FW",eng Premier League,25,1999,28.9,38,22,17,16,5,13,39,33.3,26,21,1,20,17,55,23,0,Matheus CunhaWolves
Como,Patrick Cutrone,639,it ITA,FW,it Serie A,26,1998,22.7,16,11,0,10,6,7,14,50.0,7,11,0,11,5,21,7,0,Patrick CutroneComo
Gladbach,Tomas Cvancara,640,cz CZE,FW,de Bundesliga,23,2000,9.2,4,1,3,1,0,2,7,28.6,5,6,3,3,5,9,17,0,Tomas CvancaraGladbach
Parma,Wylan Cyprien,641,fr FRA,MF,it Serie A,29,1995,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,Wylan CyprienParma
Monza,Danilo D'Ambrosio,642,it ITA,DF,it Serie A,35,1988,12.2,28,15,17,10,1,14,23,60.9,9,12,8,4,15,43,36,2,Danilo D'AmbrosioMonza
Como,Lucas Da Cunha,643,fr FRA,MF,it Serie A,23,2001,29.0,45,25,17,19,9,20,39,51.3,19,18,3,15,17,62,30,1,Lucas Da CunhaComo
Roma,Samuel Dahl,644,se SWE,"DF,MF",it Serie A,24,2000,0.5,2,2,0,2,0,1,2,50.0,1,2,0,2,0,2,0,0,Samuel DahlRoma
Augsburg,Finn Dahmen,645,de GER,GK,de Bundesliga,26,1998,19.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,9,0,Finn DahmenAugsburg
Holstein Kiel,Thomas Dahne,646,de GER,GK,de Bundesliga,30,1994,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,2,Thomas DahneHolstein Kiel
Eint Frankfurt,Mahmoud Dahoud,647,de GER,MF,de Bundesliga,28,1996,4.0,9,4,4,5,0,4,6,66.7,2,5,1,4,2,11,5,0,Mahmoud DahoudEint Frankfurt
Leicester City,Patson Daka,648,zm ZAM,"FW,MF",eng Premier League,25,1998,8.2,19,10,6,9,4,7,18,38.9,11,7,1,6,1,20,12,0,Patson DakaLeicester City
Stuttgart,Ameen Al-Dakhil,649,be BEL,DF,de Bundesliga,22,2002,4.8,6,6,4,2,0,4,4,100.0,0,12,8,4,9,15,30,1,Ameen Al-DakhilStuttgart
Bologna,Thijs Dallinga,650,nl NED,FW,it Serie A,23,2000,12.8,10,5,0,4,6,3,3,100.0,0,10,1,9,1,11,13,1,Thijs DallingaBologna
Manchester Utd,Diogo Dalot,651,pt POR,DF,eng Premier League,25,1999,31.3,68,40,40,22,6,34,52,65.4,18,22,9,13,37,105,72,0,Diogo DalotManchester Utd
Brentford,Mikkel Damsgaard,652,dk DEN,"MF,FW",eng Premier League,24,2000,32.3,83,44,27,29,27,31,81,38.3,50,40,3,37,27,110,31,2,Mikkel DamsgaardBrentford
Fiorentina,Maat Daniel Caprini,653,it ITA,FW,it Serie A,18,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Maat Daniel CapriniFiorentina
Hellas Verona,Flavius Daniliuc,654,at AUT,DF,it Serie A,23,2001,11.2,26,21,14,9,3,15,24,62.5,9,10,3,7,7,33,27,0,Flavius DaniliucHellas Verona
Nott'ham Forest,Danilo,655,br BRA,"MF,FW",eng Premier League,23,2001,3.1,8,4,7,1,0,3,6,50.0,3,2,1,1,4,12,3,0,DaniloNott'ham Forest
Juventus,Danilo,656,br BRA,DF,it Serie A,33,1991,6.5,10,4,7,2,1,5,10,50.0,5,4,3,1,9,19,21,1,DaniloJuventus
Villarreal,Arnaut Danjuma,657,nl NED,FW,es La Liga,27,1997,2.2,2,1,0,1,1,0,1,0.0,1,1,0,1,0,2,0,0,Arnaut DanjumaVillarreal
Girona,Arnaut Danjuma,658,nl NED,"FW,MF",es La Liga,27,1997,14.8,8,6,3,3,2,2,7,28.6,5,5,1,4,2,10,4,0,Arnaut DanjumaGirona
Liverpool,Jayden Danns,659,eng ENG,MF,eng Premier League,18,2006,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Jayden DannsLiverpool
Auxerre,Kevin Danois,660,fr FRA,MF,fr Ligue 1,20,2004,16.2,49,30,20,22,7,20,46,43.5,26,17,3,14,20,69,20,0,Kevin DanoisAuxerre
Tottenham,Kevin Danso,661,at AUT,DF,eng Premier League,25,1998,9.4,7,5,4,3,0,6,11,54.5,5,15,14,1,6,13,71,1,Kevin DansoTottenham
Lens,Kevin Danso,662,at AUT,DF,fr Ligue 1,25,1998,12.0,19,7,12,5,2,12,16,75.0,4,25,19,6,20,39,62,1,Kevin DansoLens
Nice,Dante,663,br BRA,DF,fr Ligue 1,40,1983,21.8,32,15,17,13,2,15,29,51.7,14,29,14,15,34,66,74,1,DanteNice
