Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,PlSqu
Angers,Enzo Caumont,516,fr FRA,MF,fr Ligue 1,20,2004,0.4,13,14,92.9,239,67,6,6,100.0,6,6,100.0,1,2,50.0,0,0.0,0.0,0.0,0,1,1,0,1,Enzo CaumontAngers
Real Madrid,Dani Ceballos,517,es ESP,MF,es La Liga,27,1996,13.5,1284,1361,94.3,20805,5972,639,655,97.6,529,550,96.2,82,103,79.6,0,1.6,2.0,-1.6,22,156,10,0,150,Dani CeballosReal Madrid
St. Pauli,Abdoulie Ceesay,518,gm GAM,FW,de Bundesliga,20,2004,0.7,8,14,57.1,70,2,7,10,70.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,0,Abdoulie CeesaySt. Pauli
Roma,Zeki Celik,519,tr TUR,DF,it Serie A,27,1997,25.1,1121,1364,82.2,18553,6491,512,569,90.0,509,599,85.0,73,132,55.3,2,1.6,1.0,+0.4,19,110,15,9,106,Zeki CelikRoma
Nantes,Fabien Centonze,520,fr FRA,DF,fr Ligue 1,28,1996,2.9,111,142,78.2,1663,612,63,70,90.0,39,52,75.0,6,10,60.0,0,0.2,0.3,-0.2,3,3,7,4,15,Fabien CentonzeNantes
Como,Alberto Cerri,521,it ITA,FW,it Serie A,28,1996,1.0,15,23,65.2,184,7,10,16,62.5,2,4,50.0,1,1,100.0,0,0.0,0.1,0.0,0,0,0,0,0,Alberto CerriComo
Celta Vigo,Franco Cervi,522,ar ARG,"FW,MF",es La Liga,30,1994,3.0,91,132,68.9,1667,587,37,47,78.7,44,52,84.6,8,22,36.4,0,0.3,0.3,-0.3,5,12,2,0,14,Franco CerviCelta Vigo
Stuttgart,Julian Chabot,523,de GER,DF,de Bundesliga,26,1998,25.2,1749,1946,89.9,30560,11888,785,824,95.3,797,854,93.3,134,222,60.4,1,0.5,0.8,+0.5,6,133,5,0,108,Julian ChabotStuttgart
RB Leipzig,El Chadaille Bitshiabu,524,fr FRA,DF,de Bundesliga,19,2005,12.6,731,866,84.4,13891,6501,254,280,90.7,406,451,90.0,64,113,56.6,0,0.4,0.6,-0.4,5,69,4,0,69,El Chadaille BitshiabuRB Leipzig
Eint Frankfurt,Fares Chaibi,525,dz ALG,"MF,FW",de Bundesliga,21,2002,11.3,304,462,65.8,5146,1801,155,191,81.2,105,140,75.0,31,92,33.7,3,2.9,2.9,+0.1,24,31,18,6,52,Fares ChaibiEint Frankfurt
Crystal Palace,Trevoh Chalobah,526,eng ENG,DF,eng Premier League,25,1999,11.8,349,442,79.0,6831,2195,125,141,88.7,178,209,85.2,42,82,51.2,0,0.4,0.3,-0.4,4,27,2,1,34,Trevoh ChalobahCrystal Palace
Chelsea,Trevoh Chalobah,527,eng ENG,DF,eng Premier League,25,1999,10.1,609,677,90.0,10527,3326,267,281,95.0,300,314,95.5,38,72,52.8,1,1.2,0.3,-0.2,3,42,3,0,37,Trevoh ChalobahChelsea
Eint Frankfurt,Timothy Chandler,528,us USA,DF,de Bundesliga,34,1990,0.3,17,24,70.8,313,132,7,8,87.5,7,10,70.0,3,5,60.0,0,0.0,0.0,0.0,0,2,0,0,3,Timothy ChandlerEint Frankfurt
Ipswich Town,Conor Chaplin,529,eng ENG,"MF,FW",eng Premier League,27,1997,9.5,235,319,73.7,3800,927,112,140,80.0,104,127,81.9,11,27,40.7,1,0.7,0.6,+0.3,8,21,7,2,29,Conor ChaplinIpswich Town
Brest,Brendan Chardonnet,530,fr FRA,DF,fr Ligue 1,29,1994,26.8,993,1210,82.1,20771,7790,294,318,92.5,550,590,93.2,141,279,50.5,0,1.2,1.1,-1.2,8,67,3,1,51,Brendan ChardonnetBrest
Parma,Gabriel Charpentier,531,cg CGO,FW,it Serie A,25,1999,3.0,33,55,60.0,508,188,18,26,69.2,11,18,61.1,3,3,100.0,2,0.9,0.3,+1.1,7,3,2,0,7,Gabriel CharpentierParma
Valladolid,Raul Chasco,532,es ESP,DF,es La Liga,20,2003,1.4,35,58,60.3,730,329,15,19,78.9,13,20,65.0,7,16,43.8,0,0.0,0.1,0.0,1,5,1,0,3,Raul ChascoValladolid
Stuttgart,Anrie Chase,533,jp JPN,DF,de Bundesliga,20,2004,8.2,497,541,91.9,8794,2536,202,210,96.2,260,277,93.9,31,47,66.0,0,0.0,0.5,0.0,0,28,2,1,28,Anrie ChaseStuttgart
Rayo Vallecano,Pep Chavarria,534,es ESP,"DF,FW",es La Liga,26,1998,28.7,1244,1561,79.7,19853,6873,659,739,89.2,477,582,82.0,85,162,52.5,1,1.9,1.9,-0.9,24,75,27,10,114,Pep ChavarriaRayo Vallecano
Hoffenheim,Arthur Chaves,535,br BRA,DF,de Bundesliga,23,2001,24.3,966,1177,82.1,16519,5535,378,416,90.9,500,555,90.1,55,136,40.4,0,0.1,0.4,-0.1,5,66,1,0,57,Arthur ChavesHoffenheim
Lens,Jhoanner Chavez,536,ec ECU,"DF,MF",fr Ligue 1,22,2002,6.6,230,308,74.7,3617,1446,129,149,86.6,74,100,74.0,20,40,50.0,0,0.7,1.3,-0.7,9,10,8,5,9,Jhoanner ChavezLens
Napoli,Walid Cheddira,537,ma MAR,FW,it Serie A,26,1998,0.1,2,3,66.7,28,14,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,1,1,0,0,1,Walid CheddiraNapoli
Espanyol,Walid Cheddira,538,ma MAR,FW,es La Liga,26,1998,7.1,73,103,70.9,1001,248,40,52,76.9,25,31,80.6,2,5,40.0,1,1.2,0.5,-0.2,6,3,1,0,12,Walid CheddiraEspanyol
Real Madrid,Chema,539,es ESP,MF,es La Liga,19,2005,0.1,1,1,100.0,16,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ChemaReal Madrid
Montpellier,Theo Chennahi,540,fr FRA,DF,fr Ligue 1,19,2005,2.0,57,66,86.4,782,227,34,37,91.9,19,22,86.4,2,4,50.0,0,0.0,0.0,0.0,1,2,0,0,0,Theo ChennahiMontpellier
Angers,Sidiki Cherif,541,fr FRA,FW,fr Ligue 1,17,2006,3.6,33,62,53.2,469,79,20,33,60.6,12,19,63.2,0,0,,0,0.2,0.2,-0.2,2,3,1,1,3,Sidiki CherifAngers
Lyon,Rayan Cherki,542,fr FRA,"FW,MF",fr Ligue 1,20,2003,22.7,1079,1375,78.5,17006,5140,597,667,89.5,373,453,82.3,80,165,48.5,11,11.1,11.7,-0.1,75,97,77,3,206,Rayan CherkiLyon
Everton,Youssef Chermiti,543,pt POR,"FW,MF",eng Premier League,20,2004,0.5,6,11,54.5,78,14,4,7,57.1,0,1,0.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Youssef ChermitiEverton
Lille,Lucas Chevalier,544,fr FRA,GK,fr Ligue 1,22,2001,34.0,862,1083,79.6,21173,14738,209,209,100.0,437,445,98.2,212,422,50.2,0,0.9,0.2,-0.9,3,13,0,0,1,Lucas ChevalierLille
Gladbach,Fabio Chiarodia,545,it ITA,DF,de Bundesliga,19,2005,4.2,173,206,84.0,2824,899,82,86,95.3,79,91,86.8,11,23,47.8,0,0.4,0.4,-0.4,1,9,1,0,10,Fabio ChiarodiaGladbach
Leganes,Julian Chicco,546,ar ARG,"MF,DF",es La Liga,26,1998,3.4,113,143,79.0,1884,630,49,56,87.5,51,59,86.4,8,17,47.1,1,0.2,0.3,+0.8,2,10,2,0,16,Julian ChiccoLeganes
Parma,Leandro Chichizola,547,ar ARG,GK,it Serie A,34,1990,1.0,36,50,72.0,854,507,6,6,100.0,23,23,100.0,7,20,35.0,0,0.0,0.0,0.0,0,1,0,0,1,Leandro ChichizolaParma
Liverpool,Federico Chiesa,548,it ITA,FW,eng Premier League,26,1997,1.2,27,31,87.1,373,131,17,18,94.4,6,8,75.0,2,2,100.0,0,0.2,0.2,-0.2,2,4,1,0,3,Federico ChiesaLiverpool
Crystal Palace,Ben Chilwell,549,eng ENG,DF,eng Premier League,27,1996,2.9,92,125,73.6,1512,496,48,55,87.3,36,45,80.0,6,18,33.3,0,0.8,0.9,-0.8,5,7,3,0,8,Ben ChilwellCrystal Palace
Wolves,Chiquinho,550,pt POR,MF,eng Premier League,24,2000,0.1,3,3,100.0,71,22,1,1,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,1,0,1,1,0,ChiquinhoWolves
Mallorca,Chiquinho,551,pt POR,"MF,FW",es La Liga,24,2000,1.6,22,34,64.7,299,87,13,15,86.7,5,9,55.6,2,7,28.6,0,0.0,0.1,0.0,2,0,0,0,1,ChiquinhoMallorca
Nantes,Pedro Chirivella,552,es ESP,MF,fr Ligue 1,27,1997,26.1,1336,1570,85.1,24242,7844,581,630,92.2,581,637,91.2,149,245,60.8,2,1.8,2.1,+0.2,19,169,24,4,170,Pedro ChirivellaNantes
Montpellier,Joris Chotard,553,fr FRA,MF,fr Ligue 1,22,2001,21.0,672,822,81.8,12368,3796,298,341,87.4,275,321,85.7,83,119,69.7,0,0.5,1.0,-0.5,7,80,11,4,80,Joris ChotardMontpellier
Leicester City,Hamza Choudhury,554,bd BAN,"MF,DF",eng Premier League,26,1997,1.5,72,84,85.7,991,249,47,50,94.0,23,29,79.3,2,4,50.0,0,0.4,0.2,-0.4,2,10,1,1,3,Hamza ChoudhuryLeicester City
Barcelona,Andreas Christensen,555,dk DEN,DF,es La Liga,28,1996,2.8,202,220,91.8,3226,1247,97,101,96.0,93,98,94.9,9,13,69.2,0,0.0,0.1,0.0,1,23,0,0,15,Andreas ChristensenBarcelona
Bournemouth,Ryan Christie,556,sct SCO,MF,eng Premier League,29,1995,23.5,837,1056,79.3,14882,4269,368,417,88.2,378,430,87.9,82,168,48.8,3,3.5,3.0,-0.5,41,118,33,5,137,Ryan ChristieBournemouth
Dortmund,Carney Chukwuemeka,557,eng ENG,MF,de Bundesliga,20,2003,2.8,96,122,78.7,1067,309,69,82,84.1,16,21,76.2,1,1,100.0,0,0.9,1.8,-0.9,7,8,6,0,18,Carney ChukwuemekaDortmund
Milan,Samuel Chukwueze,558,ng NGA,"FW,MF",it Serie A,25,1999,10.3,320,422,75.8,5644,1164,151,172,87.8,137,175,78.3,30,57,52.6,2,3.0,2.4,-1.0,27,18,21,5,36,Samuel ChukwuezeMilan
Torino,Aaron Ciammaglichella,559,it ITA,MF,it Serie A,19,2005,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Aaron CiammaglichellaTorino
Las Palmas,Jasper Cillessen,560,nl NED,GK,es La Liga,35,1989,25.9,683,1002,68.2,18003,13417,147,149,98.7,340,347,98.0,194,501,38.7,0,0.0,0.0,0.0,0,15,0,0,0,Jasper CillessenLas Palmas
Cagliari,Giuseppe Ciocci,561,it ITA,GK,it Serie A,22,2002,0.1,1,1,100.0,6,6,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Giuseppe CiocciCagliari
Parma,Alessandro Circati,562,au AUS,DF,it Serie A,20,2003,6.0,197,229,86.0,3773,1058,64,74,86.5,110,120,91.7,18,27,66.7,0,0.0,0.0,0.0,1,6,0,0,10,Alessandro CircatiParma
Rayo Vallecano,Pathe Ciss,563,sn SEN,"MF,DF",es La Liga,30,1994,23.8,999,1179,84.7,17666,5785,434,482,90.0,454,506,89.7,92,135,68.1,1,1.1,0.8,-0.1,16,102,8,0,128,Pathe CissRayo Vallecano
Hellas Verona,Alphadjo Cisse,564,it ITA,"FW,MF",it Serie A,17,2006,0.1,6,8,75.0,90,18,4,6,66.7,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Alphadjo CisseHellas Verona
Rennes,Djaoui Cisse,565,fr FRA,MF,fr Ligue 1,20,2004,12.5,547,625,87.5,10406,2824,236,261,90.4,228,245,93.1,75,89,84.3,0,0.2,0.8,-0.2,6,66,11,0,84,Djaoui CisseRennes
Leganes,Seydouba Cisse,566,gn GUI,MF,es La Liga,23,2001,27.1,972,1149,84.6,16137,3288,465,518,89.8,393,444,88.5,83,124,66.9,1,1.0,0.9,0.0,17,86,15,1,110,Seydouba CisseLeganes
Auxerre,Yoann Cisse,567,fr FRA,MF,fr Ligue 1,19,2004,0.1,2,6,33.3,9,0,1,2,50.0,0,1,0.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Yoann CisseAuxerre
Monza,Patrick Ciurria,568,it ITA,"MF,DF",it Serie A,29,1995,12.3,313,433,72.3,5274,1449,154,178,86.5,119,157,75.8,31,67,46.3,1,2.3,1.6,-1.3,13,19,8,5,27,Patrick CiurriaMonza
Ipswich Town,Harry Clarke,569,eng ENG,DF,eng Premier League,23,2001,4.2,190,236,80.5,3442,1226,87,95,91.6,77,88,87.5,23,40,57.5,0,0.0,0.1,0.0,1,21,1,0,14,Harry ClarkeIpswich Town
Ipswich Town,Jack Clarke,570,eng ENG,"FW,MF",eng Premier League,23,2000,13.1,302,393,76.8,4942,1242,151,173,87.3,131,153,85.6,16,31,51.6,4,2.3,1.2,+1.7,28,27,9,0,44,Jack ClarkeIpswich Town
Augsburg,Alexis Claude-Maurice,571,fr FRA,"MF,FW",de Bundesliga,26,1998,23.4,543,655,82.9,8213,1411,292,342,85.4,205,229,89.5,31,44,70.5,2,1.2,1.9,+0.8,21,38,21,5,61,Alexis Claude-MauriceAugsburg
Nice,Jonathan Clauss,572,fr FRA,"DF,MF",fr Ligue 1,31,1992,25.6,1006,1399,71.9,16414,6656,527,616,85.6,380,500,76.0,80,210,38.1,8,7.7,6.8,+0.3,55,70,47,14,105,Jonathan ClaussNice
Girona,Silvi Clua,573,es ESP,MF,es La Liga,19,2005,1.8,75,95,78.9,1302,271,31,37,83.8,36,42,85.7,5,8,62.5,0,0.0,0.0,0.0,1,3,0,0,3,Silvi CluaGirona
Crystal Palace,Nathaniel Clyne,574,eng ENG,"DF,MF",eng Premier League,33,1991,5.4,171,225,76.0,3113,1102,72,89,80.9,84,95,88.4,14,30,46.7,0,0.3,0.2,-0.3,3,16,2,1,7,Nathaniel ClyneCrystal Palace
Leicester City,Conor Coady,575,eng ENG,DF,eng Premier League,31,1993,19.0,977,1072,91.1,17121,6371,405,418,96.9,507,523,96.9,61,112,54.5,0,0.1,0.5,-0.1,1,34,2,0,32,Conor CoadyLeicester City
Nantes,Marcus Coco,576,fr FRA,DF,fr Ligue 1,28,1996,10.6,384,483,79.5,6475,2447,188,206,91.3,156,193,80.8,32,61,52.5,1,1.2,1.1,-0.2,10,31,10,6,34,Marcus CocoNantes
Torino,Saul Coco,577,gq EQG,DF,it Serie A,25,1999,31.6,1350,1529,88.3,24764,7402,493,533,92.5,742,798,93.0,101,165,61.2,0,0.0,0.2,0.0,1,74,2,1,70,Saul CocoTorino
Everton,Seamus Coleman,578,ie IRL,DF,eng Premier League,35,1988,2.4,74,98,75.5,1299,642,36,38,94.7,27,34,79.4,8,19,42.1,0,0.0,0.0,0.0,0,8,2,0,11,Seamus ColemanEverton
Brentford,Nathan Collins,579,ie IRL,DF,eng Premier League,23,2001,38.0,1705,1985,85.9,32826,10799,557,635,87.7,989,1068,92.6,145,239,60.7,3,1.8,1.6,+1.2,10,111,7,2,127,Nathan CollinsBrentford
Eint Frankfurt,Nnamdi Collins,580,de GER,DF,de Bundesliga,20,2004,16.5,766,888,86.3,12523,3617,346,370,93.5,365,410,89.0,38,76,50.0,1,1.0,1.2,0.0,2,53,12,2,63,Nnamdi CollinsEint Frankfurt
Manchester Utd,Toby Collyer,581,eng ENG,MF,eng Premier League,20,2004,2.0,76,92,82.6,1127,121,37,43,86.0,32,37,86.5,3,4,75.0,0,0.3,0.4,-0.3,2,3,1,0,5,Toby CollyerManchester Utd
Empoli,Lorenzo Colombo,582,it ITA,"FW,MF",it Serie A,22,2002,24.8,343,508,67.5,5088,1106,185,241,76.8,102,148,68.9,28,50,56.0,2,2.9,0.9,-0.9,21,25,12,2,48,Lorenzo ColomboEmpoli
Fiorentina,Andrea Colpani,583,it ITA,"FW,MF",it Serie A,25,1999,16.1,376,466,80.7,5907,1206,214,230,93.0,127,159,79.9,26,54,48.1,1,1.3,1.3,-0.3,17,19,15,1,57,Andrea ColpaniFiorentina
Chelsea,Levi Colwill,584,eng ENG,DF,eng Premier League,21,2003,35.0,2338,2619,89.3,42476,14955,813,880,92.4,1357,1426,95.2,142,253,56.1,1,1.1,1.2,-0.1,14,148,7,3,131,Levi ColwillChelsea
Cagliari,Florinel Coman,585,ro ROU,"FW,MF",it Serie A,26,1998,2.9,67,82,81.7,941,247,43,50,86.0,20,22,90.9,1,5,20.0,0,0.0,0.1,0.0,1,4,2,0,5,Florinel ComanCagliari
Bayern Munich,Kingsley Coman,586,fr FRA,FW,de Bundesliga,28,1996,14.2,624,740,84.3,9720,1512,337,373,90.3,250,287,87.1,27,48,56.3,4,3.3,4.2,+0.7,32,26,28,5,45,Kingsley ComanBayern Munich
Valladolid,Eray Comert,587,ch SUI,"DF,MF",es La Liga,26,1998,19.8,805,918,87.7,16323,5359,233,262,88.9,477,500,95.4,86,137,62.8,0,0.0,0.1,0.0,0,47,1,0,48,Eray ComertValladolid
Villarreal,Santi Comesana,588,es ESP,MF,es La Liga,27,1996,28.4,1163,1374,84.6,19630,6350,541,605,89.4,505,562,89.9,89,137,65.0,2,2.0,2.6,0.0,27,143,30,3,154,Santi ComesanaVillarreal
Fiorentina,Pietro Comuzzo,589,it ITA,DF,it Serie A,19,2005,24.4,1085,1266,85.7,22161,6285,292,331,88.2,644,701,91.9,140,203,69.0,0,0.6,0.2,-0.6,7,69,4,0,75,Pietro ComuzzoFiorentina
Juventus,Francisco Conceicao,590,pt POR,"FW,MF",it Serie A,21,2002,14.9,427,545,78.3,7032,1122,220,262,84.0,167,190,87.9,30,56,53.6,3,4.3,4.4,-1.3,28,16,20,10,35,Francisco ConceicaoJuventus
Villarreal,Diego Conde,591,es ESP,GK,es La Liga,25,1998,21.8,519,640,81.1,12478,8097,123,124,99.2,284,290,97.9,109,222,49.1,1,0.2,0.0,+0.8,2,7,1,0,0,Diego CondeVillarreal
Alaves,Tomas Conechny,592,ar ARG,"FW,MF",es La Liga,26,1998,9.4,210,329,63.8,3305,1037,112,155,72.3,82,120,68.3,10,29,34.5,0,0.3,0.8,-0.3,7,14,11,8,23,Tomas ConechnyAlaves
Le Havre,Alois Confais,593,fr FRA,MF,fr Ligue 1,27,1996,0.0,1,2,50.0,10,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Alois ConfaisLe Havre
Heidenheim,Sirlord Conteh,594,de GER,"FW,MF",de Bundesliga,28,1996,9.9,158,224,70.5,2401,567,93,129,72.1,43,53,81.1,13,23,56.5,1,2.6,1.4,-1.6,14,17,6,2,19,Sirlord ContehHeidenheim
Bournemouth,Lewis Cook,595,eng ENG,"MF,DF",eng Premier League,27,1997,33.1,1224,1585,77.2,21139,7153,542,635,85.4,546,641,85.2,109,240,45.4,3,4.1,3.8,-1.1,48,157,26,11,158,Lewis CookBournemouth
Mallorca,Copete,596,es ESP,DF,es La Liga,24,1999,17.0,639,767,83.3,12173,4725,237,261,90.8,323,358,90.2,73,126,57.9,0,0.0,0.1,0.0,0,35,4,0,47,CopeteMallorca
Hellas Verona,Diego Coppola,597,it ITA,DF,it Serie A,20,2003,32.5,920,1135,81.1,18186,6486,243,293,82.9,595,644,92.4,76,161,47.2,0,0.1,0.2,-0.1,3,32,0,0,48,Diego CoppolaHellas Verona
Nantes,Francis Coquelin,598,fr FRA,MF,fr Ligue 1,33,1991,2.5,88,101,87.1,1213,275,53,58,91.4,30,33,90.9,3,6,50.0,1,1.1,0.4,-0.1,5,11,2,0,8,Francis CoquelinNantes
Valencia,Iker Cordoba,599,es ESP,DF,es La Liga,18,2005,0.2,9,11,81.8,169,91,3,5,60.0,5,5,100.0,1,1,100.0,0,0.1,0.0,-0.1,1,1,1,1,1,Iker CordobaValencia
Marseille,Derek Cornelius,600,ca CAN,DF,fr Ligue 1,26,1997,15.8,1267,1357,93.4,20539,6734,570,594,96.0,642,668,96.1,35,63,55.6,0,0.1,0.4,-0.1,4,93,0,0,68,Derek CorneliusMarseille
Southampton,Maxwel Cornet,601,ci CIV,FW,eng Premier League,27,1996,0.8,17,22,77.3,262,37,9,10,90.0,6,8,75.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Maxwel CornetSouthampton
Genoa,Maxwel Cornet,602,ci CIV,"FW,MF",it Serie A,27,1996,2.7,49,71,69.0,752,162,33,40,82.5,13,18,72.2,3,5,60.0,1,0.6,0.7,+0.4,5,2,3,2,4,Maxwel CornetGenoa
Saint-Etienne,Pierre Cornud,603,fr FRA,DF,fr Ligue 1,27,1996,6.4,271,331,81.9,4488,1581,129,140,92.1,111,131,84.7,25,45,55.6,0,0.3,0.3,-0.3,3,14,5,2,19,Pierre CornudSaint-Etienne
Atletico Madrid,Angel Correa,604,ar ARG,"FW,MF",es La Liga,29,1995,8.9,206,280,73.6,2697,745,130,157,82.8,50,68,73.5,9,19,47.4,1,2.1,2.2,-1.1,14,19,10,1,25,Angel CorreaAtletico Madrid
Inter,Joaquin Correa,605,ar ARG,"FW,MF",it Serie A,29,1994,8.1,310,361,85.9,4766,1089,163,184,88.6,118,127,92.9,21,24,87.5,2,2.0,0.9,0.0,10,24,12,1,42,Joaquin CorreaInter
Valencia,Thierry Correia,606,pt POR,DF,es La Liga,25,1999,8.5,330,441,74.8,5750,2179,160,183,87.4,137,172,79.7,31,67,46.3,0,0.3,0.8,-0.3,5,23,12,3,44,Thierry CorreiaValencia
Juventus,Alberto costa,607,pt POR,DF,it Serie A,20,2003,4.0,176,212,83.0,2472,679,111,121,91.7,54,64,84.4,4,11,36.4,1,0.2,0.1,+0.8,2,7,1,0,8,Alberto costaJuventus
Getafe,Coba da Costa,608,es ESP,"MF,FW",es La Liga,22,2002,11.2,195,303,64.4,2952,707,104,144,72.2,58,86,67.4,18,35,51.4,1,1.4,1.5,-0.4,9,14,10,7,16,Coba da CostaGetafe
Mainz 05,Danny da Costa,609,de GER,DF,de Bundesliga,31,1993,22.3,942,1201,78.4,17146,7046,397,430,92.3,441,505,87.3,94,223,42.2,1,0.6,1.3,+0.4,10,123,17,6,109,Danny da CostaMainz 05
Lens,David Costa,610,pt POR,"MF,FW",fr Ligue 1,23,2001,3.9,128,155,82.6,1902,615,66,73,90.4,49,60,81.7,6,10,60.0,0,0.4,1.0,-0.4,6,12,8,4,24,David CostaLens
Villarreal,Logan Costa,611,cv CPV,DF,es La Liga,23,2001,28.7,1354,1544,87.7,26242,9795,501,529,94.7,673,721,93.3,164,268,61.2,1,0.6,0.5,+0.4,4,107,6,0,116,Logan CostaVillarreal
Toulouse,Logan Costa,612,cv CPV,DF,fr Ligue 1,23,2001,1.0,47,56,83.9,845,482,20,20,100.0,23,26,88.5,4,9,44.4,0,0.5,0.0,-0.5,1,4,1,1,4,Logan CostaToulouse
Mallorca,Samu Costa,613,pt POR,MF,es La Liga,23,2000,29.4,1164,1442,80.7,20678,5773,522,603,86.6,508,590,86.1,116,171,67.8,2,1.2,1.9,+0.8,15,117,14,5,116,Samu CostaMallorca
Brest,Gregoire Coudert,614,fr FRA,GK,fr Ligue 1,25,1999,2.0,54,68,79.4,1376,933,9,9,100.0,33,33,100.0,12,26,46.2,0,0.0,0.0,0.0,0,1,0,0,0,Gregoire CoudertBrest
West Ham,Vladimir Coufal,615,cz CZE,DF,eng Premier League,31,1992,11.9,470,598,78.6,7419,2842,247,272,90.8,184,228,80.7,28,72,38.9,0,0.7,1.0,-0.7,8,44,13,8,39,Vladimir CoufalWest Ham
Lecce,Lassana Coulibaly,616,ml MLI,MF,it Serie A,28,1996,29.6,775,955,81.2,13647,3359,335,382,87.7,334,393,85.0,83,116,71.6,0,0.9,0.6,-0.9,12,68,7,0,93,Lassana CoulibalyLecce
Auxerre,Lasso Coulibaly,617,ci CIV,"FW,MF",fr Ligue 1,21,2002,0.5,12,13,92.3,158,28,8,8,100.0,4,5,80.0,0,0,,0,0.1,0.1,-0.1,1,0,0,0,0,Lasso CoulibalyAuxerre
Monaco,Mamadou Coulibaly,618,fr FRA,MF,fr Ligue 1,20,2004,0.1,3,5,60.0,19,7,2,2,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0,Mamadou CoulibalyMonaco
Brest,Soumaila Coulibaly,619,fr FRA,DF,fr Ligue 1,20,2003,4.9,281,317,88.6,5923,1657,83,89,93.3,159,168,94.6,36,56,64.3,0,0.1,0.2,-0.1,1,12,1,0,16,Soumaila CoulibalyBrest
Montpellier,Tanguy Coulibaly,620,fr FRA,"FW,MF",fr Ligue 1,23,2001,16.5,292,372,78.5,3857,626,184,212,86.8,81,102,79.4,8,18,44.4,0,1.3,1.0,-1.3,18,8,5,2,20,Tanguy CoulibalyMontpellier
Leicester City,Woyo Coulibaly,621,ml MLI,DF,eng Premier League,25,1999,1.2,48,57,84.2,797,314,28,34,82.4,16,19,84.2,4,4,100.0,0,0.0,0.0,0.0,0,3,0,0,3,Woyo CoulibalyLeicester City
Parma,Woyo Coulibaly,622,ml MLI,DF,it Serie A,25,1999,12.0,514,593,86.7,7911,3030,274,295,92.9,206,239,86.2,23,38,60.5,1,0.9,0.8,+0.1,8,44,4,0,41,Woyo CoulibalyParma
Angers,Marius Courcoul,623,fr FRA,"MF,DF",fr Ligue 1,17,2007,3.4,133,155,85.8,2427,519,48,54,88.9,68,73,93.2,12,20,60.0,0,0.0,0.0,0.0,1,7,1,0,7,Marius CourcoulAngers
Real Madrid,Thibaut Courtois,624,be BEL,GK,es La Liga,32,1992,30.0,848,1020,83.1,20000,12835,163,164,99.4,526,530,99.2,158,324,48.8,0,0.1,0.0,-0.1,1,4,0,0,0,Thibaut CourtoisReal Madrid
Dortmund,Yan Couto,625,br BRA,"DF,FW",de Bundesliga,22,2002,9.9,586,723,81.1,9367,2659,291,323,90.1,247,297,83.2,35,68,51.5,0,0.9,2.3,-0.9,12,51,26,10,68,Yan CoutoDortmund
Nantes,Nicolas Cozza,626,fr FRA,"DF,MF",fr Ligue 1,25,1999,22.8,608,782,77.7,9858,3920,297,345,86.1,273,323,84.5,27,74,36.5,0,1.4,1.1,-1.4,7,41,10,4,64,Nicolas CozzaNantes
West Ham,Aaron Cresswell,627,eng ENG,DF,eng Premier League,34,1989,9.2,504,610,82.6,9299,3625,229,249,92.0,212,241,88.0,58,107,54.2,0,1.3,1.9,-1.3,9,52,5,2,36,Aaron CresswellWest Ham
Toulouse,Charlie Cresswell,628,eng ENG,DF,fr Ligue 1,21,2002,28.8,1287,1551,83.0,23854,8198,441,487,90.6,748,823,90.9,91,216,42.1,1,1.7,1.1,-0.7,5,61,4,1,69,Charlie CresswellToulouse
Roma,Bryan Cristante,629,it ITA,MF,it Serie A,29,1995,22.7,1067,1296,82.3,18848,5259,462,534,86.5,495,552,89.7,93,152,61.2,2,1.4,1.3,+0.6,18,143,17,0,145,Bryan CristanteRoma
Venezia,Domen Crnigoj,630,si SVN,MF,it Serie A,28,1995,1.5,25,49,51.0,348,107,13,21,61.9,9,12,75.0,1,8,12.5,0,0.0,0.0,0.0,0,1,1,0,4,Domen CrnigojVenezia
Osasuna,Juan Cruz Armada,631,es ESP,DF,es La Liga,32,1992,16.6,525,673,78.0,8519,3966,260,291,89.3,224,285,78.6,30,69,43.5,0,0.0,0.2,0.0,2,54,2,0,53,Juan Cruz ArmadaOsasuna
